era,lightgbm_None_1_5180_20-baseline
2019-12-27,0.027157766997200457
2020-01-03,0.005485130493607869
2020-01-10,-0.015312414678218906
2020-01-17,-0.016657358258298026
2020-01-24,-0.01283995850072783
2020-01-31,0.03903361460566901
2020-02-07,0.09446390929840211
2020-02-14,0.06538295403035217
2020-02-21,0.04520666179987792
2020-02-28,0.03557128945829246
2020-03-06,0.023789102510527373
2020-03-13,0.028224490715552546
2020-03-20,0.04339146421760467
2020-03-27,-0.03203737216149531
2020-04-03,-0.03747423157225424
2020-04-10,-0.04622583028072132
2020-04-17,-0.02076630148527007
2020-04-24,-0.014297205026158314
2020-05-01,0.008583755788077435
2020-05-08,-0.0055520277870879
2020-05-15,-0.03253560583828316
2020-05-22,0.03164383445879116
2020-05-29,0.020791182827073054
2020-06-05,0.05920362579509418
2020-06-12,0.04216098252111994
2020-06-19,0.028258971639583994
2020-06-26,0.010069659014894287
2020-07-03,0.000998178907338569
2020-07-10,-0.020575432025790947
2020-07-17,-0.016444571629241435
2020-07-24,-0.009080395335064466
2020-07-31,0.011236075902588722
2020-08-07,0.05300171669689223
2020-08-14,0.018698066084647923
2020-08-21,0.011440893406096107
2020-08-28,0.0055469215354432295
2020-09-04,0.014290666461439764
2020-09-11,-0.0035425374953581847
2020-09-18,0.005689640605327532
2020-09-25,0.02727182322989705
2020-10-02,0.010229499354247145
2020-10-09,0.026764776030640206
2020-10-16,0.02596590872911226
2020-10-23,0.029956748483030978
2020-10-30,0.026581519360302817
2020-11-06,0.044181399375625374
2020-11-13,0.024821513126067396
2020-11-20,0.017162084442387572
2020-11-27,0.005155965708008853
2020-12-04,0.022765660429267066
2020-12-11,-0.0019090403125311371
2020-12-18,0.0012424186551939507
2020-12-25,-0.023538435678949945
2021-01-01,-0.017614358692963808
2021-01-08,-0.03192256480840753
2021-01-15,-0.02407443236508888
2021-01-22,-0.0016933908775000315
2021-01-29,0.010320658439643672
2021-02-05,0.040711750308511645
2021-02-12,0.044486476506328
2021-02-19,0.03879379133792382
2021-02-26,0.020154294657387703
2021-03-05,0.022839619004989573
2021-03-12,0.025466100274692077
2021-03-19,0.04354982878013355
2021-03-26,0.03433120070889554
2021-04-02,0.023794154703586184
2021-04-09,0.04121757967998645
2021-04-16,0.01526021358397396
2021-04-23,0.035266977246182836
2021-04-30,0.02023080821317669
2021-05-07,0.016769118743021352
2021-05-14,0.049347936718103926
2021-05-21,0.01590406885819649
2021-05-28,0.014259589668189767
2021-06-04,0.04811738283693561
2021-06-11,0.032293290040810545
2021-06-18,0.0490432191988366
2021-06-25,0.04588306963087785
2021-07-02,0.059498582858277554
2021-07-09,0.0634730935234963
2021-07-16,0.0626407869380426
2021-07-23,0.026123726896694104
2021-07-30,-0.015585184071380969
2021-08-06,0.009079552454433808
2021-08-13,0.0028879375103352985
2021-08-20,0.0013404287320464892
2021-08-27,0.016459509880304278
2021-09-03,0.026108024482923237
2021-09-10,0.021906893084881567
2021-09-17,0.06424641754975739
2021-09-24,0.06853560994172068
2021-10-01,0.08282535158477741
2021-10-08,0.1348211002525848
2021-10-15,0.15122163613479075
2021-10-22,0.134237473735271
2021-10-29,0.11536668343543818
2021-11-05,0.10022235855913686
2021-11-12,0.05429230528215285
2021-11-19,0.014394896542777258
2021-11-26,0.012831150514066364
2021-12-03,0.016775114165167276
2021-12-10,0.022463034299980412
2021-12-17,0.03657280255427168
2021-12-24,0.01513145207734807
2021-12-31,0.004128278908766896
