era,lightgbm_None_1_1200_20-baseline
2015-12-25,0.037024022697187055
2016-01-01,0.017125360730545495
2016-01-08,-0.041711637317379514
2016-01-15,0.0029875490269972564
2016-01-22,-0.03314556779753243
2016-01-29,0.03412186817135197
2016-02-05,-0.019853383770686926
2016-02-12,-0.02733450248015159
2016-02-19,0.0326816251277854
2016-02-26,-0.0010413634540216681
2016-03-04,0.047507587212117744
2016-03-11,0.06814477478154729
2016-03-18,0.06950181595161181
2016-03-25,0.09745266985133404
2016-04-01,0.057974670645246654
2016-04-08,0.0538697914693007
2016-04-15,0.07138291319324745
2016-04-22,0.017626877027067746
2016-04-29,0.036993666395783054
2016-05-06,0.03628723480096189
2016-05-13,-0.0014103009321709045
2016-05-20,0.0171341659340947
2016-05-27,0.04626193662656264
2016-06-03,-0.0013841498449581498
2016-06-10,0.008015971082122476
2016-06-17,0.011344495144019594
2016-06-24,0.023175194974630237
2016-07-01,0.044351115943435
2016-07-08,0.0026616687706585806
2016-07-15,0.004451957764012702
2016-07-22,0.006398498543330497
2016-07-29,-0.009248325930269446
2016-08-05,-0.002074373958749347
2016-08-12,-0.0359692366264773
2016-08-19,-0.002302585408547377
2016-08-26,0.0015471575756820838
2016-09-02,0.020409508504351644
2016-09-09,-0.03381423133313177
2016-09-16,-0.014673901469279679
2016-09-23,0.004860743315243167
2016-09-30,0.018056422754179128
2016-10-07,-0.03574296202370527
2016-10-14,0.011778344350842917
2016-10-21,0.013612518636234456
2016-10-28,0.025660142105331574
2016-11-04,0.023726185062016073
2016-11-11,-0.020457392018977654
2016-11-18,-0.01783078947922603
2016-11-25,-0.0784578198108908
2016-12-02,-0.026296503194597438
2016-12-09,-0.023670696091396146
2016-12-16,0.05619257066917934
2016-12-23,0.0674705269417175
2016-12-30,0.05875392639509944
2017-01-06,0.008681526472521076
2017-01-13,0.012297193508674269
2017-01-20,0.009875364369979952
2017-01-27,-0.007801167258707589
2017-02-03,0.014352826941594196
2017-02-10,-0.004695760886529291
2017-02-17,0.02414816011165669
2017-02-24,-0.005761574779944382
2017-03-03,0.011897910043422362
2017-03-10,0.0032662788136881404
2017-03-17,-0.008629109082128895
2017-03-24,0.00973197682801018
2017-03-31,-0.01794515387743227
2017-04-07,0.017973889441979092
