era,lightgbm_None_1_6200_20-baseline
2015-12-25,0.04975981367180472
2016-01-01,0.029775990424189092
2016-01-08,-0.02724281513330862
2016-01-15,0.0065050512634873174
2016-01-22,-0.007517535819665416
2016-01-29,0.03401892126395031
2016-02-05,-0.002429104808779785
2016-02-12,-0.022168745802139036
2016-02-19,0.011422336931476618
2016-02-26,0.00022810329234612973
2016-03-04,0.024485609422026565
2016-03-11,0.05403273321442889
2016-03-18,0.051052967390060065
2016-03-25,0.08266400136071618
2016-04-01,0.04052950597115929
2016-04-08,0.04582108493138527
2016-04-15,0.04993695426005728
2016-04-22,-0.012629207242286802
2016-04-29,-0.00048204628613204696
2016-05-06,0.004944145088678764
2016-05-13,-0.009191235953378684
2016-05-20,0.024248080267580043
2016-05-27,0.051163205701658256
2016-06-03,0.011073198894716934
2016-06-10,0.011404289355419454
2016-06-17,0.02678707077161934
2016-06-24,0.02524415895369498
2016-07-01,0.05135976200828624
2016-07-08,0.010521501303197357
2016-07-15,-0.0006470672926046638
2016-07-22,-0.005616363011142679
2016-07-29,-0.01344099860246553
2016-08-05,0.004898448212297879
2016-08-12,-0.004054164011738011
2016-08-19,-0.013698373737606712
2016-08-26,-0.004006449077944347
2016-09-02,0.014412009834444323
2016-09-09,-0.014715587617156141
2016-09-16,0.0189306747997241
2016-09-23,0.04271698560429314
2016-09-30,0.02727315837968434
2016-10-07,-0.01665082465765204
2016-10-14,-0.005955047647188888
2016-10-21,0.010714729635308822
2016-10-28,0.020860988992465714
2016-11-04,0.016850839278289512
2016-11-11,-0.006227880445798519
2016-11-18,-0.03304781627702777
2016-11-25,-0.07454330162496998
2016-12-02,-0.03067018749212117
2016-12-09,-0.029165270809187963
2016-12-16,0.05819213335634873
2016-12-23,0.05606676621521174
2016-12-30,0.06912810868606285
2017-01-06,0.02428007262410775
2017-01-13,0.022903712492487228
2017-01-20,0.014533330360689233
2017-01-27,-0.005331599425022257
2017-02-03,-0.004274888432220481
2017-02-10,-0.010769401286123617
2017-02-17,0.03306152081218461
2017-02-24,0.007543617830327329
2017-03-03,0.009748754961868075
2017-03-10,0.023901639421274386
2017-03-17,0.013053869442712368
2017-03-24,0.021390247665810415
2017-03-31,0.008007395583167036
2017-04-07,0.033340955112118695
2017-04-14,0.02259852668398994
2017-04-21,0.022495666830677587
2017-04-28,0.0169286395015349
2017-05-05,-0.014436054601998967
2017-05-12,0.03134572104505507
2017-05-19,0.02132539752951768
2017-05-26,0.05563085304351608
2017-06-02,0.04696707432997071
2017-06-09,-0.037409396107413416
2017-06-16,-0.011887691563418401
2017-06-23,-0.000412039616005178
2017-06-30,-0.026645072251211228
2017-07-07,0.006711742148667081
2017-07-14,-0.01580957486020706
2017-07-21,-0.019915742964865
2017-07-28,-0.007654497453604709
2017-08-04,-0.01454726239449228
2017-08-11,0.033357709228417104
2017-08-18,0.04485365189726654
2017-08-25,0.07060586886588441
2017-09-01,0.06562388507321153
2017-09-08,0.039296249336232734
2017-09-15,0.02419979451783218
2017-09-22,0.0015472495088559753
2017-09-29,-0.016371403442193847
2017-10-06,-0.02999221002479566
2017-10-13,-0.008161851262704967
2017-10-20,0.017950854354528357
2017-10-27,0.027816788935875577
2017-11-03,0.0526817616574996
2017-11-10,0.06203066138461145
2017-11-17,0.056055728419781126
2017-11-24,0.03336333961821515
2017-12-01,-0.00962722994709495
2017-12-08,-0.0034231342095477385
2017-12-15,-0.037546927288760724
2017-12-22,-0.006539171760693593
2017-12-29,-0.015870653548699487
2018-01-05,-0.0189410095762176
2018-01-12,0.0036794677411498477
2018-01-19,0.01685802158968511
2018-01-26,0.04078883128249868
2018-02-02,0.02099534646633187
2018-02-09,0.021576399767957558
2018-02-16,0.006897010230210362
2018-02-23,0.04272171534370956
2018-03-02,0.041608118357585544
2018-03-09,-0.004702383815537444
2018-03-16,-0.011567851496964226
2018-03-23,-0.05444696398758323
2018-03-30,-0.05039097355247721
2018-04-06,-0.00027679938008664227
2018-04-13,-0.014447111603271723
2018-04-20,0.005223515571204654
2018-04-27,0.011179191901059742
2018-05-04,-0.027793683909569055
2018-05-11,0.03987128063776224
2018-05-18,0.05805834924607119
2018-05-25,0.07436776406837477
2018-06-01,0.07817266240211986
2018-06-08,0.03982578743149492
2018-06-15,0.014966326774492644
2018-06-22,-0.04540459284477889
2018-06-29,-0.0009945170773736545
2018-07-06,-0.03576977403663811
