,Numerai-MLP_None_1_2000_10-all,Numerai-MLP_None_1_2000_10-baseline,Numerai-MLP_None_1_2000_10-high_autocorrelation_small,Numerai-MLP_None_1_2000_10-high_autocorrelation_standard,Numerai-MLP_None_1_2000_10-high_calmar_small,Numerai-MLP_None_1_2000_10-high_calmar_standard,Numerai-MLP_None_1_2000_10-high_drawdown_small,Numerai-MLP_None_1_2000_10-high_drawdown_standard,Numerai-MLP_None_1_2000_10-high_kurt_small,Numerai-MLP_None_1_2000_10-high_kurt_standard,Numerai-MLP_None_1_2000_10-high_mean_small,Numerai-MLP_None_1_2000_10-high_mean_standard,Numerai-MLP_None_1_2000_10-high_sharpe_small,Numerai-MLP_None_1_2000_10-high_sharpe_standard,Numerai-MLP_None_1_2000_10-high_skew_small,Numerai-MLP_None_1_2000_10-high_skew_standard,Numerai-MLP_None_1_2000_10-high_volatility_small,Numerai-MLP_None_1_2000_10-high_volatility_standard,Numerai-MLP_None_1_2000_10-low_autocorrelation_small,Numerai-MLP_None_1_2000_10-low_autocorrelation_standard,Numerai-MLP_None_1_2000_10-low_calmar_small,Numerai-MLP_None_1_2000_10-low_calmar_standard,Numerai-MLP_None_1_2000_10-low_drawdown_small,Numerai-MLP_None_1_2000_10-low_drawdown_standard,Numerai-MLP_None_1_2000_10-low_kurt_small,Numerai-MLP_None_1_2000_10-low_kurt_standard,Numerai-MLP_None_1_2000_10-low_mean_small,Numerai-MLP_None_1_2000_10-low_mean_standard,Numerai-MLP_None_1_2000_10-low_sharpe_small,Numerai-MLP_None_1_2000_10-low_sharpe_standard,Numerai-MLP_None_1_2000_10-low_skew_small,Numerai-MLP_None_1_2000_10-low_skew_standard,Numerai-MLP_None_1_2000_10-low_volatility_small,Numerai-MLP_None_1_2000_10-low_volatility_standard,Numerai-MLP_None_1_2000_10-optimizer
2012-12-21,0.0207573760911554,0.0565770345309149,0.0351238178671865,0.0352441146771266,0.0517852111074134,0.0378091163260378,0.0277936942397023,0.0195914662507412,0.0465786207410194,0.0352161784511215,0.0541639712496244,0.0355103640147664,0.0548593362220898,0.0419516595536414,0.0462460466219118,0.0316333099553874,0.035328493482203,0.0193356692425591,0.0621102121880495,0.0532888262104871,0.0580834047538953,0.0292518892202236,0.058370938835158,0.0553599077819351,0.0337608341059069,0.027621135782474,0.0274179805062877,0.0276789086580218,0.0308041551658639,0.0271196140108598,0.0539370606792161,0.0320170054676606,0.0577626132607219,0.0506753637613631,0.0276570537873376
2012-12-28,0.026596786983558,0.0769784415122286,0.0574309575575907,0.0413386327548163,0.0577282447252127,0.0458280476956762,0.0470454102438557,0.0338854351721606,0.0626431400900513,0.0330706411070157,0.0659909344362659,0.0409697694411044,0.0664910206844759,0.0472146935100048,0.057701356331708,0.0309326351136272,0.0626401104119099,0.0399944024344669,0.0744878561386239,0.0665213174658896,0.0792827005071107,0.0493434211140854,0.0689435451399155,0.0628540814306442,0.0517190674866877,0.0353726284298059,0.0448933919890633,0.0453540924214355,0.0513388428799457,0.045335156933052,0.0663861180788309,0.0399105182209277,0.072255740767969,0.0673319457235901,0.0362385483135864
2013-01-04,0.0155832688790035,0.0646938252924498,0.0603047770270011,0.0397650479436155,0.0675129767452945,0.0533577748326139,0.0512248230732736,0.0318661947280848,0.0654534081301799,0.0381742407854148,0.0741869704083936,0.055911275903981,0.0716586403363652,0.0587586967983944,0.0630886895538525,0.0296753496702657,0.0663841542364933,0.0334808175241214,0.0644080371653398,0.0485679272815464,0.0711757443952073,0.0480424342645848,0.0567301078747735,0.0538782336497078,0.0531715094375081,0.0268579403519868,0.0507006854178148,0.0432030192071273,0.0491687396734521,0.0445825835939555,0.0578252399690752,0.0553338919037674,0.0556709896718331,0.058796840543546,0.0325454244640839
2013-01-11,0.0049851842166066,0.0536887140745408,0.0430911365841697,0.0302257668212355,0.0579402002401204,0.0365374502195967,0.0439891809512408,0.0234992761146254,0.0368242400731219,0.0353604969534204,0.0579563465857612,0.0482427819355974,0.0589799095683496,0.0481620502073932,0.0509563290952594,0.0234325763296568,0.0458377453087154,0.0297133125655396,0.0502954822343882,0.0369289991013868,0.0619529515686679,0.0455069374414789,0.0528856251809383,0.0397284678860662,0.0416616083397547,0.0365243793683636,0.0468495829688742,0.0410451639293959,0.0445571863246771,0.0415718423467277,0.0380999935971481,0.0274003485524906,0.046810370415175,0.0391927552039115,0.0328341705158317
2013-01-18,0.0224008060396334,0.0450450745423957,0.0419915818890114,0.0377257437230487,0.047149732577335,0.0400316641210865,0.0450956761247271,0.0324786100183716,0.0399902278237717,0.0395607797469924,0.0463036301192606,0.0421899796443576,0.0496454579501699,0.0419110007025281,0.0557530154138367,0.041132303834095,0.0522290206352851,0.0210047656264126,0.0370830037379713,0.022473558248283,0.0531482572033668,0.0408852136556368,0.0406226564721901,0.038741219433281,0.0443807567830366,0.0368059343029305,0.0423093238186516,0.0401611286813606,0.0428926781426004,0.0429849073204947,0.0394886003903794,0.0233853477398887,0.0394500283532476,0.0347881584793079,0.0318837986536906
2013-01-25,0.0250151279192322,0.0541827231429657,0.0512468872082018,0.0485053923477996,0.0587298060021399,0.0610568077903901,0.0563033258765733,0.038612573151181,0.0517116846668378,0.035947571103185,0.0557650501006013,0.0580381677894716,0.0569862974159148,0.0498496687431655,0.0596524298995621,0.0524020040379129,0.0565435434524796,0.0531556278054621,0.0458581004583411,0.0231482134410709,0.0595001978985171,0.0512203219703957,0.0500205529324574,0.0479599571460359,0.0582209215531023,0.0604092565681234,0.0519309891831946,0.0547610348362838,0.0561041807959985,0.0538900341669388,0.0515456990320351,0.0424251557912125,0.0529408450317106,0.0350626283941404,0.0463641588182504
2013-02-01,0.0162181423871365,0.0409829683702376,0.0272331099933193,0.0291866164343667,0.0292620220794261,0.0377311691235422,0.0397287702661231,0.0282798959751021,0.0352188827672634,0.0153466235803566,0.0269394541028546,0.0383140343799473,0.0295528988920631,0.0302711978746068,0.036126529585804,0.0312616612124141,0.030926133882678,0.0222711591678136,0.030006814937261,0.0250239283921197,0.0468904538282141,0.0401571187953057,0.0336929837679779,0.0298226547132093,0.0432685743312456,0.0360490859503376,0.0379751721568179,0.0426603268306805,0.035501237074562,0.0432248501734225,0.0405752773724533,0.027736493623851,0.0386862455370095,0.0195002333016997,0.040818168774598
2013-02-08,0.0369576381183593,0.0504447727127555,0.0473114872730358,0.0432393524934799,0.0393724035155516,0.0483291054251221,0.0486270034431467,0.0532929027161613,0.0421081526420227,0.0312482646966535,0.0325272131001378,0.0466222402778295,0.0399637670950399,0.0418745252441299,0.0452527958862287,0.0542656422455695,0.0391177219489949,0.0359769571042796,0.0409121281133636,0.0347626486923073,0.0547142437866616,0.0509867325047089,0.0446457340230875,0.0402949085372706,0.0566240785073015,0.0545219859833365,0.0466669342148177,0.0525792772098706,0.0442412723619134,0.0550413221437116,0.0498930238483286,0.0333926502436363,0.0505228020513439,0.0402038584920839,0.0482011182419287
2013-02-15,0.0645655821581457,0.0713088155640538,0.077393470961078,0.0667149940380232,0.0613611122910085,0.0716888917945455,0.0739391384504366,0.0789651218173631,0.0657681851485428,0.0570085346984521,0.0611813149881902,0.0722140111336016,0.0721888024395981,0.0678351126987769,0.0639322137213104,0.0650921843615548,0.0666304707698942,0.0718926002850583,0.0631116336598911,0.0603390480356062,0.0768029202324397,0.0691467062191299,0.0659822736895275,0.0619381318824244,0.0721965874774521,0.0767875355147759,0.0708021389113674,0.0755587970401547,0.0656124843914631,0.0724616494805761,0.0741600852390546,0.0577210510201362,0.0666004427667431,0.0669442819386275,0.0650616002842712
2013-02-22,0.0509684547087766,0.0504281969150812,0.0682633793694853,0.0554695260484727,0.0421299536935542,0.0513103621224891,0.0640995875683837,0.060043162470018,0.045932401005448,0.0308536731812123,0.0399944669991378,0.053451402267047,0.0465377270708729,0.050126736782328,0.0425431303840827,0.0568915795147095,0.0557688570111003,0.0583776827725783,0.0370111535831171,0.0521668892493151,0.0528220112510088,0.0525991327853295,0.0439048363587817,0.0487376337869309,0.0586270326839322,0.0709930852290436,0.0519697417692914,0.0593971111035554,0.0471313908910006,0.0612064251596603,0.0527923928502541,0.0405786899540249,0.0576759117896958,0.0489921669184169,0.0533208961887215
