,Numerai-MLP_numerai_1_0_10-all,Numerai-MLP_numerai_1_0_10-baseline,Numerai-MLP_numerai_1_0_10-high_autocorrelation_small,Numerai-MLP_numerai_1_0_10-high_autocorrelation_standard,Numerai-MLP_numerai_1_0_10-high_calmar_small,Numerai-MLP_numerai_1_0_10-high_calmar_standard,Numerai-MLP_numerai_1_0_10-high_drawdown_small,Numerai-MLP_numerai_1_0_10-high_drawdown_standard,Numerai-MLP_numerai_1_0_10-high_kurt_small,Numerai-MLP_numerai_1_0_10-high_kurt_standard,Numerai-MLP_numerai_1_0_10-high_mean_small,Numerai-MLP_numerai_1_0_10-high_mean_standard,Numerai-MLP_numerai_1_0_10-high_sharpe_small,Numerai-MLP_numerai_1_0_10-high_sharpe_standard,Numerai-MLP_numerai_1_0_10-high_skew_small,Numerai-MLP_numerai_1_0_10-high_skew_standard,Numerai-MLP_numerai_1_0_10-high_volatility_small,Numerai-MLP_numerai_1_0_10-high_volatility_standard,Numerai-MLP_numerai_1_0_10-low_autocorrelation_small,Numerai-MLP_numerai_1_0_10-low_autocorrelation_standard,Numerai-MLP_numerai_1_0_10-low_calmar_small,Numerai-MLP_numerai_1_0_10-low_calmar_standard,Numerai-MLP_numerai_1_0_10-low_drawdown_small,Numerai-MLP_numerai_1_0_10-low_drawdown_standard,Numerai-MLP_numerai_1_0_10-low_kurt_small,Numerai-MLP_numerai_1_0_10-low_kurt_standard,Numerai-MLP_numerai_1_0_10-low_mean_small,Numerai-MLP_numerai_1_0_10-low_mean_standard,Numerai-MLP_numerai_1_0_10-low_sharpe_small,Numerai-MLP_numerai_1_0_10-low_sharpe_standard,Numerai-MLP_numerai_1_0_10-low_skew_small,Numerai-MLP_numerai_1_0_10-low_skew_standard,Numerai-MLP_numerai_1_0_10-low_volatility_small,Numerai-MLP_numerai_1_0_10-low_volatility_standard,Numerai-MLP_numerai_1_0_10-optimizer
2012-12-21,0.0274084783885989,0.0576920129324732,0.0295770516875339,0.026359254553403,0.0492840636893709,0.0405252016462006,0.015029119463647,0.0145602849768823,0.0377635061611316,0.0448718503617594,0.0580330435301447,0.0348079674752112,0.058577704916066,0.0416859803430629,0.0416599445405956,0.0303742793616231,0.0311525028003348,0.0268235280236771,0.065960470275546,0.0661849102953552,0.0575820730246349,0.0131364876623944,0.0678466406367703,0.062885204906747,0.0358243139832039,0.0355464720619837,0.0155608579695115,0.009626785472864,0.0207934841383728,0.009464869387447,0.0399717983120057,0.0375179714400533,0.0584323225154276,0.0558034666356477,0.0284979912027952
2012-12-28,0.0283384732050785,0.0819642502499577,0.0625202487704419,0.040869979417323,0.0614613762600328,0.0535749347031611,0.0450509352524146,0.0358971414580307,0.0668593159335363,0.0428165476231537,0.0767182673153242,0.0486058838415455,0.0786994874648968,0.0527618448319708,0.0546570978642819,0.0364178673885788,0.0636397148436784,0.0410943649546683,0.0916846879788117,0.0819520363045421,0.0886794366174558,0.0393238967908048,0.0863168557318381,0.0732197464815764,0.0572633784853961,0.0485308993075465,0.0459943012836839,0.0377007467265654,0.0536618485948417,0.0374354605343117,0.0681221236538363,0.0526732267463356,0.0755461605843815,0.0791522349921479,0.0450460120254349
2013-01-04,0.0203235489236811,0.0683350039758493,0.0685262062802099,0.0494192879284073,0.0773095296878853,0.0669679277980774,0.0528177600852646,0.0407563980714135,0.0642957357836752,0.0504081209562713,0.0861075684490202,0.0671437375473041,0.0873858679692785,0.0714795389949173,0.0663320696301695,0.0403130012369101,0.0755593707415639,0.0445483123102406,0.0691157885339491,0.0465619922573302,0.0724428137772991,0.0510445599933948,0.0605996649654066,0.0515719892410747,0.0623262018969641,0.0299590074705048,0.055944191826193,0.0453977367263831,0.0506484071884192,0.0484074137549947,0.0607355883618352,0.0589587094316005,0.0596392945291024,0.0614066859288172,0.0394428591520812
2013-01-11,0.0060963987898167,0.0562609807297942,0.0438849985781773,0.0324827952797432,0.0686744445968654,0.0452337950943882,0.0462723511122145,0.0254585582707801,0.0331557518998449,0.0424197177112719,0.0651785685472249,0.0528754376057125,0.0710664103725143,0.0564141783586613,0.0579738384602055,0.0252205918909783,0.0502268602654147,0.0327392146259916,0.0514140011068168,0.0408052753655892,0.0650051875499865,0.0441829370989307,0.0577208790451658,0.0414674677552638,0.0471500203288339,0.0411366598880273,0.0522747551041935,0.0369830124719234,0.0482977563981364,0.0373103604079512,0.0362606557228967,0.0297152347495445,0.049739009964981,0.0394380258829317,0.0340445697836926
2013-01-18,0.0175840751651299,0.0360203634856269,0.0357381381066877,0.0338154557211426,0.0422138484792164,0.0397354996181587,0.0423860859915574,0.0363407784492024,0.0294528055609927,0.0311110212563024,0.0407257698387801,0.0420872481791254,0.0540571824347894,0.0385779566028469,0.0536015741150049,0.0386465078965613,0.0520695768184284,0.0190009292023476,0.0289376206294006,0.0205342631536761,0.0468604422988465,0.0429134917665972,0.0289987248466391,0.0308272685475011,0.0387664249228919,0.0426669744401757,0.0423981158843262,0.0408842589022425,0.0444989552532574,0.0450641692627135,0.0293239138527552,0.0174958559514918,0.0299150971545377,0.0338215661428664,0.0269144981867697
2013-01-25,0.0119097990074931,0.0399968860846948,0.0405175456296035,0.0405678500160874,0.0499012919712427,0.0470706811003278,0.046438390759354,0.0362450640854251,0.0306963206909021,0.021118516229119,0.0453188826526596,0.050860466621391,0.0454006508314387,0.0379392103148758,0.0495815670878599,0.0373860504694946,0.0473787248153135,0.0437257220080606,0.0250716497017984,0.0012757908354898,0.0404559368866064,0.0355336432488586,0.0293863341769596,0.0254160557635684,0.042360720959087,0.0486849432104182,0.0423710832858909,0.0423639238600991,0.0435252580858925,0.0431491998258854,0.0314181038542723,0.0257764763303988,0.0368619051391641,0.0194562106038473,0.0277735793144043
2013-02-01,0.0251306449807049,0.0358672419003216,0.0307616124752757,0.0272225494975739,0.0245077610035804,0.0407142312638404,0.0381474749821379,0.0358986452039291,0.0288308944724158,0.026650985824335,0.0231578702667185,0.0422575458175131,0.0274813742792643,0.0308444289945424,0.0341633890082871,0.0319393856586728,0.0329726467950272,0.0332485165873944,0.0196041708124573,0.0233157218873343,0.0399260847918928,0.0394921781070547,0.0207556353924184,0.0221168277124464,0.0412354009924696,0.0367040219584088,0.0414603210246615,0.0375794314741475,0.0398647598078273,0.0386017615710461,0.0328007145134176,0.0270174535538866,0.0329296637246248,0.0196271445225,0.0453908634323646
2013-02-08,0.0360962640600415,0.0389752372044539,0.04094703370878,0.0386006020169002,0.0265441354858019,0.0381499689332177,0.0421992026872094,0.0485370615121002,0.0311777147630606,0.0282770413153893,0.0225080144158026,0.038577516305646,0.0261101241142224,0.0331797076430273,0.0330236482349487,0.043360321620452,0.0302430204857994,0.0398514781954993,0.0263552020248973,0.0200812444487581,0.0469136742967029,0.0442957546404734,0.0280175579208918,0.0300383887412419,0.0478882606830114,0.0341674067133282,0.0427512282147205,0.0458404657519163,0.0404044271514606,0.0473916408625104,0.0427968455801588,0.0309645874767616,0.0361874987909182,0.0283163793673665,0.0566933356410642
2013-02-15,0.0507132194452372,0.0563070476084161,0.0540231580394915,0.049093375497475,0.0307043746541765,0.0499780894421676,0.0635260942465941,0.0637247980699149,0.0515395456060249,0.0380745812053744,0.0360443545478806,0.049641849950093,0.0451619313812106,0.0479942022957095,0.0468694496838522,0.0532572586010943,0.0484588949123749,0.0507245262859299,0.0460573960924635,0.0433645144271599,0.0611086546348863,0.0501608524736922,0.0457098497596961,0.0465256105119677,0.0502186841834647,0.0505801323695428,0.0578647035043467,0.0618528671821188,0.0547859063911382,0.058485096878092,0.0615494360638574,0.0404378962681925,0.0500980160967279,0.0492972693460319,0.0521158237652642
2013-02-22,0.0577234863459081,0.0454082482124381,0.0603972874740418,0.0526007988203719,0.0237230431995098,0.0437291622193051,0.0595087354513998,0.054374015450557,0.0383437965020754,0.017907840441327,0.0263150234955586,0.0467517200163259,0.0319371513038215,0.0392795528509203,0.032948434574591,0.0496993062364362,0.0491054573013038,0.0586949698906634,0.031228160835755,0.0405775792639966,0.0490699152203981,0.0480989870206569,0.0293029647866972,0.0353453036556679,0.0533312626289856,0.0700873175109629,0.05162709389556,0.0561662989262279,0.047780218982534,0.0571583302365068,0.0460871571493915,0.0335365449445772,0.048531415671676,0.0425475731441959,0.0507115150822293
2013-03-01,0.035952318497862,0.0418742043001245,0.0596654433507019,0.0337431052071252,0.0255940242442819,0.0314751253968649,0.0473663708861021,0.0440913887602186,0.0277166635141431,0.0164368286657613,0.0166181335745757,0.048505551524818,0.0306331142559296,0.0348281539098761,0.0224756910426807,0.037599078727921,0.037300055396717,0.0420569919613141,0.0300196807761068,0.0388839706737208,0.0412036724364957,0.0426263042056585,0.0345003961606085,0.0296083151394411,0.0472503209137936,0.0572502691666189,0.0374500305206749,0.0544745243816729,0.0374298237363592,0.0531987162196481,0.042604614354604,0.0316545764722558,0.0387443770169343,0.0272871303099275,0.0402278145223866
2013-03-08,0.0310424487334278,0.0397299958156453,0.0545927548014767,0.042430961537144,0.0380633793634858,0.0545438502359693,0.0392119012459089,0.0329037638507083,0.0408810912844104,0.0269864952760666,0.0310950303339357,0.0559971983199383,0.0444176635479433,0.0431351137397501,0.0264209672929814,0.0435039203503057,0.0509826418379326,0.0445724667214667,0.0340057712403744,0.0338535419913514,0.0370336257115806,0.0299591942222646,0.0417440913990405,0.0400649733660374,0.0484112912620452,0.0409154715616656,0.027924690756458,0.0370248008275793,0.0321045602933379,0.0366554426617737,0.0471899640866111,0.0405424363608594,0.0372500192213633,0.0178141314671844,0.0255193583108455
2013-03-15,0.0166720342474285,0.0461464577849095,0.0474024268840967,0.0254308786420527,0.0270985279623357,0.0321668132696851,0.0306855300853804,0.0357521774091128,0.0398844460784379,0.0194178407840551,0.0299335136069989,0.0324103268340787,0.0461515533952497,0.0311350655891564,0.0348309026236415,0.0165974149937653,0.0362071728582787,0.0288387945563057,0.0397663292598344,0.0279850410954907,0.0496522883811325,0.0293578533647142,0.0387782611424256,0.0385727851975823,0.0518005948939144,0.0309401455387337,0.0299899330426955,0.0320002849352903,0.0286637123074666,0.0302023249183661,0.0368925780029023,0.0204736122242998,0.0432712502038495,0.0378000209267189,0.0234789481651308
2013-03-22,0.0053014896340807,0.0544405998249469,0.0402636501186074,0.0349187296845517,0.0400875446385399,0.038212506894471,0.0314748688240858,0.035389138391454,0.0408271510043592,0.0193344025863447,0.0427646777897424,0.0379189366769184,0.0641097248373776,0.0374082124594907,0.0505285288553178,0.0452889785055896,0.0361382738779429,0.0339630688327808,0.0520920376544183,0.0402453248865505,0.0537070403555988,0.0320083163292641,0.0573654896834519,0.0520038932882243,0.047328210328889,0.0367739761779991,0.0267832429128609,0.0303570296686107,0.0273150411471541,0.0308530937003928,0.0297391028436498,0.0024266272289836,0.048130488988343,0.0359079257109868,0.0386061328790547
2013-03-29,0.0262905212124415,0.0640129450381789,0.0438938797475442,0.0372206358268349,0.0546754520755917,0.0536491931760829,0.0464287941094859,0.0405588127249161,0.0535013826251377,0.0497998991005994,0.0635212184010364,0.047736222336721,0.0705166088319123,0.052035716617497,0.0629087558706344,0.0415197642399107,0.0477281732473131,0.0453233248528493,0.052367375687873,0.0553246843098798,0.0567819353604122,0.0341733237505397,0.0634672529152333,0.0555727426107236,0.0624521529805856,0.0383996444912438,0.0418442888901297,0.0358403999272283,0.0446446402686822,0.0360932145081768,0.0529072134797536,0.0251195616374405,0.0569562713196336,0.0400751356250407,0.0396604245866831
2013-04-05,0.0453699912711693,0.0941437924843473,0.0687115670955738,0.04307882936522,0.0730930139424019,0.0634765751009686,0.0709437759791655,0.0555697739079072,0.0718660996530265,0.0591602677047701,0.0700023471591701,0.0598804407371516,0.0898920779615157,0.0610844288511658,0.0788232841063205,0.0461214603524567,0.0626079277900567,0.0538617738434895,0.0718429915238924,0.0706140757430171,0.0836814498376458,0.060758185736699,0.0870445014186227,0.0737185710129748,0.0881542374783738,0.048110215088164,0.0705587617961136,0.0594106360960175,0.0709517819451646,0.0583345614842176,0.0725844531476808,0.0373032527118969,0.0856611068847177,0.0648894461460525,0.0721128289688196
2013-04-12,0.030005998160138,0.0766866172558531,0.0472078872055574,0.0269094074841161,0.0559228038468197,0.0324974014273673,0.0611938554046138,0.0491702055622787,0.053910537549697,0.0389733789365209,0.049510578072506,0.0392258430716414,0.0736806588761269,0.0376117072667376,0.0530396270979681,0.026289144878766,0.0483194559155846,0.0392521792583986,0.081421499865122,0.0660429830876704,0.0683685591927666,0.0439917847303202,0.0752344938948006,0.0561719986622049,0.0455011206748179,0.0409958164505982,0.0558886576184725,0.0465987039615327,0.0528285743461623,0.0442417060612021,0.0557053940844174,0.0220163256135062,0.0678734388817315,0.0599800296384191,0.0437523978741411
