,lightgbm-gbdt_None_1_2000_10-all,lightgbm-gbdt_None_1_2000_10-baseline,lightgbm-gbdt_None_1_2000_10-high_autocorrelation_small,lightgbm-gbdt_None_1_2000_10-high_autocorrelation_standard,lightgbm-gbdt_None_1_2000_10-high_calmar_small,lightgbm-gbdt_None_1_2000_10-high_calmar_standard,lightgbm-gbdt_None_1_2000_10-high_drawdown_small,lightgbm-gbdt_None_1_2000_10-high_drawdown_standard,lightgbm-gbdt_None_1_2000_10-high_kurt_small,lightgbm-gbdt_None_1_2000_10-high_kurt_standard,lightgbm-gbdt_None_1_2000_10-high_mean_small,lightgbm-gbdt_None_1_2000_10-high_mean_standard,lightgbm-gbdt_None_1_2000_10-high_sharpe_small,lightgbm-gbdt_None_1_2000_10-high_sharpe_standard,lightgbm-gbdt_None_1_2000_10-high_skew_small,lightgbm-gbdt_None_1_2000_10-high_skew_standard,lightgbm-gbdt_None_1_2000_10-high_volatility_small,lightgbm-gbdt_None_1_2000_10-high_volatility_standard,lightgbm-gbdt_None_1_2000_10-low_autocorrelation_small,lightgbm-gbdt_None_1_2000_10-low_autocorrelation_standard,lightgbm-gbdt_None_1_2000_10-low_calmar_small,lightgbm-gbdt_None_1_2000_10-low_calmar_standard,lightgbm-gbdt_None_1_2000_10-low_drawdown_small,lightgbm-gbdt_None_1_2000_10-low_drawdown_standard,lightgbm-gbdt_None_1_2000_10-low_kurt_small,lightgbm-gbdt_None_1_2000_10-low_kurt_standard,lightgbm-gbdt_None_1_2000_10-low_mean_small,lightgbm-gbdt_None_1_2000_10-low_mean_standard,lightgbm-gbdt_None_1_2000_10-low_sharpe_small,lightgbm-gbdt_None_1_2000_10-low_sharpe_standard,lightgbm-gbdt_None_1_2000_10-low_skew_small,lightgbm-gbdt_None_1_2000_10-low_skew_standard,lightgbm-gbdt_None_1_2000_10-low_volatility_small,lightgbm-gbdt_None_1_2000_10-low_volatility_standard,lightgbm-gbdt_None_1_2000_10-optimizer
2012-12-21,0.0125152392079015,0.0614243496756342,0.0341889995289636,0.0244046689448195,0.0445609410709823,0.0320339192371467,0.026128733178273,0.0248917474975467,0.0408429524617137,0.0335249915448712,0.0549098874881942,0.0281644668719188,0.054594797265634,0.033377708720695,0.0431333429094189,0.0263100335837751,0.0344337740806267,0.0247146280238277,0.0680032355362815,0.0649163775839021,0.0605045443409983,0.0277041842910739,0.0629009784221104,0.0506128398269709,0.0425196961490771,0.0295109169484199,0.0290593763158488,0.0250911019266575,0.0297180631140355,0.0246329098117042,0.0408279391157654,0.0324503020342693,0.0601436539111781,0.0488397446662432,0.0266595214723687
2012-12-28,0.031947956000754,0.0976111177692172,0.0730201664340136,0.0418733709467683,0.0717427783876582,0.0546154397898381,0.0647769802759955,0.0538034860479507,0.0784444264363702,0.0556612468132625,0.0858124143212999,0.0450675984821922,0.0846073598405697,0.0516897174796932,0.0732464455201972,0.0527641170905767,0.0755099938015688,0.052279936652609,0.1071356677900346,0.0973060664152412,0.0996678898813234,0.057376423351046,0.0974054777292549,0.0778280762894851,0.0715965964173371,0.0507296882186463,0.0671855743983851,0.0567899912758069,0.0722303672135351,0.056981239708481,0.0819029933896287,0.0593019731647709,0.0924930439779061,0.0819719185673449,0.0605341053938896
2013-01-04,0.0266203648428446,0.0883934830903929,0.0855509021174931,0.0539463889709939,0.0872857648411395,0.0728360622361971,0.0744822455929428,0.0584264396071246,0.0821022815850304,0.0565674644944316,0.0983937268492724,0.0756155214323962,0.0995285516733004,0.0787804841646199,0.0846823090172389,0.0557763206229116,0.0924615031743752,0.0567885820424678,0.0902538129093065,0.0618868711469693,0.0904418209120588,0.0753012711868071,0.0754064085148138,0.0629980739562334,0.0761353993802746,0.0422455531169006,0.0782131685641417,0.0680969439299505,0.0753368978320249,0.0700815804162647,0.0786790256749781,0.0688470397102413,0.0809109188240263,0.0751781269131197,0.0605229902289598
2013-01-11,0.0277138567636834,0.0821549137804696,0.0704801442510317,0.0530576606493733,0.0860761686112712,0.0607521632208314,0.0709562692290358,0.0561450725979808,0.0655964513498817,0.0633997794691267,0.080809192219552,0.0672841289061495,0.0874195830122685,0.0688543610197204,0.0838612359824701,0.0577856566461296,0.0737017246431785,0.0562600192014715,0.0802802071814143,0.0615948486885624,0.0853599628510601,0.0734005184096168,0.079593987491679,0.0592286401785786,0.0663441809277726,0.0605280365658646,0.0798481002171216,0.0683051930495316,0.0783007420932086,0.0681262377186791,0.068209276067689,0.0506147569975957,0.0782386555498516,0.0630808891427203,0.0636060298128483
2013-01-18,0.0481367566364156,0.062245147969852,0.0596957650311507,0.0559239162714256,0.0669984827938667,0.0599151673611727,0.0692948556579611,0.0605966703340608,0.0544679173450395,0.0636035706742316,0.0640437119890276,0.0616281859013183,0.0736659076479813,0.0550778138133512,0.0785139544338195,0.0558372246632185,0.0731184520516601,0.0449805328653683,0.0561303339552844,0.0420929766994915,0.0649301050403435,0.0720319426888881,0.0540907897542706,0.0508742255687003,0.0615766292180233,0.0601389615568087,0.0702230669079496,0.0682910279391399,0.0734900420727417,0.0727800874487019,0.0651036792074367,0.0473888028272806,0.0566042735402404,0.0547411677665029,0.0560803048774203
2013-01-25,0.021579922380801,0.0506306117047336,0.0537671934928283,0.0493046103532856,0.0560574561224104,0.0498920600800902,0.0610044309385454,0.053846323988421,0.0455728538623237,0.0303824363917178,0.0507093650559973,0.0524549461075832,0.0535723817489168,0.0402366323702495,0.0571085728721997,0.0436025045220663,0.0575098775284196,0.0539951646825119,0.0391832547491576,0.0179348326231073,0.0514865395662824,0.0513037858026518,0.0409182850679978,0.0358686290135342,0.0595062268886575,0.0599595315848384,0.0570454568816674,0.0575208050730491,0.0603084593892137,0.0572937759130749,0.05447315055708,0.0395014723850053,0.0493134654325543,0.0331612356286137,0.0464069269670588
2013-02-01,0.0109625356711661,0.0434780244637881,0.0324983508457593,0.0265757654511308,0.0259473233183507,0.0317407742299168,0.0447794663102613,0.0341615362897352,0.0366567776353371,0.0211782404940903,0.0261124005413186,0.0308840771715516,0.0288622054159417,0.0244456949320941,0.0387653566191725,0.0218896844179923,0.036151911829964,0.0262898909785837,0.0252349530351729,0.0180393647235834,0.04258380955449,0.0414221550224939,0.0273805863900448,0.0231408252560417,0.0407879694622031,0.0306528578962834,0.0470757256833969,0.0421182213824156,0.047675821222334,0.0439509305738839,0.0394743920089571,0.024290437117451,0.0412807925969894,0.0180599298995087,0.0408381781349577
2013-02-08,0.0219281013490964,0.0430623315809635,0.0384053892425345,0.0315299103739551,0.0247983016579121,0.030721171737297,0.0435970886750754,0.0445964229438484,0.032779124381344,0.0201342492417978,0.0249877891758868,0.0308777852024457,0.0292492267877274,0.0255918960679875,0.0372318963680595,0.0380568873454406,0.0307534917330529,0.0307305907074887,0.0318444301040827,0.020217173116623,0.0477890844674632,0.0405735992435316,0.0286608181792796,0.027374667033884,0.0473981048616616,0.0336174127284075,0.0437551796257443,0.0440081990210907,0.04433195303572,0.0452921339382059,0.0382738930312304,0.0240338875868621,0.037736827044612,0.0286689443496411,0.045320206163091
2013-02-15,0.0504262851929044,0.0714482974886413,0.0679850673564883,0.0548980480078445,0.0464492429977809,0.0547247382365712,0.0743576769141106,0.0672870089622472,0.0625346140684752,0.0370964468064339,0.0520863518362455,0.0558526419351789,0.0595017857502141,0.0502754037449723,0.0577933406573519,0.0538309417477156,0.0562279919745676,0.0565445835139632,0.0593455289190019,0.0491738208886329,0.0744585116901242,0.0549790494731349,0.0590574825184043,0.0532366838581945,0.0620400788067028,0.0613685266127742,0.0687524496592386,0.064133141841161,0.0649857888442169,0.0642061729105532,0.0705003760155033,0.0507187801865615,0.0644261929089505,0.0596526671981462,0.0585901948891209
2013-02-22,0.0693894339431794,0.065010446342181,0.079395825523162,0.0704468108501235,0.0481456360018456,0.0556389062777889,0.0790067137832466,0.0703368525373215,0.0587912296931163,0.0404676209511947,0.0507350246878283,0.0626814215172461,0.0556403871978266,0.0584943052255501,0.0516324622306968,0.0635892255003787,0.069992353513543,0.0710586159407135,0.0502548363655922,0.0528829140875608,0.0679666400169238,0.0571877635222568,0.0505010393218659,0.0528544063768344,0.0631675335196332,0.0826440385109329,0.0699801359232317,0.0677694925369001,0.0629178133782698,0.0682909615051882,0.0652728464682807,0.0573043859752286,0.0692391205593491,0.0581294435512527,0.0691036163758962
