,tabnet_None_1_2000_10-all,tabnet_None_1_2000_10-baseline,tabnet_None_1_2000_10-high_autocorrelation_small,tabnet_None_1_2000_10-high_autocorrelation_standard,tabnet_None_1_2000_10-high_calmar_small,tabnet_None_1_2000_10-high_calmar_standard,tabnet_None_1_2000_10-high_drawdown_small,tabnet_None_1_2000_10-high_drawdown_standard,tabnet_None_1_2000_10-high_kurt_small,tabnet_None_1_2000_10-high_kurt_standard,tabnet_None_1_2000_10-high_mean_small,tabnet_None_1_2000_10-high_mean_standard,tabnet_None_1_2000_10-high_sharpe_small,tabnet_None_1_2000_10-high_sharpe_standard,tabnet_None_1_2000_10-high_skew_small,tabnet_None_1_2000_10-high_skew_standard,tabnet_None_1_2000_10-high_volatility_small,tabnet_None_1_2000_10-high_volatility_standard,tabnet_None_1_2000_10-low_autocorrelation_small,tabnet_None_1_2000_10-low_autocorrelation_standard,tabnet_None_1_2000_10-low_calmar_small,tabnet_None_1_2000_10-low_calmar_standard,tabnet_None_1_2000_10-low_drawdown_small,tabnet_None_1_2000_10-low_drawdown_standard,tabnet_None_1_2000_10-low_kurt_small,tabnet_None_1_2000_10-low_kurt_standard,tabnet_None_1_2000_10-low_mean_small,tabnet_None_1_2000_10-low_mean_standard,tabnet_None_1_2000_10-low_sharpe_small,tabnet_None_1_2000_10-low_sharpe_standard,tabnet_None_1_2000_10-low_skew_small,tabnet_None_1_2000_10-low_skew_standard,tabnet_None_1_2000_10-low_volatility_small,tabnet_None_1_2000_10-low_volatility_standard,tabnet_None_1_2000_10-optimizer
2012-12-21,0.0329335797399211,0.0544490409290761,0.0240833073245847,0.0313465360435398,0.0477355985908061,0.0381078629061732,0.0135669335936964,0.0171444809035248,0.0380744154519087,0.0419223930311599,0.0486951224350198,0.0349934488124963,0.051597449261883,0.0372019310057243,0.0320295482630098,0.0324928715215151,0.0338425523180304,0.0278231508045376,0.0691535619036861,0.0719065154404815,0.0532823647704587,0.0138212102630484,0.0710308002742828,0.0653728593176714,0.0312653879584776,0.0371302850383508,0.0193250268707477,0.0104430173823308,0.0153531416768347,0.0112231412445802,0.030975193284262,0.0322465766310217,0.0607491288503076,0.0553129673205525,0.0459986114772958
2012-12-28,0.0315061910567654,0.0746913548257294,0.0563095979355158,0.0307347592600189,0.0656362727388417,0.0497789373469074,0.0421746345669508,0.0350588673872902,0.0590749366590519,0.0517241800685513,0.0705593103636852,0.0447835661564387,0.0744884242032754,0.0511972054268366,0.0512702964119972,0.0395961891137605,0.0615123127237847,0.0368948523409609,0.090160949228586,0.0874594231009026,0.0822764012205526,0.0375327889446032,0.0862655405583186,0.0744821754921088,0.0520697527315514,0.0504956455822255,0.0487533912960535,0.0312848351975615,0.0444798409227663,0.0326733745607284,0.0578371237834182,0.0501349245285185,0.0780607934417191,0.0723769278936239,0.0395812300779375
2013-01-04,0.0261806468467061,0.0560795404533056,0.0627589494625165,0.0279110562397003,0.0657337743381978,0.0481018765476383,0.0433703095411933,0.04247228573402,0.048535398605478,0.0502592248140298,0.0730459496460668,0.054114647420419,0.0750303925093092,0.057189769047311,0.0600625545641349,0.0351670808567371,0.0648237459005707,0.0368800641732661,0.0566520777768238,0.0450252059361716,0.064851627622915,0.0494645957272168,0.0559631668872329,0.0433310040576106,0.0559321871957392,0.0260272973738124,0.0444449175898805,0.0399412449389859,0.0411492592841678,0.0419351753327482,0.0520444295363534,0.0465379829964226,0.0605034342987044,0.0635541594185451,0.0475479209391168
2013-01-11,0.0109435701948743,0.0513781579565732,0.0535372455585861,0.0274103439093158,0.068423599584231,0.0414499758808196,0.0483473487454618,0.0369413010790179,0.0339784466539254,0.0439793778128159,0.0597549341591095,0.0476036557539811,0.0728969062003432,0.0499594844703386,0.0556933593568385,0.0361710819482702,0.0518028589310002,0.0277357696613388,0.0498814437997413,0.0426617206774838,0.0632340872079077,0.0418734330170904,0.0606327955941295,0.0372432761861815,0.046092242470959,0.0334959784687053,0.0508125497316958,0.039882627043256,0.0542349983523506,0.0405830708946273,0.0404310261398428,0.0256523144184701,0.0515379819751303,0.047653055882906,0.033044649664364
2013-01-18,0.0559875028474894,0.0482279291487258,0.0661025422086073,0.0618389954507911,0.070316823691275,0.062389697208653,0.0629293238271405,0.0659029987491878,0.0508921749325141,0.0590665825442731,0.0681292927141368,0.0667937836661178,0.0785223562636898,0.0640263354772504,0.0793974832249523,0.0681970802051357,0.0681397950014746,0.0538666136572769,0.0488367818251542,0.0555311307249893,0.0600142707635064,0.0684250753157068,0.0484462876868644,0.0472755690747105,0.0644307690150978,0.0759162613984678,0.061133814593723,0.0698150053072038,0.0662742068689117,0.0728037653328818,0.049565831517081,0.0538872363305949,0.0501799289003279,0.0583002974699665,0.0593635108499164
2013-01-25,0.0051978373277579,0.0220491828742896,0.0322757277017433,0.0288233772226004,0.0346543527180706,0.0246637508376124,0.0301900739250508,0.0287951163313172,0.0171131943105368,0.0066300992979852,0.0243489245087187,0.0275646371248513,0.0298925809428108,0.0203978635014,0.0370422096255503,0.0242270258643176,0.0246624319960192,0.025476910882798,0.0111923491807863,-0.0012550661818822,0.0237897356731972,0.0233471701157039,0.0168204114768439,0.0138353077335814,0.0387190225083473,0.0308097410679182,0.0267705060797963,0.0304169146790832,0.0302497986086291,0.0290956238086275,0.0166954983373726,0.0179159920289186,0.0229102567364673,0.0164739329497131,0.0264002884039877
2013-02-01,0.0311314150982206,0.0312767114025258,0.0351912772608412,0.0469204678687537,0.0191921262065307,0.0289483568286017,0.0534579705507339,0.0510692605218621,0.0321278071353936,0.0257181420334896,0.0195528505085717,0.033924203043246,0.0284807306661203,0.0302667513500825,0.035847880715609,0.0371636814311173,0.036341444937816,0.0412865360245,0.0120595303257034,0.014859543873081,0.0292510910399704,0.0523498595848856,0.0132856594633032,0.0172323205224071,0.0346632524735702,0.0402718020736639,0.0546031358876188,0.0519294777454758,0.0526461092813229,0.0531311509981915,0.0232762589821803,0.0350443566796812,0.0313567056741229,0.0220097405801507,0.0426112297890571
2013-02-08,0.0355429457327002,0.036688407732425,0.0499271907009849,0.0499611728679511,0.016416895672797,0.0224843746474783,0.0500546238271082,0.0539140006917451,0.0337014447173729,0.0322322700531538,0.0236866784895985,0.0241386043731113,0.0301647137532251,0.0242817357828875,0.0411845395061635,0.0408317898381989,0.0370010392555173,0.0427791157539156,0.0277375744148005,0.0200925102758502,0.0394104487676986,0.0505359147353364,0.0250317443701149,0.0310545294078081,0.0469700034321632,0.0451377367013376,0.0496677073064873,0.0546974373888686,0.053689792264044,0.0588994062085182,0.03548717065431,0.0379614048436931,0.0407965148714025,0.0272590537919229,0.0439912079376076
2013-02-15,0.0369579843474594,0.0499845572660642,0.0401224168770618,0.028066173611895,0.0178282927597671,0.0286982445424212,0.0492042196078723,0.0587162383591378,0.0507250823600623,0.0285026918058508,0.0253651361926491,0.0315266229379931,0.0371526102938091,0.0296033478719695,0.0408738583880158,0.0350176563413747,0.0297266109713244,0.0268665363502041,0.0430312406637915,0.0371470495524848,0.0509653063852711,0.0421135329872415,0.0373122035698159,0.0349587124833374,0.0362128450100062,0.038274211818916,0.0513679040571488,0.0474234848777944,0.0535751476467988,0.0474659318699031,0.0550628313090873,0.0443144744033907,0.0504824486802796,0.0463556371854889,0.0416466160740463
2013-02-22,0.0512398333056918,0.0432699037346131,0.0447883902762964,0.0398604437357226,0.0260921450298792,0.032332001608883,0.0517437163485317,0.0523310862584992,0.0410318514855723,0.0278822071254935,0.0296026659793342,0.0306783692717452,0.0301370929979524,0.0248576130634209,0.0230040565211886,0.0372551351593342,0.0365759482070271,0.0472226525883261,0.0292479856302962,0.0254122176175533,0.0426395753015404,0.0494320001696247,0.0300904440167637,0.0281546964124371,0.0410829432268743,0.0527350071987918,0.0534815760128159,0.0510867431967908,0.0494484754050445,0.0520167609804895,0.049264285975351,0.0373156677658767,0.0528253433210938,0.0414163353503698,0.041515001647884
2013-03-01,0.0279005637897503,0.0429602463702912,0.0507857666356732,0.0345358043789965,0.0293956804457703,0.0302058056518221,0.0410570342127,0.0489634483804125,0.0367489107199225,0.022778051274047,0.0316469757552196,0.0355018369759613,0.0361940583762811,0.0314063481768545,0.0277261180646027,0.0272157577231243,0.0340512123221042,0.038475756553875,0.0348935942297242,0.0344755547927341,0.0425975697875949,0.0449812288034791,0.0325535002992913,0.0254371899366573,0.0542487274706956,0.0515495460061385,0.0428485788331313,0.0473022282496504,0.0465028552774547,0.0471987843446214,0.0443648291901788,0.0440379983576229,0.0414400361979868,0.0247811182880949,0.0422121578188577
2013-03-08,0.0414129743972406,0.0511113451461253,0.0653026707958406,0.0469254014183213,0.0479935800859822,0.0521427463806075,0.0429008866102148,0.046551998514015,0.0524734956789073,0.0429981441859795,0.0502525665385726,0.0530509740257443,0.0538990821486221,0.0494498697979517,0.0384910185340503,0.0454468656445984,0.0574783080181615,0.0537133918810942,0.0507140344311422,0.0467430204822938,0.0451732942405572,0.0405556736868614,0.0497087330619907,0.0378133409834481,0.0662910578039896,0.0576465323694369,0.0450319122447859,0.0442900704334241,0.0481173123137509,0.0441823333079079,0.0549804981422851,0.0591647801211656,0.0467544192907955,0.0367054503377812,0.0397408427307386
2013-03-15,0.017001814948984,0.0366070733041668,0.0470313325957569,0.0369135077935639,0.0247505694464598,0.0276279606669852,0.0297333156093659,0.0364288466411124,0.0285563333814634,0.0223980609760921,0.0182925460391779,0.0332091168446344,0.0512500504004237,0.0281310036355831,0.0267487274610169,0.027169325254226,0.0370303506249097,0.0311887550521579,0.0432970939453622,0.0333807411280598,0.039587607047402,0.0360672162581153,0.0328713282231736,0.0299477094650129,0.0523875390233385,0.0351040818913208,0.0293352855904355,0.0355501594296831,0.0329834391018481,0.0352052728792153,0.0259703212465838,0.032610342833532,0.0382861380646078,0.0433140197760711,0.0311498074417093
2013-03-22,0.0215896888955957,0.0412551001567576,0.0378808201942399,0.0355186977820968,0.0269269127321875,0.0333709805850202,0.0346764701167585,0.0406616741588847,0.036189767780023,0.0212021102375909,0.0209263154951335,0.0349410864676612,0.0571728914945331,0.0301360273700037,0.0280887324445993,0.0363130965917663,0.025745851526116,0.0391043959386836,0.0374465121944898,0.0274046515319127,0.0425572361628575,0.0455605584446739,0.03691581347412,0.0357527109954643,0.0427751231720148,0.0513537140548431,0.0241257177599595,0.0427635782758189,0.0288871628053214,0.0441793857045402,0.0235393103341365,0.017021941553076,0.0428432930352667,0.0359718807708656,0.039217096115834
2013-03-29,0.020782931785078,0.0430499568158541,0.0380921326890916,0.0321436726827947,0.0336625724408377,0.0323864259019833,0.0354079443054032,0.0384828793930757,0.0414648840848567,0.0469567412011048,0.0316151767896252,0.0366209786659456,0.0495748904648782,0.034481933155793,0.0435194141562262,0.0336444619896698,0.0318882970279437,0.0333973183580769,0.0358760720280134,0.036622442136747,0.0352500723926981,0.0304639740704437,0.0466428267141962,0.0314293159978425,0.041197617729744,0.0276274017895556,0.0250299240508524,0.0324339887030301,0.0271397001449762,0.0332270069435595,0.0336172048459931,0.0236575543068035,0.0436271621939821,0.0275405082107201,0.0367541545088764
2013-04-05,0.0429909456930016,0.0679049437280542,0.0469839212350965,0.0409070291341676,0.0488716916269504,0.0422593095729395,0.056068509198902,0.0438726936755485,0.0473072530892,0.0483887863141812,0.0354480520453579,0.0477621375209721,0.0692763516060619,0.0487010189881496,0.0603939142837359,0.0495578393038353,0.0532968073792287,0.0539729475986147,0.0447155035507358,0.0514075813571931,0.0497905581791299,0.0513013203539312,0.0564799066789966,0.0435400821790368,0.0560952564034902,0.0386349723743527,0.0459573380494734,0.049991071236655,0.0447338808817793,0.0502075962261785,0.0375736360181422,0.0200782349108719,0.0686291420365367,0.041990927758194,0.0581142154654672
2013-04-12,0.0232601201439418,0.0587865128135499,0.03789504831047,0.0225094480069251,0.0342119779996968,0.0309946041223403,0.0361793819648953,0.023770860538157,0.0439834298021076,0.0367887468377942,0.0297624338398526,0.0325735039256519,0.0614021837233068,0.0321960791250903,0.0334193495927428,0.0292382529089476,0.0236898540602694,0.0268876120192136,0.0635617510373956,0.0441895785743103,0.0521318459847792,0.0291972047833813,0.0541936969645552,0.0471339642537632,0.0329013440435602,0.0265416090138865,0.0337230330703842,0.0289289389362064,0.0324732447871004,0.027478087489197,0.0317376478466412,0.0070428412254926,0.0610694396257954,0.0404790823035349,0.032985438212309
