,lightgbm-dart_numerai_1_0_10-all,lightgbm-dart_numerai_1_0_10-baseline,lightgbm-dart_numerai_1_0_10-high_autocorrelation_small,lightgbm-dart_numerai_1_0_10-high_autocorrelation_standard,lightgbm-dart_numerai_1_0_10-high_calmar_small,lightgbm-dart_numerai_1_0_10-high_calmar_standard,lightgbm-dart_numerai_1_0_10-high_drawdown_small,lightgbm-dart_numerai_1_0_10-high_drawdown_standard,lightgbm-dart_numerai_1_0_10-high_kurt_small,lightgbm-dart_numerai_1_0_10-high_kurt_standard,lightgbm-dart_numerai_1_0_10-high_mean_small,lightgbm-dart_numerai_1_0_10-high_mean_standard,lightgbm-dart_numerai_1_0_10-high_sharpe_small,lightgbm-dart_numerai_1_0_10-high_sharpe_standard,lightgbm-dart_numerai_1_0_10-high_skew_small,lightgbm-dart_numerai_1_0_10-high_skew_standard,lightgbm-dart_numerai_1_0_10-high_volatility_small,lightgbm-dart_numerai_1_0_10-high_volatility_standard,lightgbm-dart_numerai_1_0_10-low_autocorrelation_small,lightgbm-dart_numerai_1_0_10-low_autocorrelation_standard,lightgbm-dart_numerai_1_0_10-low_calmar_small,lightgbm-dart_numerai_1_0_10-low_calmar_standard,lightgbm-dart_numerai_1_0_10-low_drawdown_small,lightgbm-dart_numerai_1_0_10-low_drawdown_standard,lightgbm-dart_numerai_1_0_10-low_kurt_small,lightgbm-dart_numerai_1_0_10-low_kurt_standard,lightgbm-dart_numerai_1_0_10-low_mean_small,lightgbm-dart_numerai_1_0_10-low_mean_standard,lightgbm-dart_numerai_1_0_10-low_sharpe_small,lightgbm-dart_numerai_1_0_10-low_sharpe_standard,lightgbm-dart_numerai_1_0_10-low_skew_small,lightgbm-dart_numerai_1_0_10-low_skew_standard,lightgbm-dart_numerai_1_0_10-low_volatility_small,lightgbm-dart_numerai_1_0_10-low_volatility_standard,lightgbm-dart_numerai_1_0_10-optimizer
2012-12-21,0.0112370143364058,0.0613073787001533,0.0293569826418616,0.0250753284112941,0.0460788093505892,0.0303301895355472,0.0221380337913362,0.0214468497506538,0.0396703911389174,0.0316696080449586,0.0557692590119681,0.02666009159943,0.0537204123959118,0.0329286386387229,0.0436380954010473,0.0263725575181673,0.0309459267617806,0.0218121111546108,0.0667903852344848,0.0648553739883401,0.0610908250023964,0.0253117410993911,0.0627977854240102,0.0518933452067118,0.0410373657896263,0.0276378595096062,0.0249489502460332,0.0236490605462072,0.0278252412704291,0.0233391014671989,0.0383974874533274,0.0283476677009586,0.0599387882538079,0.0493135202542061,0.023797483624506
2012-12-28,0.0369495759023894,0.0996730978160362,0.0744893709776946,0.0487378641955789,0.079188969839612,0.0614526659353764,0.0665345723077581,0.0558309087891793,0.0818628501542555,0.0615378756331025,0.0909287832825397,0.0518919484956297,0.0899433804670589,0.0589050853282513,0.0787837503882037,0.0598531852316165,0.0780411005338002,0.0584091648874857,0.1098816923154194,0.1015493200071147,0.1018551281445093,0.0588702440296255,0.1022397079135795,0.0824587499736864,0.0742755893138441,0.0532007694527018,0.068009646852838,0.0598586765232478,0.074014090219267,0.0594824283690663,0.0841282919844655,0.0625776233002442,0.0952239201125841,0.0855026297313447,0.0686994666946513
2013-01-04,0.0269568817416948,0.0881805944178037,0.0833987816740411,0.055448516762294,0.0906215031227221,0.0760184510448859,0.0727783625607901,0.0597655367719392,0.0822488542504099,0.0590018873766198,0.0993990178382425,0.0772148480057577,0.1013470595639798,0.0817564707787321,0.0853898077217259,0.0568027165267118,0.0909828037747673,0.0587832869285175,0.0899653145322715,0.0635673257874299,0.0912645253442879,0.0753916931613543,0.0789226034993471,0.0645410562156908,0.075893564163552,0.0420705178599613,0.0766732842738337,0.0686582572152017,0.0739435862070963,0.0701419908146774,0.0781363002046231,0.0717151782733411,0.0791255204786308,0.0747829422235034,0.0622034448694204
2013-01-11,0.0254629792939913,0.0798650160107434,0.0709362785153851,0.0545304380338977,0.0872665771654816,0.0601716636513634,0.0711705927455777,0.0565698752630551,0.0669429412452867,0.0654321046174661,0.0816326558472344,0.0680322429208414,0.0877230958666361,0.0706781292035323,0.0832032723976062,0.0573656594410675,0.0734303122616921,0.0600578703582756,0.0763654872371146,0.0609109356196328,0.0836323038674911,0.0714004859525591,0.0791659171137965,0.0588772649424901,0.0666786409446184,0.0594952471000529,0.0786207857300179,0.0654755459759759,0.0771382052070688,0.0647670289517843,0.0669306392676556,0.052074079094086,0.0750043887432727,0.059706879558988,0.0643568348851469
2013-01-18,0.0477794879162492,0.0612271898958526,0.0605882685041906,0.0586581390421695,0.0673082047949944,0.0603073800555723,0.0713867203449853,0.0641040524035506,0.0571528748406348,0.0656809231096617,0.0625155337060285,0.0623874058005066,0.0752536625427879,0.0570589271066307,0.079378961009102,0.056877333011025,0.074613023015178,0.0485707875294878,0.0540170827922267,0.0446091337949655,0.0635644257850631,0.0707640301811892,0.0549239075661818,0.0510919093426124,0.0626343050282859,0.0642163314027264,0.0706296009032645,0.0675741990906607,0.0725820715947134,0.0717451347692249,0.0634185394664062,0.0508509295858781,0.0560688478366881,0.0565427874216442,0.0615539060872377
2013-01-25,0.0200745589051214,0.047303645390045,0.0502745241421214,0.0448392011246146,0.0554466440588117,0.0508572637203789,0.0575439790039012,0.0499246543080367,0.0413097926152396,0.0290831890164629,0.0503018430036951,0.0537345992648818,0.0529555406951778,0.042066619283801,0.0552829192953117,0.0424251557912125,0.0545613245378833,0.0526092505739889,0.0348548166402387,0.0160652804617596,0.0473039276563843,0.0481609862860296,0.0381630365738379,0.0327523947347182,0.05661645655199,0.0589835888058621,0.053883063147089,0.0542193677533578,0.0567440073746477,0.0541375995745787,0.0486691171112997,0.0373099344689722,0.0453599551479911,0.0313985096363161,0.0464496951158672
2013-02-01,0.0113856965884036,0.0409245150956735,0.0315593930836928,0.0302812025547867,0.0264143936652666,0.0336937248553986,0.0454017944718203,0.0373515470922726,0.0356689081035024,0.0210620750408907,0.0258387540112136,0.0327395748012073,0.0302035736474651,0.0256649690110521,0.0384722565442734,0.0242456013284967,0.0366395473528051,0.031680190333272,0.024897572986885,0.0196982889148901,0.0411499906672303,0.0432472680678996,0.0259904916606083,0.0229724131396805,0.0432906216820124,0.0320805628123221,0.0470066192814137,0.0443242533620772,0.0468057845903956,0.0454701597863828,0.0369754452262515,0.0262185613143383,0.0383933307339655,0.0154924325303855,0.048408571409582
2013-02-08,0.0271746524315774,0.0414100410000724,0.0378083004066551,0.0335132499992284,0.0265764554815578,0.0344248585652354,0.0449755826654879,0.0479065445663248,0.0319753722583167,0.0226760783937334,0.0269003941818772,0.0341323164322218,0.0316266856755329,0.028886688778191,0.0379889230115082,0.0421491528652102,0.033396159271747,0.0370828550162022,0.0311607236795775,0.0211851108180903,0.0469371293793372,0.0418246601078208,0.0285671825344325,0.0290312976734875,0.049278574557586,0.0352136511473699,0.0449090958170757,0.0454788511708301,0.0442859662989016,0.0465505822300964,0.0385376241965987,0.0251054339604384,0.0361470526248008,0.029307033408708,0.0524810244227726
2013-02-15,0.0437070560927354,0.0628915214309131,0.0586385733386421,0.0475106031585414,0.0402078669354115,0.049400143060531,0.0637785519027162,0.0595885333148729,0.0547295575457189,0.028788884626007,0.0459619366997301,0.047796054546521,0.0544196388959125,0.04229870567334,0.0504833754705004,0.0440985322819645,0.0504118272654613,0.0499719726267109,0.0505007991266498,0.0404482763186644,0.067160594776142,0.0459016953353837,0.0512854197275053,0.0489910578571083,0.0528238914938889,0.0514529833994103,0.0594408029536912,0.0549657036939566,0.0545299269321773,0.0538350196246868,0.0638467636629606,0.0403096285016458,0.054370889730303,0.0502298056661133,0.050924898331648
2013-02-22,0.0603493426878201,0.0571442618953804,0.0726248739956248,0.0644526018823792,0.0363991633775223,0.0488996094160583,0.070317600576831,0.063477786267539,0.0488329680143602,0.0313821765196796,0.0411529166986573,0.0534601026722687,0.0459910824619433,0.0492031980237944,0.0431810366903378,0.0543967845961372,0.0623839417046657,0.0668533583785553,0.0428108066809037,0.0431399411592907,0.0615983136246463,0.0529412253140467,0.0422189940108231,0.0484882838755769,0.0574410008487098,0.0771625981062549,0.0599820745184613,0.0626627249017696,0.0519116156578102,0.0630734950972369,0.0586153704386351,0.0512937017720645,0.0616381133506605,0.0493760954382001,0.0616321896705095
