,lightgbm-gbdt_None_1_2000_10-baseline,lightgbm-gbdt_None_1_2000_10-high_autocorrelation_small,lightgbm-gbdt_None_1_2000_10-high_autocorrelation_standard,lightgbm-gbdt_None_1_2000_10-high_calmar_small,lightgbm-gbdt_None_1_2000_10-high_calmar_standard,lightgbm-gbdt_None_1_2000_10-high_drawdown_small,lightgbm-gbdt_None_1_2000_10-high_drawdown_standard,lightgbm-gbdt_None_1_2000_10-high_kurt_small,lightgbm-gbdt_None_1_2000_10-high_kurt_standard,lightgbm-gbdt_None_1_2000_10-high_mean_small,lightgbm-gbdt_None_1_2000_10-high_mean_standard,lightgbm-gbdt_None_1_2000_10-high_sharpe_small,lightgbm-gbdt_None_1_2000_10-high_sharpe_standard,lightgbm-gbdt_None_1_2000_10-high_skew_small,lightgbm-gbdt_None_1_2000_10-high_skew_standard,lightgbm-gbdt_None_1_2000_10-high_volatility_small,lightgbm-gbdt_None_1_2000_10-high_volatility_standard,lightgbm-gbdt_None_1_2000_10-low_autocorrelation_small,lightgbm-gbdt_None_1_2000_10-low_autocorrelation_standard,lightgbm-gbdt_None_1_2000_10-low_calmar_small,lightgbm-gbdt_None_1_2000_10-low_calmar_standard,lightgbm-gbdt_None_1_2000_10-low_drawdown_small,lightgbm-gbdt_None_1_2000_10-low_drawdown_standard,lightgbm-gbdt_None_1_2000_10-low_kurt_small,lightgbm-gbdt_None_1_2000_10-low_kurt_standard,lightgbm-gbdt_None_1_2000_10-low_mean_small,lightgbm-gbdt_None_1_2000_10-low_mean_standard,lightgbm-gbdt_None_1_2000_10-low_sharpe_small,lightgbm-gbdt_None_1_2000_10-low_sharpe_standard,lightgbm-gbdt_None_1_2000_10-low_skew_small,lightgbm-gbdt_None_1_2000_10-low_skew_standard,lightgbm-gbdt_None_1_2000_10-low_volatility_small,lightgbm-gbdt_None_1_2000_10-low_volatility_standard,lightgbm-gbdt_None_1_2000_10-optimizer
2004-03-05,0.22516158862703933,0.2176197676400794,0.20505996760257297,0.2231816173813344,0.21993136208961062,0.21211255730854817,0.2044519857313683,0.224531495052778,0.22531571270794765,0.2228035631996033,0.21463765604116225,0.22511957933547055,0.21742647678024699,0.22331805798827487,0.2127034841038854,0.21113820714092907,0.189640284009867,0.2198356641639093,0.21350633600861407,0.21930158762146393,0.21331494015721128,0.22199723711275363,0.2229974857289124,0.2163599028690478,0.20621939692682892,0.21213182322758378,0.21540955614153862,0.21058391717523328,0.21577497693373798,0.23702970731631826,0.21741984425074296,0.22600739078479873,0.22262922242406824,0.21352497025817302
2004-03-12,0.2238999933165111,0.22310347097364808,0.19249867607057183,0.21853157884871285,0.1926487243507725,0.20643452855337716,0.19675436118817896,0.22569662114663191,0.21446321716301947,0.22228847189382134,0.19675025460366816,0.21774848477162342,0.1926913696514611,0.21703899332461155,0.18890004447468556,0.2203211020220534,0.18755498010185515,0.22338935243381983,0.1951695354581437,0.20711495801769764,0.19323438648022942,0.21321797438291207,0.1981174313546333,0.21155354409159133,0.18906209661730233,0.207288382240498,0.19595799968420866,0.2081327591941325,0.19520554704539186,0.2355789588262057,0.2042624612383039,0.2288372106240108,0.20202563624440728,0.19812122204802796
2004-03-19,0.22502140292747322,0.22388550086602504,0.21086926694484415,0.21595021207906348,0.20044654980424484,0.2085378325207658,0.20234766696992104,0.22600067811210284,0.19471243894082413,0.21769847402603665,0.20148232438683206,0.2174696620046105,0.19993274283706425,0.21705095797637686,0.18986344453888718,0.21836074201672137,0.1828612944895111,0.22922664513023366,0.2028272619887676,0.2116850178964031,0.20278834197414908,0.21600325629253544,0.21103969894434263,0.21351300309912696,0.20020173035745145,0.21381149450156356,0.20308526402115737,0.2152907689281496,0.20388437980517787,0.2279959566034687,0.2050868199342361,0.22098439042152365,0.21300045161628903,0.18898083904608842
2004-03-26,0.18871841942568834,0.19750557419831566,0.17808787469343973,0.18849775789412213,0.16835638154542643,0.17531474259641694,0.17573356943000934,0.1808986951267218,0.1530029435926534,0.19141921183061736,0.1700003832456452,0.19055724310778133,0.1690305164633568,0.17275923024747283,0.15439285296131683,0.191604614129958,0.16764547010582362,0.1899843196089992,0.16737131785335602,0.1809503646199807,0.18011727002573044,0.1888190205669141,0.17673018277351413,0.18175488902384065,0.17467130543624637,0.17730067476673111,0.17852828113892258,0.17868420143328603,0.1786516800463525,0.18032698738072223,0.16362923078863184,0.19281854328334558,0.1612080591221607,0.15906985391583067
2004-04-02,0.21854973986440385,0.22484761646006368,0.20920034625432213,0.22072386333708488,0.2058800975346387,0.20856025117349497,0.2048815853211056,0.21285343237851675,0.20399983704333222,0.2224768270633749,0.19776921713103932,0.2189462226965365,0.20311598219970767,0.22317289660825193,0.20385598868948387,0.21206286830830837,0.1971983377853273,0.22698487798523295,0.2145612554079923,0.2196046749940683,0.21501868113571088,0.2251714257252118,0.21652999166505474,0.2212282353894905,0.21451942502894436,0.21345109520433844,0.213993385442068,0.2087636852471381,0.21434488100126226,0.2161836120514994,0.21304392611907327,0.22905593315507453,0.20768482259327561,0.2068795125621079
2004-04-09,0.2397785061582536,0.23552853415452088,0.2227319165506152,0.22860170140538197,0.21269371634199774,0.2417762008652467,0.2332615434017996,0.23536062003887614,0.2045950893797456,0.2288188783384968,0.21613009824356524,0.22690724071423315,0.21245220838318124,0.23430537444270413,0.21959441576723462,0.23176653704479777,0.2255329883366395,0.24191227437935586,0.22773359443898958,0.24621886592854955,0.23816739910253415,0.2370857197994271,0.2251971601053499,0.23501487916748579,0.22691294799186695,0.24124722634351065,0.23844254996108608,0.23993785670112147,0.23684691528791071,0.2313291793482346,0.21866773410933826,0.24441296313202637,0.2154605444622196,0.21371261559113386
2004-04-16,0.19894121596240816,0.19961253919776775,0.1875904986246614,0.2005203443084429,0.19163285724971743,0.20535106790068694,0.19302292444728683,0.19553566897346294,0.19687952063812525,0.19977009215086025,0.19128263954255778,0.1973275712266337,0.19015185949064903,0.20208116889707836,0.1930835448216195,0.19233779417698227,0.19467918111036644,0.1990054351518518,0.20236416401091842,0.20095188934948457,0.19602843459056338,0.20212228271531366,0.19231648701570683,0.19909306460385745,0.19169407782577613,0.2028299205503459,0.19779932978332174,0.2000197760689037,0.19791426841386348,0.19859399686863352,0.1846011939279886,0.19765768217597016,0.19161365079448336,0.19252535721637776
2004-04-23,0.20038025567302206,0.20764478330738795,0.20353938052157342,0.2064382074286515,0.20367878451350074,0.2120704869140546,0.19412080503273324,0.2079155315315379,0.21464602790409384,0.20384266629416042,0.20541939410006985,0.20552387246661058,0.1984256122438313,0.20671164223936964,0.20613253357911512,0.20110831818697938,0.2075600065756807,0.19778023444822812,0.20111219881202236,0.20056353813287386,0.1907774973034289,0.19113869394204136,0.2019722050234621,0.2060737271842337,0.19782590641988732,0.21092391146867442,0.19154227894650722,0.20812448826461943,0.19205123784637015,0.19790262339189016,0.18273027500284078,0.1978465035835768,0.18015413699356436,0.20633283353325474
2004-04-30,0.20863593268620367,0.210406176338302,0.21287077516196873,0.2007432886388735,0.20496926050518033,0.20963557563214708,0.20165886574642072,0.21271737689493556,0.1962225514751305,0.19900928665956696,0.2020222090926484,0.2020595059262015,0.19411467881754485,0.21151846416475062,0.2079208236314484,0.20783690575595376,0.1944990768278752,0.20633209883444967,0.19577228244425066,0.2028189777384737,0.20655407515027416,0.1939333079253468,0.20687651229195972,0.19740883140685384,0.1960366688691961,0.20838733483177885,0.20751146080511093,0.20811753435034974,0.206974266089579,0.2077066676194336,0.19758990151813627,0.20195483416752005,0.20063621063286616,0.2074028788945246
2004-05-07,0.19931546581870624,0.19998999980171933,0.19485585953394025,0.19257435732514505,0.18230881386235137,0.19389058520566557,0.16932170771407268,0.19854208830930753,0.18003825994461412,0.19208563777708673,0.1840587157164445,0.19303084023842176,0.1858286894374773,0.2074862338652479,0.1884459392387156,0.19339821622725478,0.16969334137165032,0.19589047303891502,0.1840663186963458,0.19009365704293474,0.17681459646644462,0.20096531006346363,0.18686330294245213,0.19289581131537378,0.1859077604284512,0.19392951246276047,0.17636541241387327,0.1968825098564423,0.17571642204949456,0.19984432670680954,0.1911808831688269,0.2017636229531047,0.18800192521247727,0.19757012335871982
2004-05-14,0.18699083888371096,0.17257570612069464,0.15381970969635347,0.17841671961347677,0.1557921317396339,0.17047691377970753,0.1506905843441376,0.18602322763042367,0.15696882061876627,0.1725603326051586,0.1546612559367991,0.17604458616625804,0.15539641744973492,0.18530743674706326,0.15275832218374183,0.172865958094016,0.13340860058939688,0.1781587520227813,0.1650869592327542,0.1745837947200187,0.144291819707706,0.17365246714884233,0.15543515870888583,0.17142668956952722,0.15287270113933027,0.17184853883583753,0.1458660676986017,0.17039973873171632,0.14401417401712424,0.17640832354384192,0.16977895617436906,0.18338082778008044,0.16166081756038098,0.170414497306631
2004-05-21,0.20209772336668055,0.18067994493900472,0.15166994056410782,0.17948342287544944,0.15494123994325573,0.18470739915759185,0.15881963249062556,0.18958428797245072,0.17058062933962526,0.18443933606902016,0.1554029902345527,0.18208378978435708,0.1559211422392831,0.20343183831896863,0.17241802361955774,0.19167239096759078,0.1574470874972336,0.19308398330105214,0.17211773098045255,0.1818907223806806,0.1543809416032122,0.19391978231825202,0.15530258278865994,0.1710343222432888,0.1580619281535645,0.18109861919641546,0.15999105269270766,0.1847941710244127,0.15749481202398496,0.19427461727364456,0.17059364511964842,0.20388491142358356,0.18152194194669174,0.1821563062730574
2004-05-28,0.20364657241367515,0.19027274853946763,0.17831973859508207,0.18070680097533087,0.1640430066353764,0.18697283972348386,0.17759691325413268,0.19850544352025543,0.17580972138879547,0.17989175951485303,0.15794277060718345,0.183075233836483,0.16339935675058767,0.20795060970224896,0.18858149869747823,0.18371795224531684,0.15926484547907463,0.20402009166484408,0.17251043355678156,0.19104307915411353,0.17272187859852842,0.1911089034549216,0.16603357075085173,0.18874047059376944,0.18391294121186158,0.1876745516094571,0.1766486707321141,0.18926768598420426,0.17378997102673538,0.1933115335961137,0.16701193099540998,0.1998594990665957,0.18829087819957072,0.1924909032799069
2004-06-04,0.20290391739541253,0.19769124085219086,0.18603785454787722,0.18997857696298256,0.18491671151940461,0.18948254853081473,0.16908818482637164,0.2030190925564964,0.1999163362577377,0.19055805819375704,0.18116071046750745,0.19105877498539725,0.18313638514912858,0.20282780749002707,0.18162235759687861,0.1878522496636518,0.16916663670820786,0.20194483312274672,0.16776200421031104,0.19658916381890545,0.17059596123265874,0.18856519286073745,0.19130882082391912,0.18889087756541226,0.1774797231671669,0.18742623406627024,0.1702124534278257,0.18708835962696746,0.17468639859357898,0.19724740948881445,0.18155046941830355,0.20097559294117603,0.19190455503419748,0.20157257738064713
2004-06-11,0.21636154475362576,0.21814000573243378,0.21226337048338142,0.2144501356150143,0.20221277689354608,0.21174044152193972,0.18875935571403904,0.21108393831491232,0.20994239954944627,0.21026259880482184,0.19596383895998903,0.207350175005681,0.1962963535713405,0.21191569851082867,0.21020954804061745,0.20575833630119567,0.18901197840072587,0.21551999269313304,0.20095376857877054,0.21523673950568534,0.20135322820209411,0.20776700243871427,0.21140287445685443,0.21073310855877594,0.20857286880924528,0.2090149585109472,0.2001513757701816,0.20732017606163702,0.2009158751757676,0.21465065487257196,0.20704608044658174,0.2175172908097507,0.22555479736505055,0.22789976745422094
2004-06-18,0.24113724677484907,0.24656600002367682,0.22520158744333177,0.23254145930970366,0.22057265801852605,0.23288152565700693,0.2179173279307483,0.23061452321206122,0.22843829035605753,0.2322355913638677,0.22000630692132547,0.23402829074546944,0.22047070203658078,0.22988005660858113,0.21988868998917557,0.22802503303738922,0.21043267217778966,0.23248105278748527,0.2247001174255509,0.24038919341842968,0.22575004031172685,0.23065415500441616,0.21748681160573183,0.23443739311816503,0.22405705963346997,0.23291029066758703,0.2257519579790989,0.2378907924439281,0.2286879067256476,0.2502677372741153,0.2266762736524081,0.2500807647053441,0.23129497551789643,0.24658389825248234
2004-06-25,0.22554530410429705,0.22458224072520871,0.2231874844283815,0.22754978788871774,0.21892165440162456,0.2206813054835043,0.22271302990803374,0.21906682105089073,0.21038208170056166,0.22573870459776885,0.22799137448847692,0.22741862053896164,0.2201228551660971,0.22076590994576012,0.20727180254857083,0.2248944859707999,0.2200005134616839,0.2347682527816796,0.23233815698631297,0.22334999803573607,0.2229062811077905,0.22198506633351686,0.2175125944726894,0.2315173719693933,0.23134451105370535,0.22054770347296376,0.2265543159605218,0.2228058513504366,0.2253232906014413,0.2306774139987969,0.21465643304006374,0.23173162211841503,0.22435307827888296,0.2283404439784312
2004-07-02,0.24724177295467392,0.24774609819611504,0.22855792551884999,0.25016349878204147,0.23421718378138245,0.24345945437873362,0.2372464120789988,0.24753258039353593,0.23444225109061986,0.24796109670467592,0.23500403094012412,0.2493162388192415,0.23425035159537552,0.2498715035624257,0.2394935314770153,0.25263331635972447,0.23418164683781878,0.26296864411285825,0.2562314318955575,0.24968789602067928,0.2394369685085096,0.24667673233604157,0.23457136865223488,0.255817130361843,0.25074038183256026,0.24266461140769022,0.23957793171797934,0.2506885571231965,0.24045924791836107,0.23892730950956576,0.23906619973066084,0.256964677497757,0.24424896680824248,0.24175634635843934
2004-07-09,0.23927339348887378,0.23790131338617415,0.2400474546226365,0.23969564764178727,0.2405149485533434,0.23447460660474875,0.2327995188974505,0.2371196848916229,0.2496699391519524,0.2403752343138999,0.23493557460495082,0.2378888547915741,0.23537696481363865,0.2364148843971053,0.22978661543666987,0.23804844345573664,0.22594284236934725,0.24699312111216865,0.23061511197757376,0.2363712793160053,0.2429488239984261,0.23799208314683173,0.22916131264102896,0.24248103343451444,0.22368576031430348,0.23163760663439276,0.23808522597312737,0.24030404234475666,0.23889889085379312,0.23739525713884796,0.23154891330616856,0.2418103457585446,0.24569713064055804,0.24774834925149603
2004-07-16,0.23831206080034165,0.23598783709440077,0.235893674129196,0.2350788822883216,0.23815804095492862,0.2380439760380873,0.23703640260598902,0.23915373262485587,0.24444230496715477,0.23293689761295,0.22451124301346062,0.22749445645053698,0.2295122767112221,0.2315000955224254,0.23796377414343314,0.245151943212816,0.2211320698520367,0.2454504724873615,0.250437545114572,0.24415625154288859,0.24108659828601847,0.23877054579484205,0.23459054186309466,0.23613130937261534,0.24668914619368526,0.2362528003908135,0.23693926920024128,0.240019318999011,0.2372395807391125,0.23748880070064868,0.22853262542022545,0.25016070005598845,0.26021385902884636,0.24440131288766498
2004-07-23,0.21545222751724605,0.2185103564680356,0.22275033629004842,0.2152364822532938,0.21891087083743646,0.21490091616001208,0.2118841288715748,0.2159563256469466,0.22850727932048986,0.2141302567540253,0.21658656447447225,0.21426105536565387,0.22391880388726432,0.2185121605868168,0.21561143827329593,0.21574374031724214,0.20444694988301626,0.22361240438094343,0.23554875492306385,0.21538742685797793,0.21856237522622354,0.2188624603168107,0.21938655682271585,0.2105923798243181,0.22065334889350077,0.21943737283504974,0.212358010738073,0.22183534738157498,0.22082534155063094,0.22223586175097565,0.23152526935478127,0.23272981932761874,0.2595702958067442,0.23143235723755531
2004-07-30,0.19173718123749706,0.197302568674785,0.20536357746289854,0.19290637568682176,0.19089066599780774,0.19139665213399693,0.1943871247472188,0.18841410938186065,0.19204476578041166,0.1942998962752777,0.1909053057413503,0.19243271898428907,0.18724902979159988,0.19897698934246352,0.19375304085503228,0.18233099094527636,0.17720159080155728,0.18896797967922024,0.19079123773958132,0.19062745560869906,0.1928844160715079,0.19213931412412394,0.19568182706676257,0.18785383419670124,0.20810364946261137,0.1906109858972136,0.1869781945360628,0.1928206721881665,0.19365696753803435,0.19261510578925659,0.19672917871936876,0.19931980333708482,0.21117921558517436,0.21232203056546423
2004-08-06,0.22092016033719533,0.21852207804683355,0.2111626619365604,0.19955010072163626,0.19491589348333152,0.20314376248852842,0.19741307969145253,0.2027832900024189,0.185547296542552,0.20144865061011408,0.19649484287261598,0.20039273973008662,0.19598348207390653,0.21143616620990865,0.20294001717029259,0.20503954660345558,0.19054259088331083,0.2020936904637747,0.20741350223448368,0.20612465175985167,0.1837990203503295,0.20730717360686743,0.19074879466692504,0.20341511560467065,0.20419352720510983,0.20670269843195063,0.18195302015931514,0.20833296828600928,0.18273266099244373,0.20898876392570045,0.20082204924679153,0.21968431755447748,0.2074227214796527,0.2234469988161353
2004-08-13,0.24292222720804962,0.2451731438997656,0.23588069274658324,0.22210074672480878,0.22619967879935834,0.2264684919040649,0.207867685342085,0.22904498131367615,0.21997394234650475,0.22209544530627032,0.21889494774988702,0.22009525127658677,0.22598169694298978,0.23430118187032065,0.22880298714981046,0.23274412406080852,0.216142264135915,0.22249617017813572,0.20802017908709824,0.23456500540463818,0.20686041581980893,0.22389200249445376,0.22079753330883622,0.2340966094843723,0.22110938145814768,0.22922429399953026,0.1998226267861481,0.23319193800321975,0.20173238485253145,0.23011961003620332,0.2145078679853736,0.23605875803983994,0.21802364402071084,0.24228979591123198
2004-08-20,0.23749002643785078,0.2264530425570131,0.21704565374895055,0.22002635508890092,0.22159493117720347,0.2290545070689117,0.1986739449022325,0.23314256743070574,0.21097723869677817,0.2217213434532206,0.2173191298114236,0.22123916197465002,0.21635038623085598,0.2277897585053931,0.2151062891777758,0.23344295303708332,0.20688855253163754,0.2188323223035502,0.20144156020265863,0.23275175324074174,0.19293000888528242,0.2211327754057247,0.22202110325625152,0.22797468339431926,0.21037959650075633,0.2272281000018018,0.19770363681329847,0.22988150619146988,0.1976423080853297,0.22624715325597533,0.21724716242656222,0.2289894235208634,0.20620705268716863,0.23492141344347264
2004-08-27,0.2659845885158046,0.26056727620575126,0.2253430423795167,0.24365658389414666,0.23326145870682716,0.24711176118391429,0.2121526079297055,0.2524986895306306,0.23014440081653206,0.24285536054995913,0.23020705050041948,0.24363265738170733,0.23288020862045736,0.2591603343098087,0.2325572007025255,0.25888958693220493,0.2203115486715381,0.2624691191221508,0.22577907158647123,0.25887101240281124,0.21718252752502343,0.24462592247047418,0.23537328825213552,0.25388611242958314,0.2185312272525281,0.24989919988310333,0.21745988617580111,0.24772566512150385,0.21371381286637575,0.2529293667545396,0.23061348638935703,0.26125044110040224,0.22229776402653983,0.26532865218119045
2004-09-03,0.2400585868603937,0.24000577076337248,0.23199800225647513,0.22412320929538776,0.21980920594987882,0.2323023056331751,0.21353420625741307,0.21849359682643965,0.20779550983008174,0.2297015805965653,0.21426478585188685,0.22769217234876998,0.221419687560244,0.21927981867057852,0.2232209875070318,0.2249581574033578,0.20615893609134248,0.2288826650012107,0.20855155282694468,0.23754053617651233,0.20699671346624463,0.2247365314936745,0.22715115363874883,0.24479729149442617,0.21463573418298787,0.23558991380830685,0.20707090313246482,0.22988013877628172,0.20750252352111034,0.21977399729472344,0.21407019515955503,0.23815983127165574,0.2163546710257515,0.23452328017489496
2004-09-10,0.2446407166387908,0.24053445788280015,0.21865196326399472,0.22714050456965496,0.21020365054532514,0.24842359324230204,0.2292085633916347,0.22873046210778625,0.22232421435488714,0.2272977055095869,0.21789195242054382,0.2248471656605285,0.2157685019287849,0.2311296331457645,0.21550020819862534,0.25349270465377166,0.23621576434403765,0.2394643774688534,0.21848424100131136,0.24145321691952887,0.23897266035556203,0.22652036542866322,0.2210235931924181,0.24111746294349287,0.23473040113208155,0.2437852371623,0.24001458075861543,0.23857965800573197,0.23757672838699248,0.22976155173741902,0.2263390273365369,0.23946252076483845,0.2263025121575763,0.22049412309748959
