,lightgbm-dart_None_1_2000_10-baseline,lightgbm-dart_None_1_2000_10-high_autocorrelation_small,lightgbm-dart_None_1_2000_10-high_autocorrelation_standard,lightgbm-dart_None_1_2000_10-high_calmar_small,lightgbm-dart_None_1_2000_10-high_calmar_standard,lightgbm-dart_None_1_2000_10-high_drawdown_small,lightgbm-dart_None_1_2000_10-high_drawdown_standard,lightgbm-dart_None_1_2000_10-high_kurt_small,lightgbm-dart_None_1_2000_10-high_kurt_standard,lightgbm-dart_None_1_2000_10-high_mean_small,lightgbm-dart_None_1_2000_10-high_mean_standard,lightgbm-dart_None_1_2000_10-high_sharpe_small,lightgbm-dart_None_1_2000_10-high_sharpe_standard,lightgbm-dart_None_1_2000_10-high_skew_small,lightgbm-dart_None_1_2000_10-high_skew_standard,lightgbm-dart_None_1_2000_10-high_volatility_small,lightgbm-dart_None_1_2000_10-high_volatility_standard,lightgbm-dart_None_1_2000_10-low_autocorrelation_small,lightgbm-dart_None_1_2000_10-low_autocorrelation_standard,lightgbm-dart_None_1_2000_10-low_calmar_small,lightgbm-dart_None_1_2000_10-low_calmar_standard,lightgbm-dart_None_1_2000_10-low_drawdown_small,lightgbm-dart_None_1_2000_10-low_drawdown_standard,lightgbm-dart_None_1_2000_10-low_kurt_small,lightgbm-dart_None_1_2000_10-low_kurt_standard,lightgbm-dart_None_1_2000_10-low_mean_small,lightgbm-dart_None_1_2000_10-low_mean_standard,lightgbm-dart_None_1_2000_10-low_sharpe_small,lightgbm-dart_None_1_2000_10-low_sharpe_standard,lightgbm-dart_None_1_2000_10-low_skew_small,lightgbm-dart_None_1_2000_10-low_skew_standard,lightgbm-dart_None_1_2000_10-low_volatility_small,lightgbm-dart_None_1_2000_10-low_volatility_standard,lightgbm-dart_None_1_2000_10-optimizer
2003-12-26,0.2706143161179907,0.2544134489297206,0.2581887079249467,0.269193306657042,0.26263428091262514,0.2526118552648033,0.24084608071307628,0.27086476488449723,0.2542077617165452,0.26810263190368255,0.2609152283947424,0.27146451950932293,0.2609488439425268,0.2716758647849967,0.2586899456968598,0.2603976820897458,0.2525988750037776,0.2636680422137951,0.25514001071995057,0.2582243204359659,0.24246828051407532,0.27538256137583095,0.26278571729125755,0.2613585542328489,0.2463210882482495,0.25206468733849163,0.2403045708492633,0.2600036146780957,0.24347907673804625,0.2736285620013409,0.247219056049459,0.26904020614238056,0.2599683349942823,0.2597696371524284
2004-01-02,0.25960790507827736,0.2585398730166377,0.26351484472635656,0.26667239501322404,0.25147885790959446,0.25359504261354876,0.25071472610304857,0.25707884770295114,0.24110494885843628,0.26540910991995736,0.2506733232093258,0.2646231173855256,0.2527023962248876,0.261241329026256,0.2659927251098724,0.25279513870682646,0.27036586435643806,0.2582788691746097,0.2579380405534846,0.24767442881120355,0.25409485834656925,0.266069237657472,0.2519432327655883,0.27137609496327186,0.2665495112246552,0.25278023366508623,0.2549239098904723,0.25329462321669693,0.25871343394712315,0.2648957140377959,0.25277890877248704,0.25553336048607056,0.25029440392597574,0.26120390081033074
2004-01-09,0.2818505273352355,0.281075138519415,0.2972940799892064,0.29646479811511134,0.2830021938472563,0.2835309106401901,0.27736023347337896,0.2815757496666954,0.27397399915415743,0.29191168351930225,0.28345915858011095,0.29113762097254936,0.28252307525253384,0.2851121011991704,0.2828474474688365,0.27894506123356133,0.2967435399890596,0.2990991237494477,0.29445309519565577,0.2761497067823654,0.2773843712631752,0.28954353488203394,0.2869508717341952,0.2932528187989392,0.28779602503171803,0.28105199269358294,0.2801873307714303,0.2771681231189734,0.2765190480317133,0.2894092890922084,0.27968771158811384,0.2813737196726477,0.2727965379286182,0.2958375462350642
2004-01-16,0.29109415854617365,0.29145172230919,0.27892972566284263,0.3056736998260116,0.2899181522273261,0.29889769166702884,0.2732445219545512,0.27885532243599886,0.27327209100735483,0.2980184713926746,0.28838856803261453,0.3008926281867765,0.28910370261919743,0.2894836905277208,0.27620171806432664,0.2966699129061321,0.2864089107469512,0.29031375152719613,0.2808067463543334,0.29395452728359855,0.2773194272532961,0.2923664834106526,0.2854572801893292,0.29873493460830824,0.26870027844361766,0.29988054500734407,0.27589347612454557,0.3022704165124362,0.2791200517743669,0.29497591086638636,0.28104224585358406,0.2898188372057802,0.2777499030657492,0.2774745446949749
2004-01-23,0.29123764662085316,0.2807819769035039,0.27447430581598786,0.2925400505591775,0.2874708719682967,0.281500088962567,0.2715546091071697,0.2840945478979022,0.2744199377105697,0.2953765770114927,0.278164217351561,0.29572932245735983,0.28204894793154917,0.2897818400682379,0.2712682056946998,0.2898708354788923,0.274719285910044,0.294430636701154,0.28000108262747003,0.28066871001721644,0.26689545664465003,0.29720470455617387,0.28200267031800863,0.28206545253497967,0.2712908590719574,0.2814751702475839,0.27051870252715127,0.28199587430483136,0.27048601693996543,0.27902763464474734,0.2709135185307822,0.28711424308632844,0.28174668715499873,0.2692413756695027
2004-01-30,0.29288777332703725,0.28127144471297394,0.2668634087273447,0.2791489425041176,0.26038711088993544,0.28564993308346104,0.2548781243778573,0.2863885681465327,0.26085018926765596,0.2850161527071526,0.2598091575823477,0.283729625065804,0.2618858529655873,0.2969545566335477,0.2586020761541783,0.2861541660310715,0.25340908516569155,0.28385630956790053,0.2489103538779604,0.2865252728917332,0.25436566051626874,0.2801509668144864,0.2517020651798131,0.27638120821254863,0.2665853469812175,0.2838480786539226,0.2529839405654351,0.2838470050564472,0.25954433687175027,0.27754964013160377,0.26203866167291845,0.2945335943265313,0.2709598988276279,0.2490645940485922
2004-02-06,0.2871337420600499,0.2833686698659194,0.25919814443939343,0.2763116179467596,0.259120005203411,0.2756469440272946,0.26028490101012725,0.2787777445451484,0.2533628763062841,0.27749253393156414,0.25084836223122015,0.2784472057686707,0.2602165700464438,0.28823684235034336,0.24305797848650215,0.2777851473884855,0.25058092333986626,0.2800315686873758,0.2535322324746477,0.2817865955440842,0.2623220791666379,0.27800027549424455,0.26244010537663637,0.2737977577565156,0.266440899647415,0.2754909924977399,0.25680590682565757,0.2798180752936666,0.26297563704416405,0.2805687350669533,0.2642657517938979,0.2886755990645203,0.2733178062986824,0.2618153184311875
2004-02-13,0.2795819430021121,0.2816214798325563,0.2707992914907547,0.2730903748882517,0.25821565270868424,0.25690063493835325,0.25243015724497503,0.27367892789328907,0.2518445178686755,0.2726212806614644,0.2545558112774698,0.26952765441496435,0.2594406717246697,0.27647277411632154,0.25414693204459743,0.2613319405120342,0.25231846814335895,0.27795742982649835,0.2569304186987841,0.2618541275291548,0.2579356206133282,0.2801659604097576,0.2577041489969356,0.2805706310677866,0.26208754156470593,0.2594154202756087,0.2582289259062676,0.260885831578623,0.2587491705042297,0.27341184525899004,0.25402002732623924,0.2791937796209087,0.27223603419502096,0.2597702355085686
2004-02-20,0.29514379321175266,0.3132553286650543,0.2924256621970445,0.301428276547714,0.28377730698404147,0.28874592789038667,0.27468668991014394,0.2952757941894756,0.27476345140960207,0.2951556736840473,0.2787216468879341,0.2970824194382273,0.2860075657800118,0.288129587649968,0.2791077026299784,0.28670002516424453,0.273769084872689,0.30061376959112107,0.27306795368726217,0.2860904296580878,0.28137971454280897,0.2970820982604054,0.27812104436079343,0.29881870674396144,0.2905461295826987,0.2903829712491225,0.27847562467628195,0.2933644649707515,0.2781814257913296,0.2950239907770273,0.29002742740016807,0.2895768149159015,0.27927535745306264,0.28884131770352073
2004-02-27,0.3124931607113197,0.3224775504141534,0.29455949417580174,0.32013402007989655,0.28885124811729296,0.3116485315121485,0.3028537534960637,0.31417692856809726,0.3051025528907154,0.312624825747928,0.2892609240837188,0.31882510713453416,0.28786541009282196,0.30420579022736555,0.30440161463236987,0.3070254495752338,0.2864059173703263,0.3041269656022465,0.3018120666340644,0.30937498896162974,0.29755412298301487,0.31948822371176877,0.2964495178103826,0.31696194749775175,0.29784538527493465,0.3132879423251626,0.29989729984361657,0.310593059177595,0.30021436571236876,0.30716507166905466,0.29994855352362676,0.31161742583048735,0.2970115409222179,0.29962123691887227
2004-03-05,0.29646443928848204,0.2880044865718168,0.272294235019886,0.2938047915404795,0.2861729609244837,0.2854117992052091,0.27080696923728675,0.29742678431916836,0.29279254120426584,0.2923582684391196,0.28081766710206923,0.296615089041768,0.2838329413485066,0.30111952407923404,0.28810081616699496,0.2797930992110623,0.25526853178298453,0.28467306175235296,0.281990045650595,0.28911338233794676,0.273487774495877,0.29366456091667953,0.2893973177676678,0.2850675393404749,0.2743875876652601,0.2841800437258853,0.274672470599196,0.28355658595250444,0.275757362925216,0.3009511841637264,0.28562182930617086,0.2954635555859692,0.29073203537167375,0.2812478340156178
2004-03-12,0.2991509440017497,0.29472704320795895,0.26149656134692933,0.29225172042132225,0.2635909194474143,0.2858056463039018,0.2696266510048757,0.30315375462402827,0.29250664455210557,0.29483255084077375,0.2648431118320784,0.2904242903140364,0.2631420381712772,0.2936523816306061,0.2619056403424238,0.29097552031182616,0.26287953265370506,0.2935753041982503,0.2717860826753004,0.279991354418905,0.26834981911314704,0.2878188203875204,0.27202805527031865,0.2791182313736953,0.26338401076629553,0.28538456344599145,0.26905741521346177,0.2859708573576807,0.2691600798262306,0.31365523889137764,0.28820136452925305,0.29937001083404197,0.27274449632188724,0.27396699494162746
2004-03-19,0.30062761295956286,0.2925918815109856,0.2795200924076477,0.29119201646906456,0.26628132388675324,0.28674101060370966,0.27270532339639414,0.30141511159920165,0.2626401054223303,0.2940815136833977,0.2717985498300019,0.293498655077378,0.268330588204848,0.2976809872934315,0.2623271759499547,0.29099459155620166,0.2611501593788327,0.3009838527275425,0.2723161232502098,0.2874330963475293,0.2713578748257738,0.2912001771172909,0.27340902237038234,0.27528879630223557,0.26345491476063226,0.2908916418401141,0.2710910844029861,0.2924644498502187,0.27174393626110177,0.3054696982834026,0.279093541602273,0.29193557707092793,0.2766726539187895,0.2596373007460839
2004-03-26,0.2627126293623267,0.2595496938271661,0.2413699345931333,0.26765785307226403,0.2325140873867599,0.2498127297916313,0.23961955452444045,0.25391954269112404,0.22784620457811516,0.2677210722169573,0.23226607381911737,0.26775450541847773,0.23084242731073784,0.248814900695344,0.22102370390057602,0.2611888325162546,0.2330915699584766,0.2560556203300844,0.23801931992439387,0.2544760535273414,0.242362292801899,0.26615275112745296,0.23731813450705158,0.24391480910523008,0.238294687929644,0.25068655210409724,0.24193282813145917,0.2522162730427553,0.24191671940709028,0.25595228134356657,0.233892447103989,0.2589323953518205,0.22190907586447622,0.2248220195314935
2004-04-02,0.28416941686166663,0.2834381343592161,0.2820264343008425,0.30097439225764816,0.27226400626979613,0.2830797172265105,0.2785629391032683,0.2842633062969822,0.2787161165344581,0.29962980136853856,0.26998349826673623,0.29789218547916546,0.2711667863992293,0.2983074798898573,0.276569826869926,0.27879496228489403,0.27111081193517944,0.29246838028793415,0.28441106684455436,0.28826818891834977,0.2868122509770981,0.29855304528052734,0.28048171965585605,0.2900885627518825,0.28536774867903936,0.2867358127304925,0.28625220539862156,0.2834161658867666,0.28540837530617225,0.2858522588248467,0.2842654128628334,0.28739968191164206,0.273612208414651,0.2771452202853195
2004-04-09,0.3052663640648391,0.2965928002389498,0.2884920705954642,0.3062627308486755,0.28883090265708733,0.3073981787147529,0.29228710983885625,0.2979087783080728,0.2776167028728897,0.30371127736336845,0.2918197138389577,0.3042940204480747,0.2890573914642363,0.3017314527905333,0.29147217066936737,0.2929248230186665,0.2938560104220633,0.3044760525662871,0.29782407029266716,0.3070395213729286,0.2982196747475939,0.31091926863172625,0.29935001610210443,0.29869217725905955,0.29205221030677364,0.30605606732172824,0.29922655867539594,0.30239049316571165,0.29791809018210685,0.29740323366293836,0.2880009443359308,0.30458989773592826,0.28636175412291914,0.28374782096667417
