,lightgbm-dart_None_1_2000_10-baseline,lightgbm-dart_None_1_2000_10-high_autocorrelation_small,lightgbm-dart_None_1_2000_10-high_autocorrelation_standard,lightgbm-dart_None_1_2000_10-high_calmar_small,lightgbm-dart_None_1_2000_10-high_calmar_standard,lightgbm-dart_None_1_2000_10-high_drawdown_small,lightgbm-dart_None_1_2000_10-high_drawdown_standard,lightgbm-dart_None_1_2000_10-high_kurt_small,lightgbm-dart_None_1_2000_10-high_kurt_standard,lightgbm-dart_None_1_2000_10-high_mean_small,lightgbm-dart_None_1_2000_10-high_mean_standard,lightgbm-dart_None_1_2000_10-high_sharpe_small,lightgbm-dart_None_1_2000_10-high_sharpe_standard,lightgbm-dart_None_1_2000_10-high_skew_small,lightgbm-dart_None_1_2000_10-high_skew_standard,lightgbm-dart_None_1_2000_10-high_volatility_small,lightgbm-dart_None_1_2000_10-high_volatility_standard,lightgbm-dart_None_1_2000_10-low_autocorrelation_small,lightgbm-dart_None_1_2000_10-low_autocorrelation_standard,lightgbm-dart_None_1_2000_10-low_calmar_small,lightgbm-dart_None_1_2000_10-low_calmar_standard,lightgbm-dart_None_1_2000_10-low_drawdown_small,lightgbm-dart_None_1_2000_10-low_drawdown_standard,lightgbm-dart_None_1_2000_10-low_kurt_small,lightgbm-dart_None_1_2000_10-low_kurt_standard,lightgbm-dart_None_1_2000_10-low_mean_small,lightgbm-dart_None_1_2000_10-low_mean_standard,lightgbm-dart_None_1_2000_10-low_sharpe_small,lightgbm-dart_None_1_2000_10-low_sharpe_standard,lightgbm-dart_None_1_2000_10-low_skew_small,lightgbm-dart_None_1_2000_10-low_skew_standard,lightgbm-dart_None_1_2000_10-low_volatility_small,lightgbm-dart_None_1_2000_10-low_volatility_standard,lightgbm-dart_None_1_2000_10-optimizer
2003-12-26,0.3028607794037869,0.28791883090895165,0.2819036448187884,0.2996729565084758,0.2880017048831922,0.2840760079909509,0.26908513781516163,0.30159370231306454,0.28005412403623775,0.29836561124415,0.28542429100158845,0.3016156689086465,0.2862224106410623,0.30004073057086894,0.2836706244543041,0.29282936350311245,0.2773668771767247,0.2957802095096075,0.2766859127136874,0.2894564925996809,0.270927336399185,0.3045854860658712,0.2861165715896225,0.29282670088546603,0.2703555392596453,0.2839298968476111,0.26978640473775184,0.2912005071579975,0.27209822250913873,0.3053157089553651,0.2716389209651545,0.30092871355590495,0.2865212894718578,0.28302660381110906
2004-01-02,0.3017086874838643,0.2967951531469576,0.29198711790472853,0.30445766949400394,0.283001033851155,0.2918201814372386,0.2845836180608112,0.2952506595995262,0.27359462762050873,0.3029333805587091,0.2822448514002038,0.3032602978075436,0.2839927159616009,0.2978368499530204,0.2973592261710356,0.29142635711214826,0.299801003231225,0.29836250109172385,0.2854212814066088,0.28769115365206194,0.2882691380484307,0.30452457657025983,0.28440442633677937,0.3077414158009382,0.29557028993906526,0.292013615756711,0.288817312361319,0.2921219257266896,0.29272243329724346,0.30182510789954015,0.28474724229680326,0.2980110733298056,0.28739504015615713,0.2944272388491692
2004-01-09,0.320751221933255,0.31682188258900956,0.3213039064340489,0.3274332517690171,0.30849599838258474,0.3173595270576214,0.3083346389110702,0.3181742601269079,0.30545529817756933,0.32416969032670523,0.31046438554226885,0.32287352408011327,0.309036618743089,0.31948728976089175,0.30843515792611187,0.31397064750116216,0.3229657767287864,0.33457869885800995,0.3189922997427417,0.3111273481250283,0.30767068436434647,0.322332573064954,0.3113508706716344,0.3255594318405894,0.3121414659511245,0.31532037980182237,0.30964998312763703,0.3115337226957072,0.3069465506704596,0.32471791574426884,0.30523309824958234,0.31975974919639977,0.30320353997877053,0.3249956656542528
2004-01-16,0.32933625490836993,0.3224502988502221,0.3047240622119658,0.3345159114176263,0.31565103968285085,0.33009423393662757,0.2985970893442897,0.3163728174146874,0.30072189935375104,0.3277302706980254,0.3138500830045173,0.3307817994704064,0.31579154220497097,0.3244654969629939,0.3031712270088656,0.32797473844336916,0.31072481531981805,0.3279471693905655,0.3067160093163492,0.32329264966841725,0.3041607234944349,0.32687264064574634,0.3097768384920856,0.3274579017426154,0.2929876174918927,0.33073596176815456,0.302705542526567,0.3313770252851563,0.3050210108048155,0.3274844743236311,0.30563948762795407,0.32630332309748666,0.3080482920970197,0.307767951367305
2004-01-23,0.32476852924228905,0.3122151559466757,0.2990642232093403,0.3201558119147833,0.3108705161966047,0.3147578357339935,0.29811990099737723,0.31343002420702826,0.2993486849037597,0.3231421742766732,0.3029162682021426,0.3232094871690956,0.3067068254566744,0.3193839789896522,0.2971917597691697,0.3193454682483144,0.2995282938234444,0.3256524920964806,0.30563985138784544,0.31278019589941275,0.29666231798069403,0.32471982019282125,0.3059754449909316,0.3127636912959824,0.29665325662979103,0.31471252897947843,0.2991532186199948,0.31489925753201525,0.29925321709960295,0.3122423399993845,0.2978415880767849,0.3187694252266235,0.30653627788789256,0.29914092107234097
2004-01-30,0.3233212207672515,0.3082455812822794,0.28773772230727945,0.3100263216281348,0.2848093062602264,0.3155098996666288,0.2774497955663922,0.313723433467571,0.2828857774501432,0.3124565884466046,0.2835177684973259,0.3148217236849005,0.28562023021997496,0.3238542571112257,0.28394506029253314,0.3145042966980086,0.27850478401888046,0.31465817900281523,0.27676555610874026,0.3144670786521948,0.27960557929698576,0.3106246732877554,0.2775829216533409,0.30551506503652415,0.2875655888453912,0.31341531099213255,0.27755966037470736,0.31266558208848166,0.28432260873804727,0.30830713420420214,0.28850427090471176,0.32291879584433125,0.2951179892189714,0.2769953059684746
2004-02-06,0.32399175886542286,0.31266957558966363,0.28394212685300335,0.3090503231113176,0.28617710516754463,0.3088067510158914,0.28544769665090614,0.3102109686667041,0.28093654527816725,0.30920496687123245,0.2768072626402712,0.3110302863460838,0.285571280881874,0.31832862176380006,0.27245958247251645,0.30864099121403776,0.2755544193252737,0.3125201629083083,0.27842333897274313,0.3158683801287907,0.28998958061018176,0.3121320822676762,0.2903698146329747,0.3050946468931145,0.2898532456252252,0.3088757358643946,0.28365834084115116,0.3118731438789814,0.29137647031326636,0.31570556280862666,0.28869554255152835,0.32328245315963555,0.302359119748912,0.28961032741461895
2004-02-13,0.3219150268277158,0.31723994367921776,0.29885332766101125,0.3118766006459643,0.28812275675618737,0.2979666133151381,0.2862531783160934,0.31252536864491653,0.2868873781713564,0.3110905683598088,0.28439395944484486,0.3086026531542465,0.2875782319187434,0.3134282698171107,0.28544189458087665,0.29919551716944065,0.2854558152515128,0.3148468832758973,0.2860174981248573,0.30346042216854,0.29257251531187445,0.3200583938782583,0.29063851330302215,0.3161754979803384,0.2918920211333328,0.30053643386188555,0.29274571435351093,0.3019411266500361,0.29335628144234505,0.31444253635439495,0.28677407038710817,0.3198269222618659,0.3048139645855155,0.2903367908603958
2004-02-20,0.3351432803048116,0.3440900054661967,0.3197762019851274,0.3337211006607379,0.3094741021666444,0.32431572932127983,0.30597037330644267,0.3311308015263052,0.30425014489180896,0.3267759514378025,0.3044251868047991,0.32922718057530903,0.3104771405047514,0.32373728806385743,0.3074278782626803,0.32428072093868193,0.30570604395893647,0.33329971535827346,0.30114724595346387,0.3237697270238795,0.3135999524680607,0.33241840341470447,0.306226673208399,0.33058608394019257,0.31934261192542673,0.3261499758627239,0.31017105804038514,0.3298467325939478,0.3100865882731992,0.33114011568314305,0.31914444520925267,0.3289342664016449,0.31301026998686815,0.3161937845585354
2004-02-27,0.3499717962522054,0.35226548228873716,0.3199332470437189,0.349085633286177,0.31627090650175294,0.34521014813009987,0.3327756518859842,0.34688137157208565,0.3361188057172664,0.3423176732092515,0.3177678674317043,0.34629884698824615,0.3149853228176364,0.3398069498360652,0.3310531747639881,0.34280794116907265,0.31737409777976433,0.33840790110861585,0.32870045411469506,0.34311192851258115,0.3288365414719635,0.3489368208773198,0.32258076472148417,0.3459877901716329,0.3251646571413057,0.34736527700611247,0.33078312089138323,0.3435251392155597,0.3309057762497521,0.3433904657529122,0.32810237669002495,0.3490301379223039,0.32842191687436406,0.32636293283257756
