,Numerai-MLP_numerai_1_0_10-all,Numerai-MLP_numerai_1_0_10-baseline,Numerai-MLP_numerai_1_0_10-high_autocorrelation_small,Numerai-MLP_numerai_1_0_10-high_autocorrelation_standard,Numerai-MLP_numerai_1_0_10-high_calmar_small,Numerai-MLP_numerai_1_0_10-high_calmar_standard,Numerai-MLP_numerai_1_0_10-high_drawdown_small,Numerai-MLP_numerai_1_0_10-high_drawdown_standard,Numerai-MLP_numerai_1_0_10-high_kurt_small,Numerai-MLP_numerai_1_0_10-high_kurt_standard,Numerai-MLP_numerai_1_0_10-high_mean_small,Numerai-MLP_numerai_1_0_10-high_mean_standard,Numerai-MLP_numerai_1_0_10-high_sharpe_small,Numerai-MLP_numerai_1_0_10-high_sharpe_standard,Numerai-MLP_numerai_1_0_10-high_skew_small,Numerai-MLP_numerai_1_0_10-high_skew_standard,Numerai-MLP_numerai_1_0_10-high_volatility_small,Numerai-MLP_numerai_1_0_10-high_volatility_standard,Numerai-MLP_numerai_1_0_10-low_autocorrelation_small,Numerai-MLP_numerai_1_0_10-low_autocorrelation_standard,Numerai-MLP_numerai_1_0_10-low_calmar_small,Numerai-MLP_numerai_1_0_10-low_calmar_standard,Numerai-MLP_numerai_1_0_10-low_drawdown_small,Numerai-MLP_numerai_1_0_10-low_drawdown_standard,Numerai-MLP_numerai_1_0_10-low_kurt_small,Numerai-MLP_numerai_1_0_10-low_kurt_standard,Numerai-MLP_numerai_1_0_10-low_mean_small,Numerai-MLP_numerai_1_0_10-low_mean_standard,Numerai-MLP_numerai_1_0_10-low_sharpe_small,Numerai-MLP_numerai_1_0_10-low_sharpe_standard,Numerai-MLP_numerai_1_0_10-low_skew_small,Numerai-MLP_numerai_1_0_10-low_skew_standard,Numerai-MLP_numerai_1_0_10-low_volatility_small,Numerai-MLP_numerai_1_0_10-low_volatility_standard,Numerai-MLP_numerai_1_0_10-optimizer
2015-02-20,0.048480744676690585,0.061803981328457845,0.060416769112176555,0.05312489892752748,0.0516409932875271,0.0400171449665081,0.05070699909827723,0.05563640407572749,0.05753100107281195,0.04803457516149355,0.05725129380840377,0.047772131822238474,0.05260761471147015,0.045328098528306854,0.06022876655110492,0.04189447803843938,0.05862828982016205,0.0485471078385179,0.04922388538144902,0.04141029621097849,0.07386346619088206,0.06449929144931499,0.04752837786984651,0.04553558239941372,0.04185757441861657,0.05794612719966019,0.056130405750523235,0.0693932182686523,0.059951118286944306,0.07006983742694897,0.06784342462072793,0.061080083961180885,0.05478065189588738,0.06552134749530945,0.05355538836391569
2015-02-27,0.024917981767916583,0.05290305503484902,0.031412235903288836,0.04222703578505312,0.05442838089573932,0.056504563246615895,0.05503455975494082,0.049963363838445,0.06731082762423497,0.04747131275782681,0.05393316359042558,0.05982819372182574,0.044681151291692596,0.06163060768048929,0.050812014241327114,0.03879544698889555,0.04684569191696124,0.02343564921469845,0.06221924133672557,0.0574851978339656,0.053930476487268716,0.04223525515941518,0.04852860881759183,0.0469824180481762,0.04777226831139127,0.03926837714449681,0.04386822355430712,0.04426164706944469,0.048467911899225884,0.04397507542101382,0.06324998249470551,0.04180784769258835,0.04897988408304691,0.04425042446214264,0.053023658204285964
2015-03-06,0.03843657589324249,0.06397510514660366,0.039244451034801384,0.05170730715035455,0.0527755743962495,0.055715586575484026,0.07445392381592256,0.06955076247854527,0.07198349691531575,0.061643197669546484,0.06659111880772936,0.058633611484147384,0.06193657067973929,0.06329695452036589,0.0622754887504011,0.04125628629206604,0.06059833116161657,0.05694907245452827,0.06543694415467409,0.06983581173630764,0.0641492753588651,0.0675861998530087,0.051024131243320905,0.058851913670532836,0.056236998991886715,0.03801222157121836,0.05519338889941806,0.07697617785430433,0.05909550121807517,0.07651821441869278,0.06832450098840301,0.059827520276163455,0.0711134292084269,0.04641025956588757,0.05008040618001854
2015-03-13,0.025322714403475718,0.04274604196362115,0.022381910810290236,0.03988937765903486,0.02977991399912575,0.02999418734730009,0.060484264443232245,0.05159372572733324,0.05382687785270192,0.05340115673896649,0.04195566343340766,0.04211185536119776,0.03686286472657965,0.03632192263294685,0.02853901230145674,0.030418652646540714,0.05138463261394993,0.0461557350112485,0.03329148528019542,0.050101033223457894,0.04285043126094889,0.054626046801826866,0.03219814178566479,0.04131786664686383,0.0321262464058378,0.037168812532874025,0.035954596893219413,0.060601055191248164,0.04210934373220818,0.059989630509095004,0.045420769578169935,0.050626277635905784,0.04700639235466008,0.03078943187612883,0.0296307860278689
2015-03-20,0.012868991875070034,0.0709799386353857,0.05449372971067891,0.0389291872588391,0.05477151993462315,0.05024272593457724,0.07408638682312454,0.04761200871806923,0.051073750405194206,0.035201229940434266,0.061145210157316734,0.051548934358089805,0.05387965064581117,0.051182614141604806,0.043722789169435484,0.04061563669271681,0.06215423309350159,0.04242893740565917,0.060899641096735416,0.05067051662291479,0.0657493954230953,0.046504758157651836,0.05433559574873766,0.054156345975854725,0.05456708760202455,0.04943078390051498,0.06562629806597585,0.050596845904740374,0.06428896337300101,0.0518539405161367,0.05566010454173306,0.04376986960716477,0.06435403135338437,0.04329687544207053,0.026256416012112576
2015-03-27,0.00014176368587687043,0.06656742888033068,0.04910150156363754,0.028056549540604037,0.04900318915082994,0.03821867695477887,0.05897416222340889,0.03986169775515119,0.04875717366949563,0.030687227155812027,0.05577142827930417,0.02784523255790777,0.04585891123596219,0.03110079574768654,0.041351388703433946,0.022468997163082222,0.05057478105986183,0.04082356514532349,0.05468420865531353,0.031914334871158585,0.05158853989844768,0.038094575117307856,0.042970651973207256,0.035829169535059345,0.048142134966159905,0.023762063285749674,0.057598569941818674,0.03883559125263555,0.058173283362953465,0.04003534654788459,0.042598033861707296,0.037498917557355516,0.059077476221605835,0.03364972870168878,0.015510854089359424
2015-04-03,0.02420695091122658,0.08534205622127973,0.05770143908895173,0.0380465935212845,0.0686350331772518,0.053970149192501364,0.06875119436435573,0.056656920179244924,0.061805128085235084,0.03949798717726424,0.07202141131359827,0.05475485838827129,0.06334162378738181,0.05181262596732202,0.05058656637883924,0.03805637715067961,0.07146188088962063,0.06209522046158537,0.06937563839289139,0.048618038026260725,0.07129664625983645,0.05036977357509997,0.06076262801968919,0.04320085795975733,0.07202871021171843,0.040692366441991396,0.0745556819183418,0.04314728094164123,0.07317883020061057,0.041127505006516886,0.06406405940557336,0.04162196653023177,0.07198615918863488,0.05531640765640985,0.031097887215184243
2015-04-10,0.025794778949497433,0.051909688562618704,0.04052432087570329,0.024051024721526714,0.040723399997414506,0.033529565677546946,0.045457504595813956,0.03859459498174981,0.04279530323468142,0.04064275059334405,0.044839603712237844,0.03362609823385306,0.03745594259234978,0.036691700820699356,0.04047667141899627,0.032002932598584236,0.05203914363048131,0.04800312670364389,0.045426971934234686,0.048937765399764376,0.04059957309212085,0.024851504753132296,0.03561118385258908,0.038951580393648676,0.03648151891295932,0.037942152097195175,0.044236660748728326,0.017620352735778978,0.0429849758293404,0.019757176430242232,0.044405669824944816,0.034802068320738865,0.04005892909466193,0.03399079391382747,0.02279317158767834
2015-04-17,0.03559751762143374,0.05223704727898482,0.03783386717641045,0.022335359098389598,0.03554507802268147,0.030108072957894454,0.04392391391103943,0.04493084620637932,0.053062203988344964,0.048728270483276985,0.042503904776405296,0.04045661377482499,0.031878906074824576,0.037571515850488915,0.045577447925497366,0.035333786306071376,0.06098610335770288,0.04308242701644144,0.050143679653108335,0.04780659086894962,0.04681391846449852,0.02476828048260728,0.03348383379453256,0.043381884725105756,0.041141088537486346,0.02997084067460999,0.04141938640805766,0.01970647921357125,0.04172206409208399,0.021540331848300173,0.05150112926642395,0.045309729973972555,0.04149605248810487,0.042760122815923035,0.04074595156092311
2015-04-24,0.03148259364730341,0.03582164252263282,0.03137262427885331,0.024906914846500317,0.020701924795318002,0.015680806023621065,0.04176480607122343,0.047943432743380386,0.04595756030950448,0.04046138610191578,0.021630470046863037,0.029873125407802775,0.01574137329748235,0.025552353977042235,0.031140296781390454,0.023010363846803626,0.05228974643357238,0.04860554316900031,0.04136897752386739,0.04036135833144791,0.032150821979373995,0.027687044485329843,0.019446071548664026,0.03446170819343986,0.023798961988290394,0.030059568606885877,0.0254180659304508,0.03334320194660261,0.02896247503262587,0.03260278231841458,0.04189924706547612,0.03826062220396131,0.027556427182608804,0.017665301928545613,0.03894307466852957
