,lightgbm-goss_None_1_2010_10-all,lightgbm-goss_None_1_2010_10-baseline,lightgbm-goss_None_1_2010_10-high_autocorrelation_small,lightgbm-goss_None_1_2010_10-high_autocorrelation_standard,lightgbm-goss_None_1_2010_10-high_calmar_small,lightgbm-goss_None_1_2010_10-high_calmar_standard,lightgbm-goss_None_1_2010_10-high_drawdown_small,lightgbm-goss_None_1_2010_10-high_drawdown_standard,lightgbm-goss_None_1_2010_10-high_kurt_small,lightgbm-goss_None_1_2010_10-high_kurt_standard,lightgbm-goss_None_1_2010_10-high_mean_small,lightgbm-goss_None_1_2010_10-high_mean_standard,lightgbm-goss_None_1_2010_10-high_sharpe_small,lightgbm-goss_None_1_2010_10-high_sharpe_standard,lightgbm-goss_None_1_2010_10-high_skew_small,lightgbm-goss_None_1_2010_10-high_skew_standard,lightgbm-goss_None_1_2010_10-high_volatility_small,lightgbm-goss_None_1_2010_10-high_volatility_standard,lightgbm-goss_None_1_2010_10-low_autocorrelation_small,lightgbm-goss_None_1_2010_10-low_autocorrelation_standard,lightgbm-goss_None_1_2010_10-low_calmar_small,lightgbm-goss_None_1_2010_10-low_calmar_standard,lightgbm-goss_None_1_2010_10-low_drawdown_small,lightgbm-goss_None_1_2010_10-low_drawdown_standard,lightgbm-goss_None_1_2010_10-low_kurt_small,lightgbm-goss_None_1_2010_10-low_kurt_standard,lightgbm-goss_None_1_2010_10-low_mean_small,lightgbm-goss_None_1_2010_10-low_mean_standard,lightgbm-goss_None_1_2010_10-low_sharpe_small,lightgbm-goss_None_1_2010_10-low_sharpe_standard,lightgbm-goss_None_1_2010_10-low_skew_small,lightgbm-goss_None_1_2010_10-low_skew_standard,lightgbm-goss_None_1_2010_10-low_volatility_small,lightgbm-goss_None_1_2010_10-low_volatility_standard,lightgbm-goss_None_1_2010_10-optimizer
2017-01-20,0.0132367941316228,0.03668411206082309,0.0357380017272246,0.018180398945642638,0.019765218343992162,0.013848881037352554,0.017494553908591566,0.008300127710324415,0.02298116337037558,0.01083037853428117,0.017077647006808184,0.01205545735348694,0.02478936884743033,0.013830780882427075,0.022215074313154958,0.014525072658443343,0.01787179130416331,0.007338858649157406,0.03177783866415548,0.0022513576034800882,0.03858093272751891,0.018870769021425052,0.02980175425016696,0.018837283734812908,0.021401019845381796,0.006394332231296479,0.030870115894643006,0.018369847233862577,0.03236986456484282,0.01807119467759227,0.015817725389370877,0.008454129861815313,0.032985269832308914,0.018176477245408787,0.01432536761576564
2017-01-27,-0.011509236034249396,0.016831874475374854,0.013041208163208813,0.0025057212560367246,-0.0036477450018485916,0.005570712556027682,0.003649839085992854,-0.008199835199136427,-0.0011852516256467907,-0.008826115935706732,-0.0008412235162339172,-0.0005248672330129421,0.007879589902504697,0.004370951918810009,-0.007192431148312202,-0.007831874699503524,0.008170518021116888,-0.011207538340038192,0.006582753507457039,-0.014211502044968096,0.010755066587440834,-0.007692618103910749,0.008533093732950284,0.003747812308456076,0.0048128036732472445,-0.007141574819094645,0.010009423054648154,-0.014265649077840902,0.013299229245268458,-0.01177114612971981,-0.0018706154505727804,-0.0196833439138993,0.020248148323091925,0.004152269703174516,-0.006826265577945806
2017-02-03,-0.010633683056156846,0.04009060659774653,0.02777831983968728,-0.000899254538230993,0.013962939379973779,0.005365569423408711,0.024495152448143098,6.400414626907206e-05,0.03013703245422556,0.0004055082670124948,0.01810023875831424,0.006037427116765058,0.02505386924646864,0.0076952906128076965,0.01219342172865108,0.0005046738083863946,0.025016403404750174,-0.004005053877512722,0.03504936926462325,0.000643089279179662,0.02481718027815192,0.002789792805263375,0.029144633670611146,0.0033899896426343857,0.012718984230535293,-0.003729412327726785,0.03279294434493543,0.003763756015968723,0.03130992144357904,-0.0011686517810638533,0.016482219887591257,-0.005499376000974703,0.042726893337409685,0.018787112523152995,-0.004357262524461429
2017-02-10,-0.0009809520001517768,0.019732121334423883,0.004376503741851844,0.006511774268450266,0.010301367806870158,0.005325348083369886,0.01707867908586876,0.002384345873828749,0.016894783027181292,0.0066105442483582215,0.013448214959522772,0.00802506086752032,0.01167257987027684,0.015594756534879472,0.0004688607980164469,0.0038848783914091677,0.014307484124067245,0.003871976006646416,0.019594347508058586,-0.00027339708402446375,0.006685585704564568,0.0018888646382845449,0.013089617645082213,0.004806434930670336,0.010669753137337624,0.007453500052857834,0.017144525739140718,0.0024795565751814384,0.0177715519779557,-0.0050139112097862815,0.015605286067272047,0.006875710500723681,0.025471457919127437,0.013256755433905414,0.02010065488254164
2017-02-17,0.013316430223087134,0.021041715060373712,0.018949158498064805,0.021075737272266165,0.030461888202106453,0.019551479136585566,0.02880124439390822,0.026390034650974434,0.0370599898460349,0.026789852214865757,0.02662915431376892,0.024266865518586013,0.02256204461211579,0.023890470711496643,0.032976128425909516,0.016461750672876616,0.030353965626462073,0.030368197174898703,0.02407814925650459,0.021672869325419397,0.029045552642070233,0.02367240188076467,0.018755550141208284,0.011365373879604117,0.015430852882998872,0.022326334591134252,0.03357474293202487,0.017587377207035633,0.03477241668014427,0.01957060277979726,0.032144917050033105,0.022880030772496545,0.023467823371988238,0.015285572492708375,0.026095471247395627
2017-02-24,0.014951614294534355,0.025906496118584494,0.01919243795529666,0.015881527348971552,0.0397940211221812,0.027799237431459175,0.02474898651363525,0.023455747582376864,0.033231373505104515,0.023767740365038054,0.03288875838673409,0.024279296098770754,0.034264248615839626,0.029614979211631375,0.026336318214893833,0.015825904169132477,0.025616915226709253,0.02063923236706821,0.015472046067603084,0.016722532076059646,0.028521007363466667,0.02632892151544714,0.024375009389610867,0.023050260518709596,0.018692864874667557,0.015793358691567064,0.03162510625326245,0.01706425959049647,0.028333131197520893,0.020635681951333796,0.02729788914296286,0.016424445088358233,0.026772427614270358,0.006367596652667601,0.01394063341416146
2017-03-03,0.025319266634493444,0.04705531100408002,0.04012498534818623,0.030341248001197665,0.04509285752689267,0.04039051844787015,0.04641433069317092,0.04879100674364572,0.04472441376447727,0.04805470896473313,0.044460649902548006,0.04339497902830287,0.04233815434283121,0.04162942718559597,0.030858897480925764,0.042533655114725094,0.046174893850368756,0.04503535729986506,0.048166613252717594,0.04956534313428425,0.05284005478174674,0.05011380683823998,0.03585832106625761,0.03375145377337395,0.035871000603499584,0.03583104531753938,0.05045069919402999,0.04584153997008812,0.04985859429212511,0.04494925439580319,0.053990206758778636,0.041514869040979396,0.046177990016439484,0.029330423497348077,0.03737190396539991
2017-03-10,0.0095224312143491,0.04327800603965211,0.03855057609028455,0.021959190787930145,0.03884798072835735,0.02918210771547589,0.0360708704532587,0.03108656432161048,0.025377047278787136,0.015635600591059055,0.03569848487504391,0.026446785237057114,0.026451675298370714,0.027758803505864734,0.03354181965206831,0.025424762422513805,0.04095663444025399,0.022575783064472783,0.043508505527574556,0.021574802331945628,0.039505619883199054,0.03383033326957093,0.03450708811863856,0.02686451502017984,0.02194022327738041,0.023177853340750773,0.047129521838460385,0.034033344905923614,0.036339527458154566,0.031847487498742506,0.030084546303350126,0.008118835433668512,0.03557771517896552,0.022550295472171564,0.014245637708586082
2017-03-17,0.030410887204061123,0.052139882723699564,0.03411564762522947,0.021369481223461273,0.034166025393846874,0.0361424294658806,0.03930721702987424,0.033934819505617504,0.025613771295628807,0.025400736860595716,0.0310848560616346,0.03048002736744217,0.026147391530954404,0.03559049004196687,0.04250716561712576,0.03487737130555583,0.038299366186742664,0.038108787531269256,0.05150764889418599,0.03226733013792088,0.049802634736962115,0.04588469214536882,0.043885389087599896,0.034009721349280285,0.03832226517247785,0.041943259626473,0.042619739985707755,0.03702115957654414,0.04303635379069618,0.03804998884531698,0.049977996647076,0.04415471070692398,0.04352314190680853,0.04330715276393864,0.043427557108288155
2017-03-24,0.034765796628721146,0.058142330783356816,0.05021410393221167,0.03329216435593012,0.040055138830641726,0.043069060368382,0.04827724218864175,0.04409601754427075,0.03996562801260064,0.03541449368647225,0.03969416558080009,0.03713819955401963,0.04197354171484475,0.03730506178274105,0.04975922489781303,0.042418458825140636,0.04703654314119498,0.040908055332499686,0.051493771682766386,0.05359427267961272,0.053037869918696086,0.032899547347173805,0.05104167612716113,0.044319281843279955,0.050650231109475724,0.045251307742424626,0.045610083509008296,0.02715371462313206,0.04720721434089691,0.026956087628799107,0.0529865953093436,0.04031810432717815,0.050748971357200245,0.05507757387873873,0.04859470526997571
