,Numerai-MLP_None_1_2020_10-all,Numerai-MLP_None_1_2020_10-baseline,Numerai-MLP_None_1_2020_10-high_autocorrelation_small,Numerai-MLP_None_1_2020_10-high_autocorrelation_standard,Numerai-MLP_None_1_2020_10-high_calmar_small,Numerai-MLP_None_1_2020_10-high_calmar_standard,Numerai-MLP_None_1_2020_10-high_drawdown_small,Numerai-MLP_None_1_2020_10-high_drawdown_standard,Numerai-MLP_None_1_2020_10-high_kurt_small,Numerai-MLP_None_1_2020_10-high_kurt_standard,Numerai-MLP_None_1_2020_10-high_mean_small,Numerai-MLP_None_1_2020_10-high_mean_standard,Numerai-MLP_None_1_2020_10-high_sharpe_small,Numerai-MLP_None_1_2020_10-high_sharpe_standard,Numerai-MLP_None_1_2020_10-high_skew_small,Numerai-MLP_None_1_2020_10-high_skew_standard,Numerai-MLP_None_1_2020_10-high_volatility_small,Numerai-MLP_None_1_2020_10-high_volatility_standard,Numerai-MLP_None_1_2020_10-low_autocorrelation_small,Numerai-MLP_None_1_2020_10-low_autocorrelation_standard,Numerai-MLP_None_1_2020_10-low_calmar_small,Numerai-MLP_None_1_2020_10-low_calmar_standard,Numerai-MLP_None_1_2020_10-low_drawdown_small,Numerai-MLP_None_1_2020_10-low_drawdown_standard,Numerai-MLP_None_1_2020_10-low_kurt_small,Numerai-MLP_None_1_2020_10-low_kurt_standard,Numerai-MLP_None_1_2020_10-low_mean_small,Numerai-MLP_None_1_2020_10-low_mean_standard,Numerai-MLP_None_1_2020_10-low_sharpe_small,Numerai-MLP_None_1_2020_10-low_sharpe_standard,Numerai-MLP_None_1_2020_10-low_skew_small,Numerai-MLP_None_1_2020_10-low_skew_standard,Numerai-MLP_None_1_2020_10-low_volatility_small,Numerai-MLP_None_1_2020_10-low_volatility_standard,Numerai-MLP_None_1_2020_10-optimizer
2018-12-21,0.03498363684636648,0.07267622439505755,0.0724520115419575,0.06397647162088611,0.06645579744542193,0.04999334611803113,0.054571455116848154,0.05843100186628155,0.06910397844024545,0.0651097495907017,0.04648743652468562,0.05360935175647256,0.057506782678726914,0.053356532888871475,0.07194761084096987,0.06083656952577415,0.06452865276841117,0.04872368512606004,0.06081662234906431,0.05806468510949437,0.06287257321366636,0.061684247221302745,0.07334716042546989,0.0595013457204313,0.056676887350032665,0.0528893978435975,0.06281798907894882,0.06053442391886738,0.0756058302719833,0.057727593286026245,0.06204267788497206,0.05298356707318105,0.06441809283548473,0.06952379692681247,0.03695392309161009
2018-12-28,0.06484766964127431,0.0887504096408665,0.0828824299102608,0.06423824343547956,0.08311601222767043,0.07370640327494711,0.0753403923450711,0.08431824674832712,0.0840296856141868,0.07882020976786344,0.07959177689079623,0.08066603812053176,0.07929296546879082,0.07877579185378158,0.08408295604960668,0.07498038981065923,0.09156768518718726,0.0797202161038931,0.08046507035542004,0.08155470701695317,0.08085458129429192,0.07884909694275578,0.08090210535621165,0.06489876577320766,0.08080985276542622,0.06488478810793714,0.07914619998345035,0.08070750519416763,0.08583435750800306,0.07575537369621374,0.09077577279591627,0.07969940491337925,0.08733027830673268,0.079940131370816,0.06406181423828722
2019-01-04,0.04343766358468193,0.09205086990732607,0.08317200666565437,0.05324669283455415,0.08524544489347566,0.06088146160635774,0.0721226004538296,0.06303094242230724,0.07727522144573386,0.06329794328164123,0.07058316394467636,0.059408775312037976,0.07457532238496237,0.05998087576121427,0.07805314796338746,0.05682596015477955,0.07529253873042402,0.06239271124985046,0.07758310874756452,0.06187047987068897,0.07951747112174196,0.07119429236169032,0.0869080053487835,0.06226153391350712,0.08331061790063349,0.04893394751560141,0.07151503411324525,0.07375310222127072,0.07900298338699278,0.07119831905678468,0.07767200578541704,0.062100620982620786,0.08482744296810295,0.07356431217050036,0.049781411960076925
2019-01-11,0.036782788244228634,0.07818227042878347,0.0762562016334557,0.0544404383776066,0.07263427717507528,0.061453613982587536,0.0535198966470525,0.05206301257265303,0.05419347501183024,0.049345032431320913,0.056449647490338525,0.05674394422055742,0.059346203506612925,0.05579881372925394,0.0646415468137418,0.05828950151340923,0.05762529761366719,0.053550325238479836,0.07178919220407075,0.05116137345192505,0.07099958562450698,0.06576048910759226,0.0785288178457151,0.05234762747832687,0.07530062091883374,0.054189940377472504,0.06650476015952439,0.0675273452471883,0.07050120218006846,0.07040776488922092,0.06161543876426925,0.05496955777298183,0.07503214238740173,0.06448679130077553,0.038509533967852276
2019-01-18,0.05072259442705515,0.06688381937896205,0.06763401118730078,0.05612186191213197,0.06595050716276767,0.04656666912352977,0.046975697567861546,0.03976471166775245,0.043860057205431915,0.04727476223469578,0.045755206994186184,0.045021808411211124,0.05598873979376673,0.04644627642431699,0.05158589443198335,0.05269795489311932,0.046307939845094175,0.05202160864658646,0.06285020344991933,0.05543800070730431,0.07289448199366733,0.06537952369885798,0.07301717519031725,0.0581203807190638,0.0631287170063147,0.061933378537952534,0.07096927237173381,0.07043954449519763,0.06246985454030443,0.0653970074793806,0.050060357898137064,0.05264289632112265,0.06320877431712878,0.052063017600455834,0.04389303100203159
2019-01-25,0.038721693537696805,0.05491429428748633,0.054735030449848274,0.05397317966321221,0.056840010780513144,0.04275924100827452,0.0411065374226362,0.04440178453088644,0.04985050317970063,0.04377540125126996,0.036214928896439846,0.04299815642974537,0.04855217027719747,0.04326124048599128,0.04708758179789763,0.03518814676937129,0.03526604058590753,0.04554094311264164,0.05121857106024907,0.05082356012500801,0.055454085819493994,0.06322360916811107,0.06861075167737091,0.0542031665444477,0.05625349805125812,0.05912186857204794,0.06030105164451344,0.06322992072241539,0.052485500131579495,0.06096622789204911,0.048954878229882835,0.05960016123603623,0.05620516078170798,0.04582634851947595,0.029945400307366348
2019-02-01,0.046020156134786404,0.044230639160828936,0.04651330172856693,0.055644106908826874,0.05225882463658548,0.04127291860089418,0.04163874129113548,0.03977026230453521,0.040505444432338354,0.047204658943919967,0.033363213875954194,0.04113929106082706,0.042176019340611354,0.040475612737547746,0.034344430599968376,0.03886362481749748,0.0381870296779171,0.03840092600499807,0.03562504067324689,0.04870869918488265,0.04842329905327781,0.05342226073341848,0.056242432292487626,0.05905045589336891,0.04891383052947362,0.05542636629118012,0.04622636388073578,0.04954675452822653,0.04788494460244352,0.046316166508352824,0.04356426954973223,0.06189461582556864,0.041296753202402135,0.047994276226134815,0.0401756043017929
2019-02-08,0.04692087315717423,0.035359997816292156,0.03748278595231149,0.03907614727435185,0.04267791360193221,0.0404336603311395,0.04161613456443344,0.03456177747652467,0.04669041307030521,0.046633298379437874,0.02834289593399875,0.040976788712217625,0.038022065634544105,0.040526490947293194,0.029883914951740226,0.033689200474271035,0.02902226825420784,0.03959218081555762,0.04251826957382054,0.037748500120605384,0.04379526785076014,0.05416104542534415,0.045621552426930674,0.06193587893713208,0.03464321594409559,0.040352683707430004,0.0359650130755969,0.04636558288774431,0.03838430516988332,0.05045875108391911,0.039862359474512284,0.05434840008514346,0.037880433517029403,0.04137628365238138,0.03516971794616109
2019-02-15,0.04069583837572971,0.03726271642997918,0.04118654802535282,0.04984739649504008,0.04161943666956747,0.03630113440615015,0.03727040514308975,0.02861417005149358,0.04814121549768248,0.04630324566618917,0.04085807550526666,0.03457834524766458,0.04136231773062362,0.034363208049349725,0.04493199591824526,0.04550328590519288,0.03853862278033249,0.0319141194000557,0.044499261053300314,0.04152640021139698,0.04980864411907486,0.05459871459106154,0.04907773125017529,0.05353917542280612,0.04885229084079032,0.049945046331301625,0.04094003985601849,0.053240689860312086,0.0418427241691766,0.05608791303886782,0.04455016199157207,0.05418135765308686,0.03641185548033647,0.04719993258782885,0.04722853553199366
2019-02-22,0.027489736373106408,0.01262444096500631,0.01765271119533794,0.028406662576490396,0.012681585568313454,0.025417781165995818,0.024495785677185185,0.007602929644360064,0.0291223535099074,0.03275334440777758,0.010829299396357676,0.026075098509651368,0.017336418507656975,0.024464294661656012,0.02600735442258615,0.028773033659598247,0.016898002125606725,0.02031792641207643,0.021740552240446184,0.03329099589242223,0.02759404076112748,0.040354507482973784,0.028873036835742154,0.04076358345543344,0.02467013837291995,0.025833155341561283,0.02171751003396141,0.03620537416861605,0.021518118140513198,0.03958950622767941,0.014526037390064417,0.029885050544553288,0.012309069896809672,0.021883260305941867,0.03908534274979262
2019-03-01,0.014146462578541746,-0.001943001083172569,-0.001471821390329844,0.011510378337288553,-0.0010944470624780515,-0.0037303775244615363,0.002856757493277351,0.005200968680633759,0.008425719966310983,0.013664057009482637,-0.0003087887735641367,-0.0033663819930739285,0.0009051447814733566,-0.0038700091013520897,0.00702786640470841,0.013591165635643295,-0.002220418875245285,0.005922347234811712,0.013848284574587135,0.011625712789566,0.008249027585421948,0.023714147401669095,0.007591159869631432,0.02163582057162962,0.010755168343775882,0.012895468219505763,0.006370152468187589,0.01876722207458512,0.008564890205392427,0.020261956576100745,-0.0025814926005085187,0.010315205853154864,-0.0059048163980655426,0.010896952830442288,0.010187569059301174
2019-03-08,0.00012523663345103206,-0.003855615413276211,-0.007557182751381467,0.003441025595297226,-0.0008174846419762349,0.0014527294580339441,0.005827724479914928,0.0049545532952971925,-0.0014838643539197322,0.0017203966226639715,0.005710774995368813,0.0029083245656892154,0.009050883254001425,0.0024425403272387083,-0.002875021070089995,0.00943286660352552,-0.00490792840145828,0.0077326844281903825,0.010213562500363092,0.0068763973413415716,0.006140312638608998,0.014728122403801724,-0.0009121285294698437,0.012217813335518078,-0.0030748420436853227,0.001644185832734582,0.01348288146834991,0.010298912389084819,0.007658332438015376,0.010468992566610128,-0.0072504807919095676,0.0026902253945091975,-0.004582948244401685,-0.0035626220792292643,0.0004077741961160493
