,lightgbm-dart_None_1_2010_10-all,lightgbm-dart_None_1_2010_10-baseline,lightgbm-dart_None_1_2010_10-high_autocorrelation_small,lightgbm-dart_None_1_2010_10-high_autocorrelation_standard,lightgbm-dart_None_1_2010_10-high_calmar_small,lightgbm-dart_None_1_2010_10-high_calmar_standard,lightgbm-dart_None_1_2010_10-high_drawdown_small,lightgbm-dart_None_1_2010_10-high_drawdown_standard,lightgbm-dart_None_1_2010_10-high_kurt_small,lightgbm-dart_None_1_2010_10-high_kurt_standard,lightgbm-dart_None_1_2010_10-high_mean_small,lightgbm-dart_None_1_2010_10-high_mean_standard,lightgbm-dart_None_1_2010_10-high_sharpe_small,lightgbm-dart_None_1_2010_10-high_sharpe_standard,lightgbm-dart_None_1_2010_10-high_skew_small,lightgbm-dart_None_1_2010_10-high_skew_standard,lightgbm-dart_None_1_2010_10-high_volatility_small,lightgbm-dart_None_1_2010_10-high_volatility_standard,lightgbm-dart_None_1_2010_10-low_autocorrelation_small,lightgbm-dart_None_1_2010_10-low_autocorrelation_standard,lightgbm-dart_None_1_2010_10-low_calmar_small,lightgbm-dart_None_1_2010_10-low_calmar_standard,lightgbm-dart_None_1_2010_10-low_drawdown_small,lightgbm-dart_None_1_2010_10-low_drawdown_standard,lightgbm-dart_None_1_2010_10-low_kurt_small,lightgbm-dart_None_1_2010_10-low_kurt_standard,lightgbm-dart_None_1_2010_10-low_mean_small,lightgbm-dart_None_1_2010_10-low_mean_standard,lightgbm-dart_None_1_2010_10-low_sharpe_small,lightgbm-dart_None_1_2010_10-low_sharpe_standard,lightgbm-dart_None_1_2010_10-low_skew_small,lightgbm-dart_None_1_2010_10-low_skew_standard,lightgbm-dart_None_1_2010_10-low_volatility_small,lightgbm-dart_None_1_2010_10-low_volatility_standard,lightgbm-dart_None_1_2010_10-optimizer
2017-01-20,0.04609656955644844,0.06425110067201337,0.056034157949030675,0.045649344895164874,0.05032959245501909,0.04834641881368473,0.046602167217366666,0.046856625228693945,0.05282047544201293,0.040279481432650165,0.053693355413293856,0.052995896110165634,0.059916792015168995,0.05497816474375366,0.053634831579034814,0.04388382561680937,0.05554469959292101,0.04462834532274379,0.0625105442159893,0.04728816308904209,0.0677114728991996,0.0508745579529002,0.055324179372079,0.04841248437916274,0.05438161380433497,0.0460825419363812,0.05881600092645145,0.04977512437580208,0.05921043346920241,0.055993885104321454,0.038518487193026016,0.04276810190027835,0.06650238255017799,0.0575387333272106,0.04205239160760025
2017-01-27,0.02395572430049056,0.0595376545178799,0.04946720354272171,0.044221223606492,0.04644319646098254,0.03989110632849491,0.047019368755529686,0.041426967470865064,0.04563712364288428,0.026454714571777924,0.05116131761542182,0.04118958807537019,0.05778056801796439,0.0439676898475986,0.04555784760028045,0.03382589075954596,0.05470346094542456,0.03780016331045901,0.05732166443549539,0.042792011178039824,0.05523565747294235,0.04465649395361871,0.05334365244861041,0.040795002791617525,0.05106917791307471,0.03617365824013052,0.05861879998542076,0.036533691135503,0.05930580916217442,0.04235479632420773,0.054076432321659845,0.037875999071968716,0.06349906308360075,0.04041746933589659,0.030936353795355555
2017-02-03,0.016318827188985665,0.0660472987693941,0.054683403086781414,0.03578485941931098,0.056326101837366555,0.037040857160730425,0.06266823626604441,0.04034558227866026,0.05650584867323021,0.034920766276184824,0.05407770531233271,0.03800248043150468,0.06034698949322463,0.039700634574792185,0.0596131347522627,0.028958493853819333,0.06357247138244035,0.028587106264086178,0.06332329380021748,0.03651440261499578,0.05757659864170831,0.04672533122303164,0.06624637282413409,0.04484802493978079,0.050700873316492305,0.034857877184728804,0.06634197019010624,0.044211551652491875,0.0627290439218494,0.03897837640388597,0.054883369583255064,0.033528434499623144,0.07159551377329719,0.03955047385996813,0.025669825525197417
2017-02-10,0.04501486325286409,0.06124902967623225,0.04645058724008452,0.0580268441344601,0.061115111494224376,0.04525348321933838,0.062168213036756355,0.04643560860949787,0.05668440290604168,0.04845090178813006,0.06150559401238898,0.04485425080805886,0.05545748992739542,0.04998391272252701,0.055529120408319636,0.04927487477366838,0.0575202401534308,0.04803847038554149,0.06488483239404419,0.05317139497201862,0.052279054177565065,0.04370786650672492,0.060577215522563545,0.05654425631292909,0.06071751041894927,0.056187586941039265,0.06237079530785881,0.04335297677411276,0.05972773437404597,0.04212561888564708,0.06654049013532383,0.04557841569077729,0.06392026790557383,0.05182168688321655,0.05802402637227055
2017-02-17,0.03385181339065034,0.05611521816336158,0.05157913415731274,0.05600959307998838,0.060907321176333046,0.04660609745049095,0.0636236197388769,0.04426723141211001,0.06440931980881535,0.04678221286239415,0.05745958032226537,0.048103819678149105,0.05536161289023348,0.04429969713198107,0.07212622870327695,0.05092789257104112,0.056992755884484936,0.04703497109244042,0.05815381304443929,0.039905558306878065,0.05410538225010922,0.041280533429270336,0.050005213847400205,0.047992042724803174,0.05627806531143341,0.04668896657107503,0.061402312220394266,0.03954502574648367,0.05789912762554222,0.03858335850993822,0.06994895003777013,0.03358467536687127,0.05410286208007357,0.037512879225971144,0.05173405049185724
2017-02-24,0.027951313572083,0.06395164186035548,0.05707936805913912,0.03528750801729399,0.0716289717387461,0.04738599343425858,0.06054043166423189,0.047777722636954977,0.06508008198264029,0.04756114727715608,0.06438109388492852,0.047621060542674204,0.060195301668049594,0.05191602804338627,0.0639713167355822,0.038796502234801286,0.056888089411447844,0.04644202665087266,0.05841462024325467,0.04622116120539465,0.062054831908946145,0.05493314174768902,0.06147300753046993,0.057724064382912166,0.05389582861728591,0.04469374276965421,0.06182730943396612,0.043468257605327465,0.059643951691293697,0.04855481988082371,0.06971337451604367,0.046281370338890654,0.061312647086465805,0.039604073880390354,0.04125575686683508
2017-03-03,0.0351792286414135,0.07554158713584115,0.06444876087270417,0.0369775113825823,0.059664594547526956,0.053853090832789684,0.06724445139808272,0.05348877529180193,0.05911554109765299,0.05393742449909685,0.06283551091338065,0.04962431772610745,0.05962449182508715,0.05027687158463111,0.06106833726939855,0.05118655466350391,0.061193658277022826,0.0575552208344908,0.06924560673512331,0.055855573098146295,0.06774057515179534,0.05940893969197338,0.05866954574699009,0.0510568105614929,0.05754549002683995,0.04132025288796286,0.06289964578198831,0.0513146769642398,0.06351430846526561,0.052242937039536905,0.06397327822612965,0.04389508356696358,0.06785085763850474,0.03977054805132883,0.05149469690578014
2017-03-10,0.04535383684691737,0.07436479280340243,0.07081608973950215,0.04485282783778719,0.06296146580044444,0.056741159625863666,0.06863186235275898,0.057894621361169595,0.05404051212766863,0.04609697798290903,0.061670934164681446,0.05043935242938956,0.0555390936447741,0.05113374113592136,0.06998789117338898,0.04958003529128075,0.07124952699229892,0.06358368905668152,0.07045852252890437,0.05010623552535982,0.06810403209824205,0.061738505921014854,0.06591743377268006,0.059340301305882436,0.06365289083345281,0.05042423769442023,0.07289614400189798,0.059825899212690936,0.06686136378988188,0.05688045228146332,0.05269663436848449,0.04606852671708444,0.06272363100019188,0.04557077774882998,0.039942465360547706
2017-03-17,0.0349428180841409,0.07089910128573167,0.05990965609890295,0.03271777534764064,0.04557385688093773,0.04573282016255744,0.06280763354523373,0.05465175350332205,0.049124381553025266,0.03484989252267362,0.057104308743255665,0.04035347907488418,0.05044380633754712,0.04355121163125811,0.0578095975038992,0.042191455084763976,0.0615759635834648,0.059892518793449485,0.06519016220943528,0.046627210224756,0.05947295028062426,0.05631924287101863,0.06144344493698444,0.048755781750384794,0.05944177811294605,0.04402662412219881,0.06682574073249446,0.05099545029067717,0.06535267114045912,0.052004630752335294,0.06282462311529535,0.04891991577071887,0.060713484365903646,0.047818991630728204,0.05120523454708977
2017-03-24,0.04718480001166567,0.07600962783769499,0.0726980201332853,0.054227147857906506,0.05772129273695394,0.05529014375922588,0.07197783162020832,0.06380670987379314,0.06535769355726445,0.04460744514784104,0.058795276054563084,0.060598970312700375,0.06376070922425972,0.05799407365870924,0.06922716857677225,0.0612185140925625,0.0644186357116943,0.05462650381532058,0.07047284858627038,0.06687395700525998,0.06410483510245697,0.05193136384886902,0.06987396114903313,0.06379000900103263,0.06421881123410343,0.06445233045498311,0.06960249871723259,0.04682016428972743,0.0687558816673808,0.04784433798682275,0.06507275322814839,0.04649435077201322,0.07126819102676968,0.06746332201504608,0.0730398020293407
