,lightgbm-gbdt_numerai_1_20_10-all,lightgbm-gbdt_numerai_1_20_10-baseline,lightgbm-gbdt_numerai_1_20_10-high_autocorrelation_small,lightgbm-gbdt_numerai_1_20_10-high_autocorrelation_standard,lightgbm-gbdt_numerai_1_20_10-high_calmar_small,lightgbm-gbdt_numerai_1_20_10-high_calmar_standard,lightgbm-gbdt_numerai_1_20_10-high_drawdown_small,lightgbm-gbdt_numerai_1_20_10-high_drawdown_standard,lightgbm-gbdt_numerai_1_20_10-high_kurt_small,lightgbm-gbdt_numerai_1_20_10-high_kurt_standard,lightgbm-gbdt_numerai_1_20_10-high_mean_small,lightgbm-gbdt_numerai_1_20_10-high_mean_standard,lightgbm-gbdt_numerai_1_20_10-high_sharpe_small,lightgbm-gbdt_numerai_1_20_10-high_sharpe_standard,lightgbm-gbdt_numerai_1_20_10-high_skew_small,lightgbm-gbdt_numerai_1_20_10-high_skew_standard,lightgbm-gbdt_numerai_1_20_10-high_volatility_small,lightgbm-gbdt_numerai_1_20_10-high_volatility_standard,lightgbm-gbdt_numerai_1_20_10-low_autocorrelation_small,lightgbm-gbdt_numerai_1_20_10-low_autocorrelation_standard,lightgbm-gbdt_numerai_1_20_10-low_calmar_small,lightgbm-gbdt_numerai_1_20_10-low_calmar_standard,lightgbm-gbdt_numerai_1_20_10-low_drawdown_small,lightgbm-gbdt_numerai_1_20_10-low_drawdown_standard,lightgbm-gbdt_numerai_1_20_10-low_kurt_small,lightgbm-gbdt_numerai_1_20_10-low_kurt_standard,lightgbm-gbdt_numerai_1_20_10-low_mean_small,lightgbm-gbdt_numerai_1_20_10-low_mean_standard,lightgbm-gbdt_numerai_1_20_10-low_sharpe_small,lightgbm-gbdt_numerai_1_20_10-low_sharpe_standard,lightgbm-gbdt_numerai_1_20_10-low_skew_small,lightgbm-gbdt_numerai_1_20_10-low_skew_standard,lightgbm-gbdt_numerai_1_20_10-low_volatility_small,lightgbm-gbdt_numerai_1_20_10-low_volatility_standard,lightgbm-gbdt_numerai_1_20_10-optimizer
2018-12-21,0.05619320697213895,0.12392570178295532,0.0997324817049697,0.08253492279557535,0.11370849426109098,0.07416654096334042,0.08073921300386183,0.07058146118026294,0.10577276514539902,0.07561402562365473,0.07853883839470975,0.07523982277374973,0.08451711549513417,0.0779620711921702,0.09797728478378305,0.0700534021999218,0.07439616543941847,0.06522216507494999,0.11383343471676174,0.07592931471909128,0.08211958855803618,0.07347921382787442,0.11396796218759538,0.0740604652794417,0.10864685951365698,0.0741266466099208,0.07930951071038184,0.06912067840214207,0.11603891209204893,0.06641451142851092,0.08830414111373883,0.07793300088812799,0.11019763653088722,0.08909986337225578,0.051124923165801625
2018-12-28,0.062408722358960174,0.10326784579842253,0.09694706732024344,0.06532275495308013,0.1035900303937548,0.07351692825683562,0.07815611536012176,0.07580118937682263,0.09873108333093773,0.07548296453083045,0.0916902227193922,0.08027404226338958,0.09258743352236777,0.0792626805273714,0.10045577191792819,0.07672899573600153,0.07789178217911702,0.08488108073655352,0.1028002923059703,0.07996963977527599,0.0820551074336378,0.07423833109218643,0.0969633745963924,0.06559749372934186,0.09964693102094067,0.07358743781275581,0.07938754767045471,0.0767847510896917,0.10441176180426957,0.06981160450101223,0.09170249200335186,0.07197503647010517,0.10476617327257325,0.09094008801654084,0.06047700901857406
2019-01-04,0.04393557992038895,0.07818254465344439,0.08016329106572281,0.05796009431539621,0.08225624327746289,0.04708801756061171,0.05214755994668087,0.05550845649448111,0.05953917828394014,0.05673474002360342,0.057878631176179474,0.05000257044449047,0.0639871276343306,0.04673645610429601,0.07245139559557326,0.05233975720099266,0.06077676753390427,0.06213562225536405,0.07534116881733285,0.059199232294242767,0.07528959614554738,0.0720544563830019,0.08462688257782594,0.06254045998523593,0.0891826234584348,0.057929119737747246,0.07195301464120155,0.07324388016472187,0.07761098586744859,0.07406594545552524,0.06765049093287294,0.05983064905961682,0.0713954722435203,0.06624641332804564,0.06595246458615701
2019-01-11,0.035849798453545134,0.07806785588779688,0.08865170328671639,0.06176850379993398,0.0789949285416701,0.04039349408051716,0.043519647650288644,0.050955135221139806,0.04863057525179738,0.05071247488849458,0.055414768022299894,0.04489692561176202,0.06249863631443523,0.04422949443717168,0.07830798003823491,0.06699038818432418,0.0562449460571001,0.06378555058015475,0.08298860432662991,0.049732612772632634,0.08720834303072908,0.07599125773638139,0.08146656003624464,0.06300470374660794,0.10216368835775264,0.07523638278137611,0.08004717382198795,0.07860396724575532,0.07879038078818643,0.07962532289538181,0.052954508829571964,0.053637615339140056,0.07966374283405266,0.06287376859561766,0.05390870642640171
2019-01-18,0.026007736993376985,0.05515741701843556,0.06109231667491717,0.040940572591146404,0.049207180081932464,0.018317940893341468,0.023127514202019438,0.02791300897085487,0.015449067222674067,0.020060797751753987,0.02734509283686142,0.01799203708974006,0.039602756648174496,0.0171477545302926,0.03803075006609705,0.03570970151847167,0.030469628456048167,0.032189787073080435,0.04815723305160053,0.0411195512917595,0.05925667308653811,0.04925702419307151,0.05641264478819232,0.04548175453215259,0.052078814349524515,0.050834551968998234,0.04784927312800917,0.05727349092918749,0.051647701129795755,0.05105432615749746,0.030967302734959515,0.03369047823460512,0.052745191773829546,0.03828211775273363,0.0266233501075681
2019-01-25,0.007990273808919379,0.027216192022965564,0.045172871738455564,0.031229570697771988,0.03344169351126149,-0.005352659871109451,0.0009077862373797744,0.002570957766742352,0.0046165171227373685,0.01215312872349018,-0.0022987912299122053,-0.006256751540115969,0.008982265417139706,-0.005070487211601703,0.015672974800764856,0.005963033354441784,0.005622517302706314,0.017442826991905327,0.03360764120736041,0.01696130158059042,0.0362838941727407,0.035268503631489694,0.04245151425085175,0.031819777995400304,0.04317149326259082,0.03028252967142633,0.024419095722713675,0.03783130255974114,0.02779516151412897,0.03499325828768182,0.008738116023806768,0.027817482864717424,0.019897559795238873,0.00458049508109808,0.01021856035904186
2019-02-01,0.03112399150718838,0.0190045580657485,0.0268526771453419,0.02811944777258356,0.03185271522684096,0.012073378950944126,0.014471754949133964,0.009457569878352771,0.010380507157389475,0.015252914792104054,0.005006035174781709,0.01328986625758513,0.010631308673902108,0.014517425121055642,0.011694639444401732,0.007828667079812978,0.007556952622622397,0.021122992714454447,0.015036865662306234,0.02551271122572747,0.01516034427527964,0.030358516369726748,0.018592526892423796,0.03182903439695565,0.029734664896709097,0.03574282973618294,0.019859758834533333,0.028685942430359494,0.01928865102807843,0.023323157091071755,0.012358317767681046,0.03340996044923429,0.014132227206362718,0.020599400339392813,0.01225698226836664
2019-02-08,0.030180110814890523,0.007728264302051956,0.015118766700832746,0.018396934429482772,0.017794382138230008,0.0030614090096709986,0.004920022656143793,0.006644239738931454,0.00704496626272575,0.011646778498322932,0.0005625258232594653,0.004079004984423354,0.010100833146059229,0.003494926447629034,0.008929135269532729,0.006476282521313474,0.0019519061064879168,0.027376410679914746,0.025100598078588852,0.01549824840699986,0.017039267424741315,0.025326901570704736,0.015509178711721095,0.03330633191311989,0.016239507804644733,0.025746255796911317,0.009493662416191862,0.02300167167620254,0.011942512517611784,0.027344851349381586,0.004870605362967473,0.02675461489443445,-0.003405636634413243,0.0022970574189530965,0.014158901208763026
2019-02-15,0.03622824303231077,0.029395138241577863,0.02211591945164318,0.042443847334446595,0.03583810502507364,0.030434916604780125,0.02257018341434658,0.024106130760142692,0.04399517260721303,0.03289876806396565,0.024443983815680727,0.030847198826854532,0.027664121723266884,0.031079713082645843,0.03585563586181981,0.03443640698172848,0.028479613190503215,0.036677893616923106,0.03112123348546572,0.02617461571692115,0.03457726879277665,0.041291117928751016,0.0362099432992161,0.04358565841199328,0.04134693980365329,0.045974465587563615,0.025018349388022387,0.04434932626533963,0.026529845829935676,0.0470795234196512,0.025072633470227635,0.029566217510226447,0.02001729375800287,0.026967347852241422,0.025646230146220774
2019-02-22,0.0316840324121743,-0.0006367329759527057,0.010153394672804393,0.02805580657908229,0.005112220738066216,0.014565669985218212,0.007269739338590262,0.005511004524962662,0.012073732161245194,0.03480256463782321,-0.002276339578630517,0.015487358244609041,0.004068869628435793,0.014034623933099209,0.010489503658062251,0.01993051011371249,0.012419979717356344,0.03136251682435682,0.012893420253263448,0.034384425397479566,0.015575840317510576,0.0348849021223288,0.00957334552822776,0.03143087537026164,0.017057607809191248,0.028137683219458174,0.004959374101717237,0.03432881687249632,-0.003202482664608406,0.030354036253873333,0.001709808528524952,0.025096572807598118,-0.009226790742696809,0.006980790069271233,0.0438231276324813
