,Numerai-MLP_None_1_3000_10-baseline,Numerai-MLP_None_1_3000_10-high_mean_standard,Numerai-MLP_None_1_3000_10-high_volatility_standard,Numerai-MLP_None_1_3000_10-low_mean_standard,Numerai-MLP_None_1_3000_10-low_volatility_standard,Numerai-MLP_None_1_3000_10-optimizer
2015-02-20,0.06433409667941817,0.03709352299951408,0.04368881756192796,0.06116418620206468,0.06315856551884179,0.04483203785326347
2015-02-27,0.05127791080858165,0.03590364979747672,0.029879480649657328,0.041296349703442085,0.035655329852807706,0.04488126144443035
2015-03-06,0.08016331173685955,0.07421693244955158,0.06516037570127498,0.0803485540041282,0.05365223828430975,0.055061465275990866
2015-03-13,0.054967157699259785,0.05744456545858171,0.04583000812666113,0.05721585024371719,0.0365534634304246,0.03400745651904023
2015-03-20,0.08280213386052207,0.06577927038524245,0.04901143953655407,0.06658386098882867,0.04897061563540013,0.0359054031319866
2015-03-27,0.07025664524319021,0.04784047684737012,0.051710609841854355,0.05300351966497841,0.0413507635052603,0.030343680759387162
2015-04-03,0.08764439274160545,0.06581812438998279,0.07585395400950276,0.0636054711896405,0.06542569214424547,0.04712968399256612
2015-04-10,0.05644826077020108,0.04265898569510538,0.06144073611110735,0.034932680261939006,0.044046833948707814,0.03024499147735447
2015-04-17,0.054197168925854154,0.04174000395481505,0.046809011835375496,0.02959625020749941,0.04651691407039571,0.04591201869882333
2015-04-24,0.01999767742791893,0.012118196149755386,0.01989634946343071,0.014035242136061665,-0.004276416608993456,0.006247911962710394
2015-05-01,-0.0023658913553895626,-0.0032411978884097437,-0.007327945564939933,-0.010854655753218548,-0.007236844098867395,-0.0048784300986144565
2015-05-08,0.0001941961322563775,0.0026455131119459798,0.0044093407708947615,0.008408974141683238,-0.006154289307727916,0.006894229093873011
2015-05-15,0.026149671878051856,0.026404826410594932,0.021387011752678993,0.014431176582970199,0.008331785649157628,0.01779934039815528
2015-05-22,0.04683998124763488,0.050844794176431105,0.034484871619540974,0.02722557192354426,0.03186093661572242,0.042757500596757
2015-05-29,0.03573658447531419,0.03997857306320646,0.03603833609848717,0.02725466560217931,0.020030313190922355,0.029867102953395737
2015-06-05,0.03635390023005037,0.014000553755093877,0.03737342432215838,0.025767515855588112,0.033994951400316595,0.021013845836516522
2015-06-12,0.02789573087197295,0.010599954354114588,0.028583032199288348,0.020611557220211924,0.028426393166764284,0.028421044516873224
2015-06-19,0.017374118526583777,-0.002922231796106296,-0.002221036587241955,0.018227030660548156,0.012653642969716269,0.016901872453460594
2015-06-26,0.024099656475454704,-0.0021764372812572586,-0.003226621243614992,0.019431680841024083,0.019747391537212614,0.004249822688722421
2015-07-03,0.01857284456368074,-0.002992517310877391,-0.010328395212043956,0.020359289589630975,0.015868050240609208,0.018016119959974597
2015-07-10,0.009399916553086978,0.004298411509684924,0.006904172480027383,0.0011264582501253012,0.006725622845075632,0.0024896657183397916
2015-07-17,0.021407585699388543,0.017237288577936837,0.014121722905682147,0.02452528540858689,0.023503938407700962,0.011832838544741514
2015-07-24,0.016681311364014108,0.031342205974312906,0.03148040535813365,0.03034145181561101,0.0138385391890174,0.010327752172668103
2015-07-31,0.007928236762913958,0.02602127664567037,0.031516698406377414,0.02507674376997514,0.017192109216942898,0.006758258188313351
2015-08-07,0.02756265322725784,0.046064857675927384,0.05310809476811114,0.036256768249259615,0.032092565263567935,0.02752435846708281
2015-08-14,0.03602751392798496,0.05720682874145832,0.054233435597851286,0.04490795117185297,0.039590097305170546,0.02736518395452939
2015-08-21,0.02684770569481994,0.028806453178361387,0.034341919608382655,0.038128714835554335,0.03740827058827696,0.028887901631980576
2015-08-28,0.01742795159564545,0.024995001655067312,0.0214550632192864,0.047141184236764846,0.023440545367133747,0.02594123434790822
2015-09-04,-0.0029347812290153766,0.0005702973062757067,-0.006632458739605436,0.03169234999757617,0.010734322912835258,0.007907569476720484
2015-09-11,-0.017177035111367814,0.006234835362812439,0.009180405593244652,0.02291325841455814,0.015219547882838783,0.011470062241143365
2015-09-18,0.012483587853713984,0.009874003520379477,0.014568499588456192,0.016009516991770757,0.019903465533699705,0.012315784972000147
