,lightgbm-gbdt_None_1_2020_10-all,lightgbm-gbdt_None_1_2020_10-baseline,lightgbm-gbdt_None_1_2020_10-high_autocorrelation_small,lightgbm-gbdt_None_1_2020_10-high_autocorrelation_standard,lightgbm-gbdt_None_1_2020_10-high_calmar_small,lightgbm-gbdt_None_1_2020_10-high_calmar_standard,lightgbm-gbdt_None_1_2020_10-high_drawdown_small,lightgbm-gbdt_None_1_2020_10-high_drawdown_standard,lightgbm-gbdt_None_1_2020_10-high_kurt_small,lightgbm-gbdt_None_1_2020_10-high_kurt_standard,lightgbm-gbdt_None_1_2020_10-high_mean_small,lightgbm-gbdt_None_1_2020_10-high_mean_standard,lightgbm-gbdt_None_1_2020_10-high_sharpe_small,lightgbm-gbdt_None_1_2020_10-high_sharpe_standard,lightgbm-gbdt_None_1_2020_10-high_skew_small,lightgbm-gbdt_None_1_2020_10-high_skew_standard,lightgbm-gbdt_None_1_2020_10-high_volatility_small,lightgbm-gbdt_None_1_2020_10-high_volatility_standard,lightgbm-gbdt_None_1_2020_10-low_autocorrelation_small,lightgbm-gbdt_None_1_2020_10-low_autocorrelation_standard,lightgbm-gbdt_None_1_2020_10-low_calmar_small,lightgbm-gbdt_None_1_2020_10-low_calmar_standard,lightgbm-gbdt_None_1_2020_10-low_drawdown_small,lightgbm-gbdt_None_1_2020_10-low_drawdown_standard,lightgbm-gbdt_None_1_2020_10-low_kurt_small,lightgbm-gbdt_None_1_2020_10-low_kurt_standard,lightgbm-gbdt_None_1_2020_10-low_mean_small,lightgbm-gbdt_None_1_2020_10-low_mean_standard,lightgbm-gbdt_None_1_2020_10-low_sharpe_small,lightgbm-gbdt_None_1_2020_10-low_sharpe_standard,lightgbm-gbdt_None_1_2020_10-low_skew_small,lightgbm-gbdt_None_1_2020_10-low_skew_standard,lightgbm-gbdt_None_1_2020_10-low_volatility_small,lightgbm-gbdt_None_1_2020_10-low_volatility_standard,lightgbm-gbdt_None_1_2020_10-optimizer
2018-12-21,0.05699619680666646,0.12068923362735105,0.09747752296110007,0.08493693398170113,0.1116236277217235,0.07376342243867004,0.08127500344804402,0.07601621637266419,0.10260224645347671,0.07658014934522765,0.07893468934336957,0.07638469793932688,0.08513872518795156,0.0788918570336904,0.09738969353186615,0.07466645741530027,0.07492809015168013,0.0678211739597447,0.11113484457769474,0.07549310552918134,0.08076132499044714,0.0740664958212377,0.1102846928137371,0.07510065642461151,0.10266703612046439,0.07445662548665523,0.07949676676461116,0.07011710946197179,0.11390007993507127,0.06775143615589878,0.08665424673006679,0.07583174364541764,0.10675914530223539,0.09065435149212978,0.052007547077891625
2018-12-28,0.05609221542321145,0.09896148245427834,0.0890892898273319,0.055559976991188344,0.09722227201868087,0.06571009158846546,0.0738595363633553,0.0729850004395963,0.0931675066310944,0.06983645368371534,0.08655731341727284,0.07511473070464812,0.08846060550494218,0.0735677137739852,0.09398706373812266,0.06932533705698998,0.07427265402579517,0.07983949218086821,0.09724774243095156,0.07712502958533292,0.07649898548860548,0.06719684925107332,0.08901924619358736,0.0584157693133478,0.09129372294788508,0.0651846866816858,0.07745459187093345,0.0705249313519845,0.09936302910855718,0.06530411806605278,0.08735652525596288,0.06718054197492436,0.09996173910431125,0.08522757152787054,0.053564432312733556
2019-01-04,0.05053223572228767,0.08590907574505285,0.08583752394523551,0.06104516224923248,0.08854764461663117,0.056009470287953014,0.06144999997910441,0.06135893472081646,0.06502198827358231,0.06445933507058897,0.06550008087959397,0.058726869985096186,0.07027868384638702,0.055922586597647685,0.07684947587594888,0.05599196965158139,0.06765978330616765,0.06799276001589392,0.07963718786435517,0.0644000187543912,0.08109190890363854,0.07606365084099485,0.08934694359286255,0.06486339843601963,0.09411222749126659,0.06342060260913115,0.07736814517868071,0.08006386267146957,0.08365242236498968,0.0807988893990794,0.07513797558795571,0.06681975276032791,0.07920834483680539,0.07244024474761966,0.0683612026170283
2019-01-11,0.050572626311732594,0.0873863815712208,0.09706505513661856,0.07306427312867966,0.08760806407266086,0.05312463231800659,0.05256277913488376,0.05784874797697695,0.05545441739900822,0.05720575188338126,0.06394337968821474,0.05740138621109339,0.07088663100481467,0.05689178414456289,0.0835340137760016,0.07267592438859452,0.0655374997835465,0.0741557067464418,0.09026779958696793,0.05804714854027336,0.09346403112487515,0.0822707661925033,0.08864540241677436,0.0706135420807421,0.10885244600059679,0.082139370002249,0.08385720230010096,0.08648235986960431,0.08465526126617232,0.08737785180014501,0.06010799405057894,0.06615513871761947,0.08787992355869596,0.07008811099947927,0.06370532974821
2019-01-18,0.03383326244220651,0.061228123100250456,0.066837425608051,0.04752306259141613,0.054549395230567066,0.025099347238679924,0.028746249142603843,0.034120671255359,0.020272903615462603,0.0287247778331901,0.03279451116606888,0.025316207463758695,0.045441112410762305,0.024187123321587574,0.04295228091671814,0.040883980354191586,0.03694936290412358,0.03666026705951714,0.0537902310762955,0.044779642714323296,0.06701778460712643,0.057607523157067034,0.0606733194083576,0.04882667780582184,0.058246601345117416,0.05764494458204523,0.055692128990865494,0.0659629298489285,0.056491935266527335,0.05810933833136528,0.03613774740828415,0.04157842384723032,0.05820626595671876,0.04147428799657366,0.03291106970288634
2019-01-25,0.017511638327857286,0.03171140415703134,0.047305715272268824,0.03643598723743988,0.036606861024703174,0.0033993107840970503,0.006085108051108263,0.010066929115389308,0.01155168378039323,0.018181432785859566,0.004134375950026936,0.0036032817463707892,0.016034118859251024,0.004413623742905836,0.020203593208823915,0.012289673812951919,0.012243799588983934,0.02310737000985746,0.036004646379861775,0.02559550786889925,0.03739457378995201,0.0421388614022646,0.043723061532648815,0.035210160239261976,0.043981527378428094,0.03476788961691298,0.03117122730554427,0.04563069033604208,0.03153529623065925,0.04003942292415958,0.012944382116763384,0.03625572308889459,0.02462291274463853,0.007750742626053004,0.01940217975252425
2019-02-01,0.019696453371298255,0.016044223653156296,0.021225097071882033,0.02168395159381563,0.026502231617363793,0.0038976493188509335,0.011535178271732451,0.007365968267313586,0.006414890781335238,0.005298355029404966,0.001547403838544871,0.006413353065108911,0.007626611167674655,0.00748114321266487,0.006618945724567766,0.0013776399671592409,0.003375748431638245,0.012453656173712822,0.010305005290677205,0.01664869981073387,0.012607120253099478,0.025659716896963582,0.016000859964585654,0.022700843334280442,0.023200139792966236,0.028285213581780745,0.01765113701867126,0.026711976110633716,0.016812927903704745,0.017848579782130638,0.009057917431132457,0.025380006315396143,0.010487224663496017,0.014226181667790803,0.007594934213412483
2019-02-08,0.018575975899775807,0.0069576778106188834,0.013184410661080346,0.01425788974306948,0.014472031346833567,-0.0011244358547036531,0.0046527690083117195,0.0030901972770354088,0.0071571943210607825,0.006790798190968397,-0.0019860825522360235,0.000239543016144424,0.008487458590022225,-0.0005813074736255528,0.005623564805102678,9.206087638455136e-05,-0.0006801420599782013,0.02059823622115961,0.020789593527758273,0.006358204440733271,0.012811086873066068,0.022264260977403173,0.012850343601290256,0.027467086024714916,0.011947438852134033,0.017628118348104054,0.006207181498035544,0.019759835664654123,0.008534258767983586,0.024289908153771033,0.006807424569980986,0.023665341305121962,-0.003605922922333501,-0.0007326383122309336,0.004753450970110202
2019-02-15,0.031044651409153495,0.030101292642106994,0.025025115675889324,0.04189131841840281,0.03450499253601611,0.02771963603962975,0.026397749437260577,0.02104146369422653,0.04606642559084618,0.032622119157769476,0.026232898060138687,0.02845193292195664,0.028813314205759288,0.02847100155139985,0.03608922657249906,0.031742963072876,0.03270469862560014,0.03394369820159924,0.03160517684722186,0.023181302232147313,0.03474596465164113,0.04016360832328677,0.03417159907929948,0.03906131851805384,0.03967105332242724,0.0413420188670228,0.02334323180314484,0.04130618829718194,0.025973318652879596,0.04460167804692265,0.030272525695973475,0.029960661337015287,0.021407150797580873,0.02401786145933302,0.024743853391602077
2019-02-22,0.02896459120284165,0.0031953395976271884,0.012939658280942882,0.03065204879107639,0.00831677720125826,0.01549841850372175,0.010610859278882048,0.0026511594707827866,0.01593115114150575,0.033343532123207495,0.0022571377398932016,0.016631326989222983,0.008277912679653943,0.015444653355257285,0.012165593757764485,0.019091312953537116,0.016171865391916652,0.027707562031742444,0.01466214002303447,0.033959219880480604,0.017061294562228803,0.034960787789018635,0.014245997773919501,0.032496039768697645,0.020412860302793687,0.02683564493835872,0.007152070470808037,0.031485562206985486,-0.0019242546635432254,0.02933741410376524,0.005952800430630659,0.02690937999910999,-0.006361415558960598,0.007667908666647108,0.04095575545751641
