,lightgbm-goss_numerai_1_0_10-all,lightgbm-goss_numerai_1_0_10-baseline,lightgbm-goss_numerai_1_0_10-high_autocorrelation_small,lightgbm-goss_numerai_1_0_10-high_autocorrelation_standard,lightgbm-goss_numerai_1_0_10-high_calmar_small,lightgbm-goss_numerai_1_0_10-high_calmar_standard,lightgbm-goss_numerai_1_0_10-high_drawdown_small,lightgbm-goss_numerai_1_0_10-high_drawdown_standard,lightgbm-goss_numerai_1_0_10-high_kurt_small,lightgbm-goss_numerai_1_0_10-high_kurt_standard,lightgbm-goss_numerai_1_0_10-high_mean_small,lightgbm-goss_numerai_1_0_10-high_mean_standard,lightgbm-goss_numerai_1_0_10-high_sharpe_small,lightgbm-goss_numerai_1_0_10-high_sharpe_standard,lightgbm-goss_numerai_1_0_10-high_skew_small,lightgbm-goss_numerai_1_0_10-high_skew_standard,lightgbm-goss_numerai_1_0_10-high_volatility_small,lightgbm-goss_numerai_1_0_10-high_volatility_standard,lightgbm-goss_numerai_1_0_10-low_autocorrelation_small,lightgbm-goss_numerai_1_0_10-low_autocorrelation_standard,lightgbm-goss_numerai_1_0_10-low_calmar_small,lightgbm-goss_numerai_1_0_10-low_calmar_standard,lightgbm-goss_numerai_1_0_10-low_drawdown_small,lightgbm-goss_numerai_1_0_10-low_drawdown_standard,lightgbm-goss_numerai_1_0_10-low_kurt_small,lightgbm-goss_numerai_1_0_10-low_kurt_standard,lightgbm-goss_numerai_1_0_10-low_mean_small,lightgbm-goss_numerai_1_0_10-low_mean_standard,lightgbm-goss_numerai_1_0_10-low_sharpe_small,lightgbm-goss_numerai_1_0_10-low_sharpe_standard,lightgbm-goss_numerai_1_0_10-low_skew_small,lightgbm-goss_numerai_1_0_10-low_skew_standard,lightgbm-goss_numerai_1_0_10-low_volatility_small,lightgbm-goss_numerai_1_0_10-low_volatility_standard,lightgbm-goss_numerai_1_0_10-optimizer
2015-02-20,-0.010432954254719242,0.010522758393611732,0.0065897511002087315,-0.007612440684740946,-0.004802063731366346,-0.0049989358319662445,0.009287991732404936,0.002337440434958428,0.007942831032167643,-0.006650095645927597,0.00752960552093262,0.0024978840696387897,-0.003575533122319182,0.003502676190480116,0.012488311655752949,-0.017115360366071128,0.011646497323742913,0.0006419329233559025,0.013424523229884902,-0.016360340813730223,0.012623572133558518,0.009743347556399086,-0.0055516982061365105,-0.01056251288568523,-0.009582745537084273,-0.00012385678412640564,-0.00044506082275600644,0.01549334332484539,-0.002905407734034242,0.014924900871866277,0.01635305512054632,-0.004028354792162398,0.010338715397231751,-0.00012243132241651156,0.010484270876275433
2015-02-27,-0.0014492969908783506,0.006548075256382929,-0.0074396402519000355,0.005633432735838638,-0.0014590970141561842,0.020780475165971805,0.013965665430479451,0.000513236702953653,0.018912622342194988,0.00015680037244534566,0.009002743964714535,0.01197863167845286,-0.008876766246126879,0.02360904640075947,0.002089933996443844,-0.01052285402701981,0.003865951118213842,-0.0028706164959474033,0.010440818348290843,-0.00010384863376672772,0.008363529543173235,-0.0019163787454912404,0.0009121924892964368,-0.00027424258688777753,0.01026757922712139,0.001074209003163849,0.0011379091544697622,0.002540260872549466,0.00040037837036698573,0.0027233000169967435,0.016766575309240975,0.0032597722590123565,0.008297458418493643,-0.00215363414774976,0.017315534677691244
2015-03-06,-0.00541829167647388,-0.0007276216071842863,-0.012473064491175528,-0.003364994708989257,-0.01037233784003019,-0.004881174066806044,0.008612570934671047,0.009964473970934456,-0.0042864183978551205,-0.005324217568815704,0.0026679982318822777,0.0027328606800673077,-0.007561108245569818,0.00868984048553555,-0.00497085072035,-0.01713232417714513,0.0024000676347789417,-0.009044463749462469,-0.003045236974110975,0.012317740129783284,0.003044608766380372,0.017469671728480365,-0.007184654763004373,0.004110991389083493,0.0012953643405088909,-0.01667027739128464,-0.0024277087749255953,0.021109193215744296,-0.004906773531828224,0.02378614340778771,0.008621994050630149,0.003418863521888704,0.009563834490740693,-0.00677003766080463,-0.0035781141815972423
2015-03-13,-0.005744723406438317,-0.015385375875011363,-0.02351026013386326,-0.00604706074606014,-0.0160268615593817,-0.01652777456599293,0.0027138151232513324,0.004473839137706089,-0.004981659124038691,0.0005731223400619236,-0.009355817986220451,0.00031772106718306155,-0.01359356399890514,-0.006206078256463506,-0.0238317486445307,-0.013400482520330444,0.0013288087123046301,-0.004346844896919977,-0.01682807120706071,-0.003291332814045038,-0.012516546092806845,0.008123863966826862,-0.01632009424391626,0.002604559262204186,-0.013631866340996371,-0.015283576355275094,-0.015636303251500554,0.007850253383773473,-0.014298860814544194,0.006529607465684996,-0.002440361517009774,0.006995985573689381,-0.012962674192082663,-0.011070632678862597,-0.007672712609571867
2015-03-20,-0.011554649954009519,0.01664895672024031,0.014629581267365264,0.009039522250730587,0.013027282250425648,0.017015511490363833,0.026161003829338947,0.011816016769443563,0.011363043521390337,-0.001330374296034767,0.019452901726694432,0.022260835341698378,0.016240013781852844,0.01831280434925661,0.006754165853180316,0.0017828783038448402,0.0267766470283505,0.003942947556474313,0.01640237090598241,0.0079507284732104,0.02247168062428668,0.0028583769411424775,0.014342875478801208,0.01598380860909346,0.012228791770000327,0.005602337469663758,0.018347997367492777,0.01474673491473817,0.018788926782638517,0.011324096581208958,0.015242721851746724,0.002063171142419193,0.014461124020074791,0.0077355036150193604,0.0015086855884314024
2015-03-27,-0.013310156518084513,0.02980733900011898,0.02849512605942493,-0.0003308861334083112,0.03639325458724196,0.02567376300125133,0.02079956173987289,0.005924846792210122,0.018924123518443355,0.003133180647285303,0.03061798645807942,0.01867717023984859,0.026499493489109682,0.01718544739750144,0.0053546660578343485,0.0046950819846255255,0.016642150184592946,0.005755574386692312,0.02583162554009989,-0.0004498300859466715,0.020516034368119156,-0.0015625265355138824,0.02818784115707216,0.022164213053424132,0.02344540041079205,-0.00857662484577903,0.026720969942127908,-0.0013790308715453598,0.026023092480782543,-0.003833558901325285,0.012668390592824928,0.004012365578991371,0.02869393907864801,0.009324830760103833,-0.003729307105867872
2015-04-03,0.03610570780413978,0.07386096686452798,0.06348977588965067,0.05162751348733832,0.07294138306814821,0.06622965800739625,0.062243061972444905,0.058328057257352975,0.06312048270391134,0.04841475594882895,0.07066894102150245,0.06611753450861417,0.06860009164369786,0.06395038294974437,0.05094064058551954,0.05530864287117561,0.06736052132890752,0.06228126471579724,0.06421065855079533,0.05018761171350522,0.06684959846049608,0.054145012155975954,0.06651431503408262,0.0607804870257279,0.07161904014276115,0.05411799070336085,0.06663591157085047,0.04827561099743177,0.06944816148697898,0.04749959836112419,0.059213553365463044,0.051028382658666153,0.0714010049733844,0.06021024119812704,0.04107284091846798
2015-04-10,0.028012406253392644,0.03557887797449557,0.029671655943255115,0.028625218360038892,0.027320024180206546,0.025309340471459624,0.031741554510822424,0.03319432322162119,0.025105943599626094,0.03159552203347116,0.029626782183055332,0.0319093299441468,0.027706617021515563,0.03723280743424283,0.024890518709594685,0.025910432970630958,0.037992731455770895,0.03833337109934957,0.031375933598678914,0.03879937970183695,0.0323437264475244,0.027497822962029156,0.032019278366904436,0.027853728936397433,0.027543930365121046,0.03285800132816486,0.02832251323539203,0.028329452476660064,0.03210224085139756,0.02733837461822641,0.03201480641142061,0.031614335087575524,0.033702429887801165,0.0199963489459464,0.018992626247868807
2015-04-17,0.021685384071749473,0.020320881252623497,0.009634702945611097,0.011314916755925436,0.006288688548031307,0.001471298742185731,0.021500925483155905,0.02591673836171426,0.015050088175824797,0.020058376520987877,0.009446717717335368,0.018901945369556004,0.005306442730466638,0.021910322350607945,0.018470008674570097,0.016261872237050765,0.02855865148014062,0.019557900350439802,0.02619948286492834,0.025243916843220086,0.009873901115358344,0.012115310631618156,0.0114909420757138,0.015398458843559254,0.024817653438157682,0.017537135812555824,0.009239872633368042,0.006379461186807182,0.011465488937138137,0.006386821130491716,0.022799188882675125,0.020158962418009796,0.01749573612933033,0.011254503884848254,0.02330211836778473
2015-04-24,0.015439148718821018,-0.01030278392705424,-0.00937110320575927,0.002757646332623465,-0.022283556560468265,-0.016569584883236996,0.010445866421474463,0.01640898983890783,0.0053858989438160055,0.007956490286711321,-0.02310855624533631,0.008823091735443685,-0.02194523633374818,0.004755601631739399,0.002898358180988056,0.0005978724078882486,0.013712675518451978,0.01290480597164571,0.0047583546896421795,0.004243226966498772,-0.015076662761620918,0.0022370124936744694,-0.014645809199835,0.009838052415603931,-0.010446172316797007,0.00418311853562128,-0.01985046516505096,0.004347231376159548,-0.016041303661224714,0.007373300854304594,-6.224969813520155e-05,0.0027527520074629463,-0.01340693314358152,-0.017196211451443223,0.004101138589182786
2015-05-01,0.024778225382793412,-0.02024184550645285,-0.022392343603825138,0.014849538969822999,-0.028747166808388916,-0.02307033994178202,-0.005424733697508377,0.001943803140422004,0.006942023273989449,0.005086880019309725,-0.02241828539483406,0.007280487347270659,-0.02256203343677765,-0.004479079115847585,-0.0018945137375050393,0.005968443117301399,0.0024067878105460735,0.016008068836527636,-0.013543903888220648,0.005526211879984478,-0.026049373142230936,-0.006893344266155049,-0.021180251568625554,0.002380540821995857,-0.0046840192648181294,0.008934200224704569,-0.030305810651713647,-0.009468753718259152,-0.02691537116561725,-0.009288534570132422,-0.005956540413191428,0.014841146037437752,-0.019394388155816747,-0.02484445324925149,0.0030237446402466587
2015-05-08,0.03465765292574938,-0.018005810540887027,-0.01800657172172756,0.031511386324784625,-0.02125773925122194,-0.010462230922743515,0.011017033511367545,0.018521636803317882,0.026376417360316286,0.027449786803181133,-0.01829036755740132,0.03190343261065369,-0.018017990545587826,0.02444694062990129,0.018661859960321926,0.017795399605805073,0.01824758503067154,0.028177546510541954,0.01814664262774681,0.016379769949101942,-0.020808598846051563,0.004471915925649006,-0.017553777292921895,0.015046508075177522,0.014958354754976292,0.020890966628830266,-0.024297582413809023,0.00876143517150339,-0.024534637197148115,0.00865501173312573,0.017691259932199457,0.024252820624276798,-0.015122481316594473,-0.01192018635322203,0.022766851012594444
2015-05-15,0.04943715662036001,-0.0023535495084868276,-0.003133834956535069,0.06034534360641628,-0.013104858521522817,-0.012026778556848342,0.028116498774136203,0.027506772499698903,0.05650016132970437,0.05045245499656711,-0.002933329108621139,0.03166206238046273,-0.00015953820120217314,0.026210249090405525,0.048760392378576156,0.03809147469094029,0.044983464177461935,0.03770916065947438,0.03614190115076119,0.0342815595535127,-0.005724145531556663,0.035730552534798274,-0.013380915094541554,0.03010574784601018,0.024543876759220856,0.03650475745020818,-0.006355761754515266,0.03987276925186183,-0.004427318095200484,0.03827860334809123,0.0409298713492034,0.04139305657937304,-0.0038651720560907536,-0.0022684219222863654,0.04331192338620977
2015-05-22,0.02065933828688466,0.014443673395341415,0.012095076371055018,0.026058735591608234,0.007394988964040956,0.003375936805841557,0.021782163172732277,0.012188124791677957,0.030287489345876016,0.01795864975770773,0.013575170642796909,0.02843702885653189,0.018807811776354988,0.018414449958893398,0.02656189759117971,0.024157562951580898,0.0287761758822721,0.021942218639302978,0.03334164004242745,0.0235295241845613,0.011305611538797592,0.021370222128894247,0.009085393986814384,0.013648878393339465,0.026209349156249947,0.0281322990862103,0.01028268806690849,0.0217070848235226,0.0070677204600823815,0.023455816434018752,0.03642213669113564,0.024356452047053164,0.014529868758811909,0.012839920602260867,0.02550638432876146
2015-05-29,0.025450102653986582,0.01325923678510233,0.0150609018875955,0.0342025074805531,0.004622743657853363,0.00354506940228122,0.030014432889835397,0.03420693042895552,0.03694687070653177,0.024972881772910266,0.00903821880264099,0.037115095261286375,0.014825265498569322,0.01874186256665494,0.03668820448272051,0.03570966527754773,0.03708932014818257,0.03315365864732786,0.033849891732055694,0.02701186098643191,0.015614533015210413,0.025020314081639832,0.004700831574475634,0.017132671925480035,0.031124592938846115,0.03513529204708004,0.009821690731720255,0.025118991585652714,0.01037471179748655,0.02649605369343093,0.03672831604926672,0.023502785233218797,0.011288431931244382,0.006588820480465963,0.02526860925402468
2015-06-05,0.03777377503786729,0.03578709186093933,0.041808488239336875,0.03805599945875107,0.0307178600665593,0.021085848075501436,0.03505763137992267,0.037466738006085985,0.03611148233233822,0.033379355090686604,0.0304733873481454,0.021109290664938392,0.03219169870895237,0.023077554830001647,0.040936697916574546,0.03848603397277301,0.0408254217290524,0.04102666265915399,0.04003842051224057,0.039395271548791806,0.03607784069425013,0.025980021406587984,0.026959586750917603,0.02150994582986076,0.042942104885680746,0.04828397078517032,0.0297402736421172,0.029039431552716464,0.028847780772839077,0.02755037044965005,0.03511014886924569,0.034245056429179625,0.033448465062143586,0.035179258840702686,0.03286437924610739
2015-06-12,0.022627845410575474,0.02290681581800868,0.03661976070703581,-0.001477297099912432,0.024308085569211792,0.01448368544930176,0.02492684795232396,0.030585872355640108,0.009033869666010467,0.01607055346269689,0.014616026329463593,0.013597184934499655,0.018335477463710878,0.014822789852395359,0.015166631631106741,0.02339392489354447,0.023256541000628204,0.026042270682463682,0.015833379044670196,0.028406985208588156,0.006423422882033627,0.018377808207134458,0.025085320807667816,0.005295469029291967,0.0305433887936482,0.02338414450517222,0.020049796163081675,0.018391561878282895,0.016329275298856166,0.018745795319639796,0.010708302719050752,0.015873875965273978,0.02341455540026714,0.03071576813870886,0.017060206511112404
