,lightgbm-dart_numerai_1_0_10-all,lightgbm-dart_numerai_1_0_10-baseline,lightgbm-dart_numerai_1_0_10-high_autocorrelation_small,lightgbm-dart_numerai_1_0_10-high_autocorrelation_standard,lightgbm-dart_numerai_1_0_10-high_calmar_small,lightgbm-dart_numerai_1_0_10-high_calmar_standard,lightgbm-dart_numerai_1_0_10-high_drawdown_small,lightgbm-dart_numerai_1_0_10-high_drawdown_standard,lightgbm-dart_numerai_1_0_10-high_kurt_small,lightgbm-dart_numerai_1_0_10-high_kurt_standard,lightgbm-dart_numerai_1_0_10-high_mean_small,lightgbm-dart_numerai_1_0_10-high_mean_standard,lightgbm-dart_numerai_1_0_10-high_sharpe_small,lightgbm-dart_numerai_1_0_10-high_sharpe_standard,lightgbm-dart_numerai_1_0_10-high_skew_small,lightgbm-dart_numerai_1_0_10-high_skew_standard,lightgbm-dart_numerai_1_0_10-high_volatility_small,lightgbm-dart_numerai_1_0_10-high_volatility_standard,lightgbm-dart_numerai_1_0_10-low_autocorrelation_small,lightgbm-dart_numerai_1_0_10-low_autocorrelation_standard,lightgbm-dart_numerai_1_0_10-low_calmar_small,lightgbm-dart_numerai_1_0_10-low_calmar_standard,lightgbm-dart_numerai_1_0_10-low_drawdown_small,lightgbm-dart_numerai_1_0_10-low_drawdown_standard,lightgbm-dart_numerai_1_0_10-low_kurt_small,lightgbm-dart_numerai_1_0_10-low_kurt_standard,lightgbm-dart_numerai_1_0_10-low_mean_small,lightgbm-dart_numerai_1_0_10-low_mean_standard,lightgbm-dart_numerai_1_0_10-low_sharpe_small,lightgbm-dart_numerai_1_0_10-low_sharpe_standard,lightgbm-dart_numerai_1_0_10-low_skew_small,lightgbm-dart_numerai_1_0_10-low_skew_standard,lightgbm-dart_numerai_1_0_10-low_volatility_small,lightgbm-dart_numerai_1_0_10-low_volatility_standard,lightgbm-dart_numerai_1_0_10-optimizer
2015-02-20,0.04475395422848813,0.07368021564229219,0.06882445904640434,0.05632220954282128,0.06271730592731216,0.049509611261965694,0.06164155749024498,0.06245929735782122,0.06782790292655348,0.0609117210947789,0.06825047313122008,0.05335059703159414,0.06365272557827195,0.051837865388127013,0.07059266510521145,0.048146711482671925,0.06959705929316728,0.05548229582642441,0.06551311149431895,0.047431129704304784,0.07922050968130073,0.06798486209927632,0.0602360522442888,0.05423929321539628,0.05517898925148577,0.05789386027029741,0.06192870883247151,0.07258324319076215,0.06398818423400049,0.07302624501327055,0.07834923580728623,0.06370784343105455,0.0688988998245877,0.0723526351630281,0.06319832006208445
2015-02-27,0.024839897711477064,0.05164082784902384,0.034689079170591594,0.04061524808563262,0.04966319860933843,0.049202913645063406,0.04970334709179925,0.046325184228995,0.06337485375905211,0.04290560836459733,0.05149801587077545,0.04845732155149017,0.04054269630039835,0.05221120466157524,0.04912071990144287,0.0337708802154152,0.044619822113760345,0.030248246041708712,0.06284312346378383,0.05142040600901067,0.052087281786578114,0.04056545764478557,0.046010951224538015,0.044486573410160116,0.04701292457225073,0.036852671406510766,0.04213725492663688,0.04499901978865588,0.043693561849113494,0.04321035747555963,0.05907027256670941,0.04178982829494849,0.04961356623338297,0.039847210777455296,0.050584558862346425
2015-03-06,0.032689103365931234,0.05501953269992011,0.04131188267622462,0.051460578564159185,0.05161103431563926,0.05935447985501736,0.06568916955851224,0.06062314536697546,0.0644424913171253,0.056428131193923495,0.060957351879657715,0.06703588988099816,0.05709371728450021,0.06505326628320668,0.058887721511177354,0.03583501062887175,0.05486530741210931,0.05228792814536684,0.0568303411934438,0.06060995300463281,0.05997734781991286,0.06302745340393603,0.05230441859829524,0.06558017551725218,0.04980022553216843,0.0365370327678236,0.04825169347622542,0.0707393315048512,0.05145539585038168,0.07042035902963623,0.062381341753008114,0.05577699388115075,0.06335176564486121,0.0452190206567266,0.044481347729062884
2015-03-13,0.018985246555494287,0.02912249528577681,0.014985163435949498,0.03030139096808924,0.02270842257893685,0.029282611459187036,0.04378946654943163,0.03533971872120556,0.04453761803470555,0.03991135441269378,0.034303514786188094,0.04348226292864248,0.029462506885566397,0.032873456030240625,0.021751334957091445,0.021559823246635242,0.038076766412610596,0.03359240982851059,0.016174576739331925,0.040359994140959185,0.03445719508498859,0.03852587707131154,0.02385749284167399,0.04606531636762328,0.022543596926495046,0.027813308500277262,0.025335743478859186,0.042715117249134786,0.03019260603747767,0.04139195970205672,0.03779954536288467,0.04338101288499967,0.03095975171698536,0.020327869227241658,0.02136689874487242
2015-03-20,0.017629121314988436,0.06857688116740605,0.05601500657896816,0.04363754385859673,0.05773602337742446,0.05326119200534073,0.07607674752114846,0.04934491293601867,0.05405999531259478,0.039983570085195055,0.06231752869811745,0.05432527246338838,0.05808889204027257,0.05056994279746648,0.05083475070801695,0.03892183582836311,0.06843485733463733,0.03855645409236438,0.0596076662939317,0.05477402254925326,0.07036296549373677,0.0487084667528942,0.05548069835543575,0.057691289140910956,0.0551118755243206,0.052078706592605085,0.0670962713343475,0.05377454083134577,0.06751561569830836,0.05376187134478073,0.05958467352201737,0.048340582402265346,0.05982820920821172,0.04332596833714575,0.02674380021133007
2015-03-27,0.007365303384317353,0.06864199273885624,0.05510199733486025,0.03515645630020371,0.0552021853421889,0.04669980277953171,0.06460782296623795,0.04119071277280393,0.05563482247835999,0.039203832976919914,0.06000026872592456,0.03942640352674205,0.052444592497728426,0.0399878314866866,0.043620076576094166,0.027478241229970734,0.056159988944232395,0.042368742431518364,0.05799322628894006,0.03788575892730618,0.057486972067820746,0.038580510397783256,0.049814540080694136,0.04613603032643591,0.04947568267057168,0.028063114121427448,0.06143650523035954,0.03977057512134059,0.060537470256639844,0.038721805185029864,0.049478496062353106,0.04399863407024387,0.059349437427146864,0.03864990739505924,0.022205163533798693
2015-04-03,0.03281918480590535,0.09352163631444722,0.06924876180216427,0.056411708261548385,0.08457287605329966,0.07138858131700965,0.08326994509099814,0.06657084267058773,0.07560128789798132,0.05351917046609809,0.08570436055762966,0.06989479193365107,0.07873934820253757,0.06754361496473034,0.06386729974773826,0.05473063225834055,0.08196080230050927,0.07867598755502633,0.08259844646394314,0.06278628634743065,0.07976600810620565,0.06059490865863011,0.0749742038424661,0.06351772911649387,0.08456713011222636,0.060106193075988565,0.08385680755900023,0.05427732409636699,0.08367868338572733,0.05332349787819585,0.07398683375208312,0.058856528540393735,0.07885240347554778,0.06373855960855497,0.04362869762616266
2015-04-10,0.02537318149112533,0.056527368098208526,0.04271557906278007,0.024101141464017914,0.04554154651783766,0.034474381927527185,0.053307174318189425,0.038496520371828595,0.045119178032657956,0.038635459402550344,0.04907192406427928,0.036198860485308945,0.04235828524015818,0.03892814117869895,0.041457880134293204,0.029569726199296077,0.06005951868804989,0.05327386596010294,0.04820467311113926,0.04734405298854421,0.043947988311979054,0.028683662192051703,0.038643632286710444,0.03958536442946044,0.03795202124033191,0.03844948773656762,0.04574247610388699,0.026088694368538137,0.04666123164777182,0.02676457646804253,0.04970462866256047,0.03789928300669501,0.04021637276876505,0.035737786454389936,0.019735741884992154
2015-04-17,0.03968320635930888,0.05484208395831574,0.038955031931020644,0.028472172141847385,0.0398107787165074,0.033117676596227164,0.04440583689021613,0.044492316228509375,0.05316754318232981,0.048258000748267506,0.04382302134969733,0.048441232679580275,0.036022707701375514,0.045586187858622736,0.04465346832876857,0.033691292207140296,0.061488419514172096,0.0476241255984373,0.051252577834910974,0.04832500690222876,0.0463934816815197,0.02895118180998226,0.03336438804181903,0.04452267599620803,0.04002743705872079,0.031101512023146007,0.04084822411170607,0.0262689423334511,0.046133583670159725,0.025501668204338766,0.05151891579699491,0.04870588398790322,0.04100216960044085,0.04154833875469706,0.04200634191689899
2015-04-24,0.02947913223238193,0.03394925723022264,0.025765410069185552,0.02355439867792629,0.020127147484280888,0.018635601891616234,0.038578600391733026,0.0429781398680455,0.04052745949158262,0.029515533775763218,0.01705121706856318,0.034826641313220205,0.013181947133859444,0.030617827570506236,0.027447222552464963,0.01700930940937634,0.04930405513800149,0.04062458125648645,0.04141990909506895,0.02967857598267261,0.0264458742141574,0.025276589343779892,0.017879122758995284,0.03566479449695712,0.026587656696150826,0.02718904690024822,0.021724991701525337,0.029521804629875102,0.025459973589637655,0.02946735526246445,0.04080735371169914,0.030950488733759503,0.02390097807835473,0.016655541468868395,0.026145943850415018
2015-05-01,0.026012749437277143,0.00984094217641719,0.0022802834296848625,0.024666523082684372,-0.0074558233347368965,0.0023004264674094635,0.011002523961969435,0.019327397295505457,0.02692437449308505,0.021168043666974296,-0.011284221292572283,0.018538309052522083,-0.0031644407067774336,0.011238899457691971,0.012864686760098621,0.018727226330575334,0.030232258044264788,0.01719910224137878,0.007718903615321569,0.017141877702388487,0.005366440967123596,0.01009395088157435,0.0022625819722905493,0.01881344463598738,0.01185692447878706,0.01578298564983253,0.00046481585537176147,0.010588370898450414,0.0028180414974229217,0.010017193699942051,0.021723197994565388,0.02995956404112978,0.007197015819730156,0.004562855840929365,0.020506833193787877
2015-05-08,0.04871163683099278,0.015193963238851376,0.009559078080889034,0.04201457276244028,0.009129121299803884,0.0164898474111149,0.03272878519927359,0.035554563477226936,0.04422053728125849,0.04641203795652035,0.008361167332454927,0.04288407813665321,0.013927006583917238,0.04006621690990964,0.028888863111544007,0.03535481018516472,0.03729844625716647,0.039819265812558347,0.027416900590463554,0.03214231440581042,0.008631260579496371,0.031225915728278042,0.011942414997003346,0.035155970399011305,0.037441105429927346,0.04192291766958856,0.008396032807974947,0.03551710973496524,0.010215432076377009,0.03295031038216272,0.03711361356161498,0.04261276688173334,0.016960150703172954,0.018760366347489794,0.045755227208077995
2015-05-15,0.04755811735874953,0.03755030672146015,0.0343723116317573,0.06920727644632442,0.03007990554567254,0.022707097259339063,0.04869183427591569,0.04339401069316467,0.07035573867603612,0.05512276672170727,0.031045951537706697,0.05676496890139966,0.035728880385952885,0.047929334402423425,0.052302763700743334,0.04663828348026037,0.05822840316816802,0.049148786951298054,0.04774114165055271,0.043032066474906074,0.02643097273799539,0.03944895552632426,0.03040840678702357,0.03776966204497078,0.05600049285199921,0.05908347928228167,0.03183566183331922,0.046820547704406544,0.03348561670311289,0.04387832580419865,0.06588912508296926,0.05119154478622408,0.027879509678686767,0.03020881302029801,0.04914453057241886
2015-05-22,0.03847163856469281,0.04865320718751321,0.052012696529552684,0.06332759768153849,0.04686427106965168,0.0399628499145124,0.04677594359999326,0.033852873345260846,0.06267245151865822,0.043648237441640036,0.05138694209364492,0.06458641641291192,0.05376812884464363,0.05492826447198485,0.05204970269356473,0.05378731722598317,0.0558695611788103,0.04364260275823081,0.0494000308925526,0.040386974057613656,0.03862240441807532,0.041850925722831764,0.048399341576818904,0.04741844979738793,0.06062447253250887,0.06458778701157908,0.03922653385279083,0.04482375423180112,0.031230461228850162,0.045588395999309715,0.058237194231878626,0.0489465150224788,0.043388585138592436,0.04276146010401755,0.05353741140234614
2015-05-29,0.03429325418053405,0.03606754304374207,0.03478282881404478,0.045342389351660586,0.024688745466919494,0.025633578754956476,0.03574992935955607,0.038090431641753957,0.045552555658507236,0.03324333773907373,0.032363018491527375,0.05502086806441931,0.03686313971780986,0.03755464482321097,0.050502292467216325,0.04970936457948359,0.04681995914899753,0.04174088922838284,0.0382197647536596,0.032239785998107874,0.02760712883521456,0.02754200473287531,0.026550959259805978,0.02984636085054295,0.048146386123341024,0.0483027144720477,0.02172125211981116,0.027324670199307486,0.020333666445144387,0.029247737661592953,0.03819963271265544,0.0393480741426665,0.03029475630927237,0.022282356505071557,0.04152477481851222
2015-06-05,0.03400378042750713,0.036108894689498766,0.03857036640490332,0.037749723550003424,0.024307681877014507,0.020472991808792633,0.02985261540188646,0.03537806417709656,0.035523743125740456,0.025244928780672242,0.033255292036198855,0.017360607499520907,0.035822407804151454,0.02218369193926293,0.040178771599648784,0.041995724505619,0.03654699693220256,0.03830047217716496,0.031055037570473835,0.03203368956716307,0.03391488125717482,0.025507668451894127,0.023072988091799654,0.01794865115533214,0.02950889223988237,0.03699819066656047,0.024837271283840095,0.027078930842596615,0.024408454566672032,0.02587270305884091,0.02127247544335662,0.02438044523903308,0.03066260253431507,0.0309387379709295,0.02866632904161283
2015-06-12,0.029477479279642914,0.0347261095859766,0.04026524765421805,0.008430236321161591,0.026188823689478904,0.01885796414878386,0.036867173969139716,0.04089990316843515,0.02610095301269712,0.02793202509826147,0.02878658653228552,0.020297667880890508,0.02807613300818362,0.019954590195020674,0.02778379108699481,0.03801331323151099,0.03459033011979708,0.037424961743493745,0.029475798275391447,0.038321242646668065,0.025259992431253212,0.02769362813168824,0.026322539936755558,0.016624215135706385,0.039157618671062475,0.03326799104815726,0.027024894076736666,0.02624995111680539,0.027294007575541457,0.026630622170480983,0.021241169721674565,0.03594063498943872,0.028544063464367775,0.034589718845523795,0.033844117050709215
2015-06-19,0.02677111107017122,0.02895528698875764,0.03252796341948265,0.026802400799778796,0.01508767866753075,0.013409328097946004,0.028987187090524193,0.03335065435892076,0.03501419954425219,0.02154633675701592,0.024725220652318015,0.015617925109758618,0.02484412162482679,0.019538604546001197,0.029586576203543408,0.03420722978603152,0.033138647361726024,0.01920586498236945,0.02811458521654127,0.01769312103046381,0.027798787896745808,0.03383831624231686,0.016018281015908194,0.01373474128586477,0.020388006230226314,0.02667479975611084,0.01998154501098256,0.03385724271290875,0.01866585003919095,0.03383831624231686,0.01859533367295339,0.02797034719469173,0.013799915503144928,0.029391969348667044,0.03341247065399916
2015-06-26,0.02775876006294723,0.024591973064906125,0.02543140361740865,0.020556562167521098,0.019122067888846902,0.019463084222682628,0.017245639612948917,0.022083132380766868,0.03776393843679868,0.026683880237343485,0.030949557060495445,0.01030183362000445,0.024402561759090682,0.01183968465967126,0.03944188514512664,0.023202068406852766,0.03423593619542185,0.015475159639248445,0.029179534417595788,0.023381646967987526,0.038097180147019884,0.03113889201204843,0.01430103902985967,0.020144049785152066,0.014856848396495795,0.016718184755965655,0.0228662351554267,0.030823181315859854,0.020132311627930187,0.030823181315859854,0.012272472040878057,0.019815076495738795,0.008997373732372698,0.02998870504790424,0.02249518743233501
2015-07-03,0.015804987643343434,0.014669027212027863,0.00898194812330694,0.013010374709221971,0.013265808546704732,0.007623373612018817,0.017495247161404413,0.0270154254568078,0.029037218388859757,0.008473202747287861,0.02282858441381889,0.010116771688527077,0.019165648025037958,0.0045311840470495,0.024572507776668546,0.011368170103019758,0.021418771542252336,0.00040846675079957975,0.008790334846999395,0.023496047432475617,0.02687368620574172,0.025134916997476275,0.009573159972673556,0.012724470722579552,0.0032840302304496913,0.017061388619638435,0.022867543758764344,0.025622439384030915,0.012318505252681139,0.02568049941949435,0.016275531638326506,0.0102716995116175,0.0025494116094162017,0.015445864343048676,0.02676150754714394
2015-07-10,0.007534034809282649,0.0017722001100255163,0.01269115609523333,0.010342354642085239,0.010541570447550545,0.011593569700972573,0.00455734646964897,0.00679613095623956,0.023122101747681874,0.0005190855770171291,0.018465071396732168,0.01198683476927477,0.016285550193231954,0.008218753664680544,0.012017074239364474,0.005873143311391174,0.009161495737225718,0.006783974385349231,-0.0020210299105175287,0.00541180144610312,0.007838101038677053,0.010839406434363656,0.00340946226332947,0.005948514050911233,-0.002469759333506864,0.0051147252449706545,0.0007851625223792506,0.0036161239684650934,-0.005828163999096943,0.0046763289072380846,0.018398514171107615,0.008710031085786045,-0.00659205252241813,0.0006292545007107558,0.004719180819626508
2015-07-17,0.003926545678928297,0.02500394667929105,0.03922506022880027,0.036092878612799806,0.03675904076113886,0.028359604977733707,0.028671649352481975,0.03580857829091145,0.042587730899329046,0.024098453826127093,0.03830401864979243,0.03163309833549852,0.03695416377026332,0.029689795116499464,0.045809242267944306,0.02106261419588185,0.02895793139243178,0.032139503520116894,0.02171246528017686,0.02346674308408661,0.02730700780741769,0.0343469850006884,0.024811415008685812,0.0270778907115473,0.03413951436364278,0.009220019500684096,0.029862661907395685,0.02966708157871857,0.0332021617205909,0.029316165041996255,0.036640290117304505,0.023441285628989887,0.02805076183985388,0.032571365617655675,0.017291404724998724
2015-07-24,0.027527042117068114,0.023930476302786267,0.05097727927426308,0.04594814374401231,0.03374155634436194,0.03351358116504475,0.042271947898974364,0.036242519387053355,0.04292389849606416,0.03446083878807412,0.040401875035593615,0.04363119033695318,0.032095000615659,0.04555491346168368,0.04515753258607011,0.02905276946347616,0.04094698628701557,0.04615336752310091,0.019717009085908403,0.03585897382238957,0.0317627994271867,0.03477981956830549,0.034149083114672026,0.043990447244616204,0.03562838530655964,0.027187154644734805,0.03869782590361047,0.03573999014822133,0.03973439814510462,0.03408359597617633,0.04153913759566683,0.037902602975351626,0.026705839549359126,0.02379442894849043,0.013736004162311685
2015-07-31,0.0378562828716661,0.024471734815640123,0.05243613447158699,0.051647578080940136,0.0405512529445132,0.04935455336926546,0.03867457857227252,0.031499195583328275,0.03275521675240221,0.03593391528881049,0.03391365581067125,0.04878935158779415,0.037191950056996236,0.049323729813630264,0.050666025960034805,0.03949318405735771,0.030734802382023627,0.049830072544139875,0.03905019225275153,0.03368704846446886,0.02996700155145269,0.03905700751128395,0.04520901747469221,0.04973341978677125,0.03319123840623658,0.03624896610369473,0.04177242335972825,0.03437631892967776,0.03955963282804864,0.03758475677604565,0.027024049003369785,0.02747370117426898,0.03887222106971219,0.0374586744931962,0.021867066785692276
