,lightgbm-gbdt_numerai_1_30_10-all,lightgbm-gbdt_numerai_1_30_10-baseline,lightgbm-gbdt_numerai_1_30_10-high_autocorrelation_small,lightgbm-gbdt_numerai_1_30_10-high_autocorrelation_standard,lightgbm-gbdt_numerai_1_30_10-high_calmar_small,lightgbm-gbdt_numerai_1_30_10-high_calmar_standard,lightgbm-gbdt_numerai_1_30_10-high_drawdown_small,lightgbm-gbdt_numerai_1_30_10-high_drawdown_standard,lightgbm-gbdt_numerai_1_30_10-high_kurt_small,lightgbm-gbdt_numerai_1_30_10-high_kurt_standard,lightgbm-gbdt_numerai_1_30_10-high_mean_small,lightgbm-gbdt_numerai_1_30_10-high_mean_standard,lightgbm-gbdt_numerai_1_30_10-high_sharpe_small,lightgbm-gbdt_numerai_1_30_10-high_sharpe_standard,lightgbm-gbdt_numerai_1_30_10-high_skew_small,lightgbm-gbdt_numerai_1_30_10-high_skew_standard,lightgbm-gbdt_numerai_1_30_10-high_volatility_small,lightgbm-gbdt_numerai_1_30_10-high_volatility_standard,lightgbm-gbdt_numerai_1_30_10-low_autocorrelation_small,lightgbm-gbdt_numerai_1_30_10-low_autocorrelation_standard,lightgbm-gbdt_numerai_1_30_10-low_calmar_small,lightgbm-gbdt_numerai_1_30_10-low_calmar_standard,lightgbm-gbdt_numerai_1_30_10-low_drawdown_small,lightgbm-gbdt_numerai_1_30_10-low_drawdown_standard,lightgbm-gbdt_numerai_1_30_10-low_kurt_small,lightgbm-gbdt_numerai_1_30_10-low_kurt_standard,lightgbm-gbdt_numerai_1_30_10-low_mean_small,lightgbm-gbdt_numerai_1_30_10-low_mean_standard,lightgbm-gbdt_numerai_1_30_10-low_sharpe_small,lightgbm-gbdt_numerai_1_30_10-low_sharpe_standard,lightgbm-gbdt_numerai_1_30_10-low_skew_small,lightgbm-gbdt_numerai_1_30_10-low_skew_standard,lightgbm-gbdt_numerai_1_30_10-low_volatility_small,lightgbm-gbdt_numerai_1_30_10-low_volatility_standard,lightgbm-gbdt_numerai_1_30_10-optimizer
2020-11-20,0.02987782571077477,0.08032719002159625,0.0738682344369694,0.04809481951016109,0.059383858057747145,0.045132953814561935,0.07825354597328728,0.06255819808092214,0.07658987345674677,0.03919453864122293,0.06754128638818765,0.04497774623733481,0.0766317222358478,0.04979064950958967,0.06846665833869411,0.041282572461629495,0.07585362862021246,0.03777285485436109,0.06423053402892567,0.044001421562800146,0.06607422971451107,0.036642790980813356,0.06880820311128664,0.03571962159762798,0.07828188567281882,0.046638041483982935,0.0780984852338816,0.033772552085772144,0.07295519686346115,0.039423605642617744,0.08205693922336954,0.049026064973523846,0.08184020659897295,0.052293206499828,0.04459640841514105
2020-11-27,-0.01146389615627332,0.025923573747475247,0.03858376857975036,0.00977785011221027,0.023155824317474906,0.023622174396168746,0.04415374729225181,0.032919911379832446,0.04105822006906099,0.002996143515833291,0.033137222693296504,0.01566394434869742,0.03983214963849683,0.01886015914712661,0.024032168407570907,0.010677374075742447,0.03366572380764106,0.003480602870649138,0.011076792269889365,0.0002971370026098452,0.019054000838736547,0.009790019545764259,0.025381671664182655,0.00843964704389867,0.024890692969962887,0.004449666454489808,0.029969258365617632,0.005744841882735514,0.03514807671388379,0.005931584738105627,0.041383462668212155,0.012334735026428232,0.030888630095779534,0.016470024447440057,0.004681320314642476
2020-12-04,0.01974663783727596,0.052908484016732045,0.049024415365734854,0.03326117208894364,0.04003590393905213,0.025645689849679725,0.06219382366692175,0.048548771146600785,0.05010305973575063,0.02081263285966897,0.049820749295623905,0.03175158744423337,0.053656663962233904,0.03544764057405962,0.05324699759035958,0.027983231793336033,0.041732353946371765,0.02698695192545494,0.024276541712099732,0.016871354877064634,0.04705255456244642,0.04430089022673051,0.0439698510497387,0.03311915441336057,0.055841263793723755,0.021849304394390957,0.04935890436480561,0.03324708531545464,0.05405957443253697,0.0347826873683436,0.058642519321824495,0.03477593146677231,0.05569320892950253,0.032541452957724426,0.026257314555758797
2020-12-11,0.01981932873163017,0.03396159189840374,0.038603381202728056,0.023467182150963502,0.025878508683529113,0.03230040696424634,0.0491147091976983,0.025142736960317314,0.02552428492915622,0.01291805329971126,0.02775991534694292,0.03340271957477685,0.03195552724176338,0.03246321964111637,0.03888709998920419,0.018373835313505765,0.020655902738260637,0.016718950635302425,0.015254202848435134,0.020075723303640297,0.03175349794620379,0.01648903082031379,0.03451791562321621,0.038163362246456695,0.05007318034762015,0.02250729523863407,0.028257697409442978,0.011941177238491047,0.026127541291019893,0.010819468682976889,0.0431857793872954,0.02789228913205031,0.03309111026887168,0.03271819845071892,0.023209371816545823
2020-12-18,1.4744040763149734e-06,0.012660216385288477,0.0015713636967524959,0.005581040687125393,0.0004892915241798095,0.012009442459819143,0.02353717604499378,0.006238063227414462,0.0018934858825663786,-0.0014920267155036598,0.012939159544506895,0.005814979467232583,0.009040694747318235,0.008108730951657067,0.014956003901457538,-0.0005524802703072042,-0.001800528216041196,-0.0005411062960042612,-0.003999075322967059,0.006032910431654187,0.008196071840748715,0.008127125897751929,0.011992030449775155,0.019346779240696547,0.02077624909753408,0.006618880737408898,0.0069631891940853,0.0025099272058980923,0.0060389484673952455,0.003876348736044069,0.015352829227137583,0.014812495238030424,0.020845756718274225,0.008105922562940286,0.004898180970641986
2020-12-25,-0.00200319991419737,0.06890727075165275,0.04558819918218173,-0.011594001885182979,0.006118775892031397,0.014174516296543784,0.055841355170331,0.012898502508817206,0.030987923968672965,0.014025486642681955,0.015422043248362674,0.013514828534957665,0.0293425636188331,0.015189096708427979,0.02051880127874086,0.007707443228537762,0.0038890845829818517,0.0051795522825236456,0.04862309967565604,0.017914290567181954,0.04908660715842973,0.008054617770585,0.06152595239094195,0.014806839856149615,0.04566004775353504,0.0028521918217906577,0.028447122732493797,-0.011097096043069285,0.023938624880071164,-0.01076297212042803,0.0384415116003783,0.004446752986415862,0.0764731214880161,0.04842649840912084,0.017081436522294997
2021-01-01,0.008551849719120475,0.061642771658119225,0.05686485764931022,0.011466182063434631,0.022324943548052416,0.021662569864384036,0.059848545566159636,0.03953407464292962,0.0500790580937387,0.029453186243016752,0.034282906959484,0.030785903908003696,0.04540916281962587,0.02898014208598696,0.029983280951648116,0.023227404969710777,0.016159428911364772,0.021557417867314473,0.0505918139092363,0.021932441346224872,0.05136563193022439,0.0016417414861621973,0.05479495736656949,0.008425863084333657,0.039628319916898906,0.0026959182227414245,0.04438910455018093,0.003125894806503354,0.04472469603019024,0.0034595286695459316,0.05293144584403448,0.006060082980051382,0.06674718775688426,0.04212847644296824,0.02926469569507819
2021-01-08,0.005698171859711539,0.03954814724984754,0.04423806092840477,0.01320877193865996,0.018499464161094728,0.023338128237906756,0.03992228496830322,0.038784905864595924,0.04988681178667005,0.038343318775616794,0.026645298126238556,0.029259181853436622,0.04137540162491236,0.030948127176102083,0.021224858373246232,0.008523243359287086,0.017870494908885478,0.028738242733966253,0.04165355137389735,0.017423339256363107,0.04809429118210029,0.013458382799485795,0.04134226867183009,0.005922167328238472,0.019773551499788607,-0.005024375670979195,0.03230128811711001,0.022342886718640757,0.030572109922844627,0.01808502381938889,0.05016885953013533,0.023132787457249712,0.04595276085745774,0.021105969541597994,0.014281973347531387
2021-01-15,0.025078570928734566,0.053291980668525085,0.06598915788715982,0.03249949173085492,0.02009620329799651,0.026068192801491755,0.05016473945699471,0.04594461826593762,0.0606422436173645,0.03794641803804222,0.04266839521231078,0.03047452425001349,0.05368974936054284,0.02980220576108142,0.04503442584276661,0.02070180104927618,0.023829801843066583,0.03488527612007739,0.05332865617581537,0.01973925425846488,0.06809189715950915,0.03752454405710969,0.05811251925167452,0.01861536208136371,0.04504381923854374,0.023396186117412617,0.05263727461898263,0.03758822575495182,0.05453128711163679,0.035506897899447526,0.054328914687908486,0.03348883732726573,0.05651011644263158,0.0374353067972268,0.04015234652576695
2021-01-22,0.031826143641663196,0.026196716228029163,0.04743116208940685,0.04764359849503782,0.037253015515484975,0.04723793827860041,0.020672134483476618,0.03482756265171137,0.05171557073527147,0.038842994970032935,0.047216941657113626,0.03653679742699145,0.05803912185611695,0.03884875874848029,0.05180463483556508,0.054462148398254674,0.05153552127520184,0.046158739380743906,0.04231141726713679,0.031211477840099183,0.061689377639952726,0.04023192834302447,0.05265685064885207,0.039568682123118544,0.02197282715309561,0.03938698586920676,0.052000054371494304,0.05451745322478517,0.04659321848941807,0.054885099950034114,0.0415396198864724,0.03356515793892122,0.03135570953410317,0.03407964378175747,0.050140275192482237
