,Numerai-MLP_None_1_3010_10-baseline,Numerai-MLP_None_1_3010_10-high_mean_standard,Numerai-MLP_None_1_3010_10-high_volatility_standard,Numerai-MLP_None_1_3010_10-low_mean_standard,Numerai-MLP_None_1_3010_10-low_volatility_standard,Numerai-MLP_None_1_3010_10-optimizer
2017-01-20,0.05370791128256285,0.03671390174695636,0.02765462337213273,0.04181874877443725,0.040512520927315616,0.025841440352473488
2017-01-27,0.06301794758301425,0.037851767526870944,0.029914440732960436,0.028932016114428343,0.040976888957289716,0.027786402510083505
2017-02-03,0.08496464976649902,0.04412026583179685,0.04035138056368812,0.052833304140969005,0.04733340778108152,0.03788160848977007
2017-02-10,0.07533754404346547,0.04912953756599604,0.05079023761856228,0.0396109885863692,0.05070348020377828,0.054733473347950104
2017-02-17,0.07303512097334948,0.06280530570377117,0.055011902236462754,0.045204438174779996,0.05371816553639616,0.06434705678440514
2017-02-24,0.07910385469911305,0.06409498955033076,0.058469947555115816,0.05800883731160951,0.05590654739487274,0.054671002719298506
2017-03-03,0.07050980121723126,0.05461135664715646,0.057452899917677554,0.052717535067234075,0.04278591893124884,0.050948149876058654
2017-03-10,0.0487678408542619,0.031572903146799836,0.050698229311658245,0.05040660383695605,0.017461668032499787,0.02013519791795576
2017-03-17,0.06736933350708327,0.041129089882043474,0.06798044055511483,0.05975837505765888,0.04562615520964907,0.05959557065585139
2017-03-24,0.06255443767831817,0.05151105855106234,0.0573737973844278,0.05209280561888745,0.055924337427474415,0.06219302466802786
2017-03-31,0.06388538754147866,0.05155328053003217,0.03816593532691468,0.05468201761249752,0.057975656303035084,0.06932706708748411
2017-04-07,0.0487935689716438,0.030271888474493167,0.03478727270934612,0.05366321228336438,0.039941169611517696,0.056482118823779064
2017-04-14,0.03018797155477218,0.013812976456545256,0.03835756410696375,0.05142984599291264,0.02443402315957327,0.03712530972878371
2017-04-21,0.008881802890502258,-0.006543296023517615,0.024443469641080198,0.03452235745075215,0.013945248272749917,0.020701566911313144
2017-04-28,0.0031616712297086315,-0.010378891179745674,0.03194400460182259,0.029826631739390656,0.0037073281864078906,0.023530466790095832
2017-05-05,-0.007558857208362736,-0.015847348625842812,-0.0013427247171381765,0.00681331072378149,-0.007359264918834315,-0.007394431518568892
2017-05-12,-0.012784838942148727,-0.0118609745418889,-0.005683353560946223,0.0036154853391445344,-0.011154795739721085,-0.010762586458140965
2017-05-19,0.042563682443600155,0.019993114650848878,0.01939635699205618,0.037162751027400284,0.027446952871553052,0.03748510414802595
2017-05-26,0.04908534778357038,0.03204446648976865,0.04345710702213059,0.032003584785647805,0.027691359521651047,0.03853584548755629
2017-06-02,0.07512086887663111,0.04926292847007133,0.040409074351124175,0.05949059687796518,0.05203303607346042,0.046761848691043814
2017-06-09,0.08152953745327009,0.0454838427266566,0.03632480811746585,0.045138417764503606,0.05684371542595134,0.04590713638584034
2017-06-16,0.10138511575210223,0.06443566949817194,0.06626761601926193,0.07680398849422951,0.07931780851482695,0.069048564727578
