,Numerai-MLP_None_1_3030_10-baseline,Numerai-MLP_None_1_3030_10-high_mean_standard,Numerai-MLP_None_1_3030_10-high_volatility_standard,Numerai-MLP_None_1_3030_10-low_mean_standard,Numerai-MLP_None_1_3030_10-low_volatility_standard,Numerai-MLP_None_1_3030_10-optimizer
2020-11-20,0.06915268486234323,0.05020429165249304,0.034634343259609394,0.02603375838416277,0.04568139307751681,0.06575529796641519
2020-11-27,0.010581539848722777,0.01246092046244637,0.010778786022025665,0.007198944318227953,0.011584866120768304,0.018905070151909197
2020-12-04,0.03986413172245191,0.02654494347159054,0.03547782651725033,0.010657650342544053,0.027842364058445902,0.01646887563452143
2020-12-11,0.01577704394690635,0.024440801958646317,0.01248086586825503,-0.0005312648434389639,0.02253971619776734,0.024571901557586873
2020-12-18,0.00568298522826021,0.019192458280709864,0.010740612437581027,0.009186169282847089,0.018627972148638438,0.01586423681246197
2020-12-25,0.042035133105791114,0.023481993530102798,-0.00521744117757326,-0.02471632953327479,0.03162122983296529,0.005125665854008635
2021-01-01,0.04982323966917211,0.03666658527603346,0.019761444130131336,0.00122253179571723,0.035619120369054395,0.018330705787024993
2021-01-08,0.05264248519642933,0.05588610371998245,0.04339957447288105,0.015656434044092234,0.03251386803037332,0.040109667131533355
2021-01-15,0.04254669568721571,0.040566070354481044,0.040521451724539595,0.011137390213714482,0.02942536482460994,0.037311120579525944
2021-01-22,0.004867442298062877,0.01743549841964839,0.03029997744849661,0.009947664052437915,0.01198666929459859,0.028160655014787966
2021-01-29,-0.00786702673953742,0.006723288024552089,0.014145451274863417,0.0022618979070961756,0.0009089972640014424,0.012115551688711574
2021-02-05,-0.02143321415468733,-0.006778026136728572,-0.00449869233729455,-0.012015728717657931,-0.014164568397732322,-0.006468838601036998
2021-02-12,-0.0007506611635437014,-0.00870951675101312,0.008386378616070443,-0.002732208316255663,-0.0062368784120065135,-0.0020279328939446658
2021-02-19,0.03141268188276678,0.00914000724693635,0.024435812226099373,0.019066597700657353,-0.009743285200974715,0.008484996477122924
2021-02-26,0.03728106427324462,0.0434052643763848,0.03540896449618309,0.018198809431016726,0.0004940225232904208,0.021145477418366636
2021-03-05,0.06681408096842596,0.03961492167703081,0.034902956877864,0.030653550737680363,0.030484276231324058,0.011582849152898547
2021-03-12,0.10101069353956536,0.06513572283648654,0.04997049170176588,0.045537018102453794,0.039386036719945575,0.0223622606059234
2021-03-19,0.08408088146036286,0.04565811476979286,0.02816255671352692,0.033142171439883766,0.0317681111066062,0.02682112403861505
2021-03-26,0.0974265952588927,0.051279774398025335,0.04546827201426958,0.04097081533057877,0.03992903157898935,0.04050897059399646
2021-04-02,0.0726312782048806,0.05410201125541325,0.034667647220198695,0.022423930417332344,0.03183363723228341,0.042573509948680296
2021-04-09,0.01985477467366322,0.01729019239116747,0.028103243646847187,0.014845206886460486,0.009283033542247725,0.020921884241701088
2021-04-16,0.006058924776685292,0.02051919754398926,0.018561642909774478,0.008226773890781584,0.0022647100631937,0.015475826888975048
2021-04-23,0.015269563476264495,0.026299373798853776,0.017849341768635656,0.01449314719722686,0.007602453164603437,0.006855643778782222
2021-04-30,0.020935203907125843,0.020015798761941934,0.014669104642378196,0.013901061008034498,0.016018138254852803,0.0029291412822354088
2021-05-07,0.012798384910494488,0.015106125215861166,0.0028485321207774913,0.009345719033771566,0.01614556911032423,-0.011031303727495502
2021-05-14,0.05020418013965794,0.0316248795800171,0.0408906451439894,0.03644711181316858,0.031442572599667026,0.017383674823459205
2021-05-21,0.05749275860814478,0.0280164083488443,0.037912994448409676,0.03661206162434946,0.04168212177365443,0.03515138845454789
2021-05-28,0.09760233261876392,0.048637697446375264,0.05251753972239403,0.05250821957965822,0.05963493329503843,0.037589866537146265
2021-06-04,0.08551400225089173,0.04027078746022071,0.04002849984293557,0.047083627391804134,0.061426174743077044,0.03622919544603455
2021-06-11,0.06335877620985512,0.03964226939337415,0.014162850753329053,0.022947733300163514,0.0373717881065358,0.013041322825857135
2021-06-18,0.03218472035146844,0.020188988627677002,0.021279763755924393,0.029491586320376614,0.022854706760765783,0.015416381639624215
2021-06-25,0.023911223855599167,0.02821191675233126,0.01892449642639736,0.014867506927051613,0.020715859900843406,0.014991383455487586
2021-07-02,0.008396076269418448,0.0120180585891057,0.016052053893856298,0.019960325396794442,0.006598693987362074,0.012488051609923766
2021-07-09,0.01244649536260034,0.006618169744306402,-0.002580460634065187,-0.0015911838066776372,0.009483610542672393,0.024586757242647795
2021-07-16,0.02468176139324271,0.022624418212393513,0.012175791422224823,0.017767215115046593,0.023092221238050537,0.024671859315247714
2021-07-23,0.025273929247053788,0.03239546812299672,0.0076203652112529045,0.013472189035880247,0.041222986115306406,0.019339268712959292
2021-07-30,0.04436557254073689,0.04334840173319527,0.021146603314746642,0.021234988105036157,0.042977917635248476,0.03784970196553558
2021-08-06,0.04912327838370669,0.039527304069093036,0.03100296499019678,0.04390864831448235,0.05261911418130928,0.04505647480810942
2021-08-13,0.054834668452416996,0.03795666958838949,0.029378885072063786,0.03315378804731248,0.031153237400365585,0.0380209518691935
2021-08-20,0.04259915698333011,0.030335776467224997,0.01645757492449732,0.033835825061823845,0.02213745351421489,0.02418181080232144
2021-08-27,0.0188656333131418,0.007027508566307806,-0.005589301264253169,-0.0014548441400263022,0.011021567009115241,0.012305849745220657
2021-09-03,0.0019072251265405942,0.0138452469381341,0.001581973975567345,-0.001893095524095585,0.009624215863838277,0.011365604140020477
2021-09-10,0.020474042329577415,0.022645199123411015,-0.005949554988755074,-0.003977745814661623,0.01996145307924823,0.007933687970186624
2021-09-17,0.04426229662835678,0.02750341546855856,0.012072313677765125,0.011281570948885749,0.01763020637602372,0.02146596767660426
2021-09-24,0.05217260209720311,0.03313386371149191,0.030796742907141888,0.03389007859595677,0.04581751439983626,0.023498755024282066
2021-10-01,0.013236585195472475,0.013436082822837505,0.017007872717027667,0.021483553568303573,0.022400087307613538,0.001870248133870795
2021-10-08,0.007456664531985769,-0.0031652192458883556,0.009506520780980014,0.009856989715928017,0.01470068494201483,-0.005470357037316963
2021-10-15,-0.02635109517480546,-0.022814063984821994,-0.005179357143960316,0.0027709553948546952,-0.005295152200783421,-0.034686781711602895
2021-10-22,-0.04203567114629919,-0.02958532714120057,-0.01321988406203023,0.0037899603255164022,-0.019056368936806213,-0.051240236587722025
2021-10-29,-0.029079958839866124,-0.02676891859013217,-0.0032891825113572195,0.00287003650061421,-0.037763638165976506,-0.029503829436397355
2021-11-05,-0.003457762992312061,-0.023340353202493704,-0.0030663472424689647,0.01075745498443751,-0.013856962812234412,-0.032251824185882697
2021-11-12,0.02500240286071467,0.006187350214199768,0.011086563162933712,0.03248497562305735,0.013006169098777597,-0.005253816663813404
2021-11-19,0.04823848592003239,0.016825975370940896,0.00892565714065627,0.02984286398039462,0.03895075622945525,-0.0009989627762604899
2021-11-26,0.0067002010206818514,-0.0018668781930167664,-0.0057986246665020546,-0.0059075058549454985,0.012412722675652901,-0.014778316790705704
