,numerai_models_v4/lightgbm-dart_None_1_2000.parameters-random-32
2015-05-08,0.047266013730283336
2015-05-15,0.05384387688205606
2015-05-22,0.05278297298047052
2015-05-29,0.036192681746185854
2015-06-05,0.027659363268071193
2015-06-12,0.03225495675878933
2015-06-19,0.029292605378059566
2015-06-26,0.019890993408680335
2015-07-03,0.008421054830318095
2015-07-10,-0.00021699479039240387
2015-07-17,0.027996645692791998
2015-07-24,0.03811843382616845
2015-07-31,0.04299127039135268
2015-08-07,0.048961050245426095
2015-08-14,0.05099714617916241
2015-08-21,0.03910338664354133
2015-08-28,0.0354075775441138
2015-09-04,0.02886064994240867
2015-09-11,0.031165274448424315
2015-09-18,0.01599088108636702
2015-09-25,0.009599344175290658
2015-10-02,0.01266498573290328
2015-10-09,0.04040556199335022
2015-10-16,0.0528792441018204
2015-10-23,0.050758342961765936
2015-10-30,0.0426750712642537
2015-11-06,0.028981096868757657
2015-11-13,0.03805449004002288
2015-11-20,0.05634839247526391
2015-11-27,0.043287530413791804
2015-12-04,0.05036168187472111
2015-12-11,0.03035797127951418
2015-12-18,0.052707488265300924
2015-12-25,0.05769654616124421
2016-01-01,0.023853885777502196
2016-01-08,0.0024522212783968933
2016-01-15,0.005721251695298089
2016-01-22,0.01585888896990317
2016-01-29,-0.003565044907798331
2016-02-05,-0.006621693660342868
2016-02-12,0.001226377087474411
2016-02-19,0.008351123385775283
2016-02-26,0.02186258107388546
2016-03-04,0.029885442617487937
2016-03-11,0.029571040057105348
2016-03-18,0.03220410274867262
2016-03-25,0.016043448258713955
2016-04-01,0.030909667823811
2016-04-08,0.022865869009757192
2016-04-15,0.03900461587121286
2016-04-22,0.028002709407016425
2016-04-29,0.03182085626604948
2016-05-06,0.04696851546535072
2016-05-13,0.024405881915358276
2016-05-20,0.040389311255607976
2016-05-27,0.0068708034154153635
2016-06-03,-0.013134093818212214
2016-06-10,-0.02119676632901798
2016-06-17,-0.008912094120680203
2016-06-24,0.00842312523051537
2016-07-01,0.017218395227351923
2016-07-08,0.02906641863878601
2016-07-15,0.03232542168239852
2016-07-22,0.016958402980420867
2016-07-29,0.01664671053404417
2016-08-05,0.02137468402080102
2016-08-12,0.040376446027389684
2016-08-19,0.05316840686484204
2016-08-26,0.03946741324019214
2016-09-02,0.03175965739023536
2016-09-09,0.03406415402023852
2016-09-16,0.016572188793294224
2016-09-23,0.027813477991795968
2016-09-30,0.03376523734528389
2016-10-07,0.03692281744807916
2016-10-14,0.01853235362458405
2016-10-21,0.01083018919442838
2016-10-28,0.030415209562762512
2016-11-04,0.007971221528468036
2016-11-11,0.013328875631290283
2016-11-18,0.026148963048313482
2016-11-25,-0.006549579602052047
2016-12-02,-0.006169927220548083
2016-12-09,0.027621519933272425
2016-12-16,0.025747626997525242
2016-12-23,0.030179690855562036
2016-12-30,0.03584125471208361
2017-01-06,0.016799930754879393
2017-01-13,0.032685615830432856
2017-01-20,0.036994755817549935
2017-01-27,0.022084959272478923
2017-02-03,0.024002744242700238
2017-02-10,0.04819062954377801
2017-02-17,0.033183227104721595
2017-02-24,0.041137705543665984
2017-03-03,0.0393193924238814
2017-03-10,0.028097551389588925
2017-03-17,0.03028088005924205
2017-03-24,0.041134249609186185
2017-03-31,0.03814016029758899
2017-04-07,0.03212529618949677
2017-04-14,0.024503454159101407
2017-04-21,0.0071333394860138245
2017-04-28,0.010525387977420952
2017-05-05,0.006443480160457173
2017-05-12,0.0018940662435085489
2017-05-19,0.033550865187916626
2017-05-26,0.012962100456037193
2017-06-02,0.04485415754657503
2017-06-09,0.03900008183103716
2017-06-16,0.029021996365267606
2017-06-23,0.026037605329380906
2017-06-30,0.03534417683548696
2017-07-07,0.012669028263891423
2017-07-14,0.012170618521343955
2017-07-21,0.03363492738305216
2017-07-28,0.03866066123852589
2017-08-04,0.045219169811533906
2017-08-11,0.042026677307019145
2017-08-18,0.029177366187546346
2017-08-25,0.022067791571804805
2017-09-01,0.024991920129442857
2017-09-08,0.021561451479375916
2017-09-15,0.014576458704071234
2017-09-22,0.017147883225901703
2017-09-29,0.02400525214238772
2017-10-06,0.02019143187897801
2017-10-13,0.011907761471289415
2017-10-20,0.015886614905077152
2017-10-27,0.028974343192067684
2017-11-03,0.01825785342935575
2017-11-10,0.0076651800129131226
2017-11-17,0.019914860615794935
2017-11-24,0.011239904413362664
2017-12-01,0.029493716439650507
2017-12-08,0.004393837989576853
2017-12-15,0.020799794232727032
2017-12-22,0.005430237386216661
2017-12-29,0.01476446827549644
2018-01-05,0.022671094296274365
2018-01-12,0.02231721711645355
2018-01-19,0.03892828695465477
2018-01-26,0.05796408418488689
2018-02-02,0.044343043327527636
2018-02-09,0.044726145407726216
2018-02-16,0.028233712537424415
2018-02-23,0.02218988597661997
2018-03-02,0.0218534893016585
2018-03-09,0.02671861281748218
2018-03-16,0.03766370698937452
2018-03-23,0.016601414778912048
2018-03-30,0.038743055274902745
2018-04-06,0.020897299122690637
2018-04-13,0.0076623781535793125
2018-04-20,0.023889221180156364
2018-04-27,0.025508788950617874
2018-05-04,0.007145318318900773
2018-05-11,0.025452603104344697
2018-05-18,0.024008279530359816
2018-05-25,0.04293795280715861
2018-06-01,0.033334942025035945
2018-06-08,0.03166697619837369
2018-06-15,0.0213410507270763
2018-06-22,0.01961111838808468
2018-06-29,0.0204348483487672
2018-07-06,0.03302973834308012
2018-07-13,0.047077477338034815
2018-07-20,0.04389625015825028
2018-07-27,0.05541818169897341
2018-08-03,0.03068647204076567
2018-08-10,0.023135004864955674
2018-08-17,0.017146104612064852
2018-08-24,0.021400511980855665
2018-08-31,-0.0016580299929682058
2018-09-07,-0.01643651168228903
2018-09-14,0.013807925508750062
2018-09-21,0.002520264219614017
2018-09-28,0.02345877107275645
2018-10-05,0.026558897192959025
2018-10-12,0.03718132226911188
2018-10-19,0.02260957036630606
2018-10-26,0.021216660189834917
2018-11-02,0.022422349839387987
2018-11-09,0.017788371341211442
2018-11-16,0.05023860890713218
2018-11-23,0.04142743550241929
2018-11-30,0.05444044243949547
2018-12-07,0.034014113658274156
2018-12-14,0.044997236978303184
2018-12-21,0.0473113013115839
2018-12-28,0.04718704487936211
2019-01-04,0.04964280072509786
2019-01-11,0.04065413494446034
2019-01-18,0.00794837201197528
2019-01-25,0.0029570401617480422
2019-02-01,0.00440617207489464
2019-02-08,4.418306274643395e-05
2019-02-15,0.03745094200572139
2019-02-22,0.03204748481579409
2019-03-01,0.025906117112019265
2019-03-08,0.0036338760698136456
2019-03-15,0.012276122180641157
2019-03-22,0.0017144594947555991
2019-03-29,0.005154204604602423
2019-04-05,0.016351962036490923
2019-04-12,0.017479352338733014
2019-04-19,0.023888655014692475
2019-04-26,0.017986199715934965
2019-05-03,0.01387082716552934
2019-05-10,0.006351505530354081
2019-05-17,0.025982608277497196
2019-05-24,0.01815080550154674
2019-05-31,0.021693092898867207
2019-06-07,0.029166661824207556
2019-06-14,0.021548719342661685
2019-06-21,0.03293962132386302
2019-06-28,0.03632073372519489
2019-07-05,0.020106616045212907
2019-07-12,0.02289574487806831
2019-07-19,0.0001306968413951664
2019-07-26,0.019031652387978687
2019-08-02,0.008145796535363844
2019-08-09,-0.007695235426202673
2019-08-16,0.0020188247566841865
2019-08-23,0.0007780191893916375
2019-08-30,0.0010948206292783487
