,Numerai-MLP_None_1_2000_10-random-65
2015-05-15,0.017261212497006406
2015-05-22,0.038623622728001634
2015-05-29,0.03133353912199555
2015-06-05,0.037157874279023825
2015-06-12,0.021003995303647854
2015-06-19,0.0196236210308374
2015-06-26,0.0097711774474152
2015-07-03,0.0008153417773893367
2015-07-10,-0.0008251272491812142
2015-07-17,0.005754756810514114
2015-07-24,0.013552609429388289
2015-07-31,0.00426898500935333
2015-08-07,0.03050010391052154
2015-08-14,0.026015376384988027
2015-08-21,0.025829360777775787
2015-08-28,0.018249278264169177
2015-09-04,0.018472430794909744
2015-09-11,0.011192340227404627
2015-09-18,0.009464332163982316
2015-09-25,0.019611364111558262
2015-10-02,0.028553242118821796
2015-10-09,0.06253197258315786
2015-10-16,0.07762465853224347
2015-10-23,0.0636842263004422
2015-10-30,0.06377823669329291
2015-11-06,0.04715892297656057
2015-11-13,0.03598446361375904
2015-11-20,0.0505311687970654
2015-11-27,0.03987889214574446
2015-12-04,0.035776564914329394
2015-12-11,0.039715160266953486
2015-12-18,0.042381590171286995
2015-12-25,0.044186090344545216
2016-01-01,0.014756159230679971
2016-01-08,0.008303940330575533
2016-01-15,0.005025842985883581
2016-01-22,0.0019081394995039476
2016-01-29,-0.017580419475057913
2016-02-05,-0.004400652633348531
2016-02-12,0.0028575784821522144
2016-02-19,0.013529688854307978
2016-02-26,0.03158549075996222
2016-03-04,0.040846111302800636
2016-03-11,0.021609057121229947
2016-03-18,0.03148814172723627
2016-03-25,0.026639037405904824
2016-04-01,0.025714151950509908
2016-04-08,0.024178854371378185
2016-04-15,0.031065902487438284
2016-04-22,0.012971981500974181
2016-04-29,0.0365556320626084
2016-05-06,0.05068012730934053
2016-05-13,0.03250827114250986
2016-05-20,0.029832971386665838
2016-05-27,0.028315328685614278
2016-06-03,0.0009597196602347754
2016-06-10,-0.016300557321257517
2016-06-17,-0.0026901403863894046
2016-06-24,0.001555881852732244
2016-07-01,0.010946183769447145
2016-07-08,0.026042987946331975
2016-07-15,0.021815503454742466
2016-07-22,0.012193580221009987
2016-07-29,0.01606774129222215
2016-08-05,0.025313203399789295
2016-08-12,0.04001353273153435
2016-08-19,0.04366359959062695
2016-08-26,0.02587556696662685
2016-09-02,0.013228825287626964
2016-09-09,0.009578316980421163
2016-09-16,0.009696742865022305
2016-09-23,0.020017696836334142
2016-09-30,0.046969899729780606
2016-10-07,0.053801097896060274
2016-10-14,0.03344019629613807
2016-10-21,0.018349812172335986
2016-10-28,0.0318493225079604
2016-11-04,-0.010303274053744304
2016-11-11,0.005865930878598248
2016-11-18,0.005777078594513301
2016-11-25,-0.020869927496044605
2016-12-02,-0.01106418444149751
2016-12-09,0.02803985706308398
2016-12-16,0.028439266089599086
2016-12-23,0.02666143089080552
2016-12-30,0.04295567669454864
2017-01-06,0.02744199456234541
2017-01-13,0.01775899004038302
2017-01-20,0.02283017791137227
2017-01-27,0.02713170206012691
2017-02-03,0.03392807014462023
2017-02-10,0.05234786689629973
2017-02-17,0.03555337290060386
2017-02-24,0.027535766997168237
2017-03-03,0.022272049474988943
2017-03-10,0.0006293360726932453
2017-03-17,0.018120927692294425
2017-03-24,0.042918899012421095
2017-03-31,0.02516316527725877
2017-04-07,0.025380368065813206
2017-04-14,0.018354872387862795
2017-04-21,0.014717965922942777
2017-04-28,0.0028683142846425125
2017-05-05,-0.009514599659591184
2017-05-12,-0.01549161703030317
2017-05-19,0.013388486264051046
2017-05-26,0.01816751150299909
2017-06-02,0.03477462015284489
2017-06-09,0.02357644553475311
2017-06-16,0.039320647486359786
2017-06-23,0.028286596012815156
2017-06-30,0.04002049129984568
2017-07-07,0.006869100854335602
2017-07-14,-0.0018351084744204376
2017-07-21,-0.004049449146282049
2017-07-28,0.010607519286668452
2017-08-04,0.023763225477103873
2017-08-11,0.037341587635165444
2017-08-18,0.01907143642861483
2017-08-25,0.01217386774495755
2017-09-01,0.0071549757964095295
2017-09-08,0.01842735319491851
2017-09-15,0.02403927021794291
2017-09-22,0.011442399065418734
2017-09-29,0.037364031758293836
2017-10-06,0.024436553606804714
2017-10-13,0.017015310374945407
2017-10-20,0.004940303201982095
2017-10-27,0.01670406043051224
2017-11-03,0.004340004087462422
2017-11-10,-0.016027760174234837
2017-11-17,-0.003166096161143915
2017-11-24,-0.020346482788408518
2017-12-01,-0.01184860309863121
2017-12-08,-0.008177321322424878
2017-12-15,-0.006387856610469541
2017-12-22,0.011904589694822087
2017-12-29,0.013615766865212845
2018-01-05,0.03542006464773129
2018-01-12,0.0349244404502143
2018-01-19,0.034780983865267304
2018-01-26,0.049210247292763326
2018-02-02,0.041604290858569246
2018-02-09,0.03146369604980676
2018-02-16,0.017158241775251083
2018-02-23,0.019196320275515263
2018-03-02,0.014888721497804652
2018-03-09,0.022520928323707515
2018-03-16,0.021526682412511926
2018-03-23,0.016376804414768645
2018-03-30,0.03791216323085219
2018-04-06,0.01767017887358985
2018-04-13,0.02396030726783558
2018-04-20,0.00038451736457326873
2018-04-27,0.017590616362619726
2018-05-04,0.017924406837644746
2018-05-11,0.017635116564560207
2018-05-18,0.023477849291258623
2018-05-25,0.028875483234016824
2018-06-01,0.022355476886311204
2018-06-08,0.02995684087238785
2018-06-15,0.01672552942817643
2018-06-22,0.015491224195386783
2018-06-29,0.014350046817595153
2018-07-06,0.03171438841646687
2018-07-13,0.04973160354230735
2018-07-20,0.047341751500248934
2018-07-27,0.061916457759743505
2018-08-03,0.035432634505212
2018-08-10,0.03057486088091974
2018-08-17,0.025592006225001667
2018-08-24,0.02163497643421439
2018-08-31,0.010415889200313048
2018-09-07,0.018469829840633393
2018-09-14,0.035336081050979525
2018-09-21,0.02283757536420276
2018-09-28,0.027703771556367
2018-10-05,0.015356998831163536
2018-10-12,0.022103495984959944
2018-10-19,0.006556307575922625
2018-10-26,0.010289061104412016
2018-11-02,0.0034702347438607065
2018-11-09,0.029890106687783916
2018-11-16,0.04584840461702368
2018-11-23,0.0418757694596046
2018-11-30,0.04327017133479569
2018-12-07,0.034644027090154225
2018-12-14,0.03599005024557643
2018-12-21,0.029757631177672578
2018-12-28,0.04053911196931015
2019-01-04,0.05401114541093045
2019-01-11,0.03663756087605271
2019-01-18,0.02810287669267069
2019-01-25,0.012397432057172015
2019-02-01,0.027967982724291133
2019-02-08,0.007913232722272387
2019-02-15,0.04226530960232114
2019-02-22,0.03879623986576371
2019-03-01,0.019482295678705238
2019-03-08,0.003385571402625034
2019-03-15,0.007830788493554978
2019-03-22,0.013304593232041705
2019-03-29,0.017311080097082057
2019-04-05,0.022429382770035172
2019-04-12,0.013459334179955075
2019-04-19,-0.0006241026106164
2019-04-26,0.009658862916528897
2019-05-03,0.018990338915646266
2019-05-10,0.01815809632912119
2019-05-17,0.02337756405024769
2019-05-24,0.0034673747335400066
2019-05-31,0.006904224670220065
2019-06-07,0.025269328643865472
2019-06-14,0.02388193845313401
2019-06-21,0.045843389474474236
2019-06-28,0.03622478987557523
2019-07-05,0.024632005614801944
2019-07-12,0.018887124798033405
2019-07-19,0.018488015068947684
2019-07-26,0.015483452081805883
2019-08-02,0.016607080464991663
2019-08-09,0.0009888368045001272
2019-08-16,0.001551886782538425
2019-08-23,0.008579882927023575
2019-08-30,-0.007072544479054518
2019-09-06,0.018525337417304936
2019-09-13,0.026285553623768828
2019-09-20,0.009535781448251806
2019-09-27,0.024097892017762714
2019-10-04,0.00733512952311929
2019-10-11,0.0018806155977384763
2019-10-18,0.024546759155623418
2019-10-25,0.024351847087702903
2019-11-01,0.030391254106112216
2019-11-08,0.014854495759637598
2019-11-15,0.003828681310481058
2019-11-22,0.012936465981990749
2019-11-29,-0.001664712988081235
2019-12-06,0.020205538236942936
2019-12-13,-9.153494167879647e-05
2019-12-20,-0.002098906911869083
2019-12-27,0.009481525962097347
2020-01-03,0.004290583663096542
2020-01-10,0.023371408645953724
2020-01-17,-0.002864334211242672
2020-01-24,0.008008138234431618
2020-01-31,0.02912376422510501
2020-02-07,0.04221704306071614
2020-02-14,0.027826442106362845
2020-02-21,0.049925383828060416
2020-02-28,0.023072923846564824
2020-03-06,-0.0009556815572114736
2020-03-13,0.012776967892832558
2020-03-20,0.0343144504641351
2020-03-27,0.03148609869414512
2020-04-03,0.02837698645240295
2020-04-10,0.03906779440728228
2020-04-17,0.022910721600733472
2020-04-24,0.02798075224045207
2020-05-01,0.02572121876584352
2020-05-08,0.022976276845750924
2020-05-15,0.007321471888140456
2020-05-22,0.015604270592126025
2020-05-29,0.05323752813897163
2020-06-05,0.047956679031728316
2020-06-12,0.048093355605071254
2020-06-19,0.0234696461676804
2020-06-26,0.00016030730443395002
2020-07-03,-0.005835453920416277
2020-07-10,0.0012498108780482696
2020-07-17,0.008611351563608828
2020-07-24,0.006578019462322799
2020-07-31,0.02586118300338653
2020-08-07,-0.010590385331488667
2020-08-14,-0.0018295019794485289
2020-08-21,-0.00809833543480576
2020-08-28,-0.012482273784557003
2020-09-04,0.01360233455399144
2020-09-11,0.015423507212678824
2020-09-18,0.008913760342027096
2020-09-25,0.02971995842514088
2020-10-02,0.0282900545110637
2020-10-09,0.006906039778900019
2020-10-16,0.01726509198546252
2020-10-23,0.026787204335047034
2020-10-30,0.029991866825478008
2020-11-06,0.03018448481219764
2020-11-13,0.038419633566038364
2020-11-20,0.031043424337102932
2020-11-27,0.017934992448605677
2020-12-04,0.024079470625840167
2020-12-11,0.010691483761332957
2020-12-18,0.006837654218445535
2020-12-25,0.005116965441071316
2021-01-01,0.010515619196308256
2021-01-08,0.013459774940371632
2021-01-15,0.007011479256775271
2021-01-22,0.015331170355084398
2021-01-29,0.02279899550385527
2021-02-05,-0.0008474586618224864
2021-02-12,0.0013399569992474363
2021-02-19,0.003997140763218828
2021-02-26,0.018328526733281267
2021-03-05,0.016843349061270607
2021-03-12,0.017377302242634115
2021-03-19,0.04275821604873519
2021-03-26,0.0394764026723845
2021-04-02,0.038938701992651197
2021-04-09,0.022522416390174937
2021-04-16,0.003035767909198834
2021-04-23,0.005651587899668874
2021-04-30,0.012199731993576088
2021-05-07,0.003500106015356158
2021-05-14,-0.005853954207588792
2021-05-21,0.020624327420228065
2021-05-28,0.010928000502625775
2021-06-04,0.030288617590981132
2021-06-11,-0.0017509217159486432
2021-06-18,0.0006410100543196311
2021-06-25,0.012415999723362655
2021-07-02,0.0044821204089768125
2021-07-09,-0.0019285618248273736
2021-07-16,-0.0023179399061624795
2021-07-23,0.0015395697765830908
2021-07-30,0.023920421687299253
2021-08-06,0.03726418979368579
2021-08-13,0.02767674944834725
2021-08-20,0.02207315452790165
2021-08-27,0.01375352516644616
2021-09-03,-0.000550581028077789
2021-09-10,0.01924829737109052
2021-09-17,0.016264513915938167
2021-09-24,0.00808945580551418
2021-10-01,-0.014858191907222196
2021-10-08,-0.00804163938996142
2021-10-15,-0.017251431974417947
2021-10-22,-0.020208079260957277
2021-10-29,-0.003932548014481599
2021-11-05,-0.002893428886588921
2021-11-12,0.006478653322647692
2021-11-19,0.009044482956955018
2021-11-26,0.00771426560035545
2021-12-03,-0.01869087734055871
2021-12-10,0.014811125545642108
2021-12-17,0.028541451246959292
2021-12-24,0.031568707204115705
2021-12-31,0.03619291060239182
2022-01-07,0.01454201499133231
2022-01-14,-0.0001289529035877816
2022-01-21,0.0027554876763331566
2022-01-28,0.006424185448726853
2022-02-04,0.025356579782881413
2022-02-11,-0.0005393670165877567
2022-02-18,-0.01248796940413185
2022-02-25,-0.040530190974834734
2022-03-04,-0.009470467108454258
2022-03-11,-0.003938031800409004
2022-03-18,-0.014705053065107982
2022-03-25,0.009461556347700243
