,lightgbm-gbdt_None_1_2000_10-random-47
2015-05-08,0.04234389164257033
2015-05-15,0.05813506685988964
2015-05-22,0.05955357810727087
2015-05-29,0.05078642877320714
2015-06-05,0.051711155581166804
2015-06-12,0.05354105513954882
2015-06-19,0.04063078232522525
2015-06-26,0.024951663607314302
2015-07-03,0.02738000609725056
2015-07-10,0.02209395976463211
2015-07-17,0.03218523547538044
2015-07-24,0.04624129861047078
2015-07-31,0.04132184183539281
2015-08-07,0.05128118641598268
2015-08-14,0.05192587813114611
2015-08-21,0.04451978850437759
2015-08-28,0.02901994458994613
2015-09-04,0.009085503084702377
2015-09-11,0.011811849493311814
2015-09-18,0.003974544850769127
2015-09-25,0.014813142270632488
2015-10-02,0.018277989833344662
2015-10-09,0.06366422212423176
2015-10-16,0.07222218064465727
2015-10-23,0.06295509774397623
2015-10-30,0.07206393388843034
2015-11-06,0.05988441990296726
2015-11-13,0.04777979265621432
2015-11-20,0.05589364974479578
2015-11-27,0.0362880481809022
2015-12-04,0.024366080936289725
2015-12-11,0.0327397194198094
2015-12-18,0.06375387258882997
2015-12-25,0.07167651757484866
2016-01-01,0.04374121831556405
2016-01-08,0.003442541410057171
2016-01-15,0.012696445698995503
2016-01-22,-0.001015860363372271
2016-01-29,-0.013723560424603631
2016-02-05,-0.011860231859944594
2016-02-12,0.009072379741481632
2016-02-19,-0.0025723132384299283
2016-02-26,0.007423085439823228
2016-03-04,0.03175384637783706
2016-03-11,0.031438714914789535
2016-03-18,0.026804694334376787
2016-03-25,0.012591650925923849
2016-04-01,0.02589920874318571
2016-04-08,0.019967958104407484
2016-04-15,0.028327099978943733
2016-04-22,0.01674876302516007
2016-04-29,0.042101716751949826
2016-05-06,0.04289818064813897
2016-05-13,0.05060004022968878
2016-05-20,0.046280695048497175
2016-05-27,0.016702406348516524
2016-06-03,-0.007350753206552893
2016-06-10,-0.015276571769255058
2016-06-17,-0.012168130266387843
2016-06-24,0.0062398160874624865
2016-07-01,0.007382335314179189
2016-07-08,0.01863580125090203
2016-07-15,0.018403955542704603
2016-07-22,0.02356644314982453
2016-07-29,0.009193730317841892
2016-08-05,0.025921009975015875
2016-08-12,0.05750891491590789
2016-08-19,0.055482103858838436
2016-08-26,0.02135330138623397
2016-09-02,0.013141193780315969
2016-09-09,0.03286869065361637
2016-09-16,0.016394993550995655
2016-09-23,0.026693499237340622
2016-09-30,0.03894636361801279
2016-10-07,0.038531057935683344
2016-10-14,0.021624887768267216
2016-10-21,0.004595478009672213
2016-10-28,0.031036299078878272
2016-11-04,0.002914018118527453
2016-11-11,-0.012037950898627787
2016-11-18,0.011497683602893717
2016-11-25,-0.007681918298041869
2016-12-02,0.004827132826448673
2016-12-09,0.0348509703251231
2016-12-16,0.035958869108003756
2016-12-23,0.010338991871235556
2016-12-30,0.028615629643199976
2017-01-06,-0.0003286597285203533
2017-01-13,0.012198512040326445
2017-01-20,0.031300145408747385
2017-01-27,0.019866576276521383
2017-02-03,0.025212504377871883
2017-02-10,0.030917005805373283
2017-02-17,0.03273107895126644
2017-02-24,0.036832974399684346
2017-03-03,0.041943319450574904
2017-03-10,0.02107823883310053
2017-03-17,0.023148806282780605
2017-03-24,0.036322786766430915
2017-03-31,0.030188417301585457
2017-04-07,0.024631158478783485
2017-04-14,0.018040244938320377
2017-04-21,0.005071397297092831
2017-04-28,0.0009080476109873488
2017-05-05,-0.009058160445680898
2017-05-12,-0.0019004178108215986
2017-05-19,0.015689440528302068
2017-05-26,-0.0002897833868070606
2017-06-02,0.017716354016931134
2017-06-09,0.01673194598146073
2017-06-16,0.026978114231307523
2017-06-23,0.03156966889130826
2017-06-30,0.030518391132541487
2017-07-07,0.021541928985767667
2017-07-14,0.024785302866233736
2017-07-21,0.013836599235558404
2017-07-28,-0.0005891868443982027
2017-08-04,0.01819256134965135
2017-08-11,0.015916758748523142
2017-08-18,0.00309553736864783
2017-08-25,-0.007241918822723917
2017-09-01,0.011826863050030499
2017-09-08,0.01056609117261457
2017-09-15,0.009292008917768638
2017-09-22,0.0002501302500406473
2017-09-29,0.016096531721292877
2017-10-06,0.01748237970180326
2017-10-13,0.018879206079252968
2017-10-20,0.027416243195892448
2017-10-27,0.032977765662775584
2017-11-03,0.01135094687768103
2017-11-10,-0.0008415102205693457
2017-11-17,0.01470440400836943
2017-11-24,-0.005948386062828423
2017-12-01,0.011166187462986843
2017-12-08,-0.01038332766087152
2017-12-15,0.008115593082396557
2017-12-22,-0.0054982745933466245
2017-12-29,-0.005182693951285037
2018-01-05,0.01620977182109353
2018-01-12,0.028259736708642954
2018-01-19,0.05058729558868558
2018-01-26,0.06241606675776781
2018-02-02,0.04354617822182792
2018-02-09,0.02832176748177292
2018-02-16,0.01248283287309758
2018-02-23,0.0203522847362923
2018-03-02,0.0181644423976498
2018-03-09,0.020639940232352244
2018-03-16,0.018712924658025553
2018-03-23,0.0076701899790559405
2018-03-30,0.03223999283987539
2018-04-06,0.025847339876061776
2018-04-13,0.01991174476073175
2018-04-20,0.02189369644098978
2018-04-27,0.02448630514497957
2018-05-04,0.008869127701142948
2018-05-11,0.025537093909302224
2018-05-18,0.032350185822583
2018-05-25,0.051614173286784644
2018-06-01,0.04335978988301503
2018-06-08,0.040911737754137055
2018-06-15,0.036550723783020614
2018-06-22,0.01025178404633338
2018-06-29,0.014634141842940852
2018-07-06,0.04457677032322652
2018-07-13,0.03846694133525007
2018-07-20,0.056507665755412134
2018-07-27,0.04703297207509673
2018-08-03,0.02317511532140684
2018-08-10,0.0276016748806763
2018-08-17,0.008993705566011877
2018-08-24,0.024714054880508353
2018-08-31,0.0007818944919839504
2018-09-07,-0.004320709824445927
2018-09-14,0.00599388176722601
2018-09-21,0.004162205462481268
2018-09-28,0.007671920225500437
2018-10-05,0.009750887485122109
2018-10-12,0.0073060664505684774
2018-10-19,0.0034619442653699476
2018-10-26,0.0020593169645633453
2018-11-02,0.0014346683776226103
2018-11-09,0.009944287576388638
2018-11-16,0.039391590121376725
2018-11-23,0.04473717274325465
2018-11-30,0.05675234744998309
2018-12-07,0.04963684522475583
2018-12-14,0.05651300489470227
2018-12-21,0.05232252691477445
2018-12-28,0.052324613403238296
2019-01-04,0.04411987865740024
2019-01-11,0.0480943865877067
2019-01-18,0.030509350378463588
2019-01-25,0.020076438480644207
2019-02-01,0.009260280886516026
2019-02-08,-0.0009997380121092017
2019-02-15,0.03622931948719873
2019-02-22,0.024828515138825266
2019-03-01,0.038667336029074115
2019-03-08,0.007776366222418201
2019-03-15,0.008057080716431882
2019-03-22,0.0022608780976320388
2019-03-29,0.012439636694640833
2019-04-05,0.017973982593934176
2019-04-12,0.028957980111368794
2019-04-19,0.04102420568104036
2019-04-26,0.02295354862899378
2019-05-03,0.016799325223056844
2019-05-10,-0.002475038687318471
2019-05-17,0.014502407972014804
2019-05-24,0.01162443502749053
2019-05-31,0.03339784206882349
2019-06-07,0.0409910572112117
2019-06-14,0.017152774338963055
2019-06-21,0.03092567298667208
2019-06-28,0.027241042616605635
2019-07-05,0.03691394359988532
2019-07-12,0.02611514466748484
2019-07-19,0.00681656982169677
2019-07-26,0.0002789250284550654
2019-08-02,0.00537962568705122
2019-08-09,-0.01577242091522983
2019-08-16,0.01579692484244477
2019-08-23,-0.0041947860163825314
2019-08-30,-0.011637430669559414
2019-09-06,0.025956947221533484
2019-09-13,0.010840442773897532
2019-09-20,-0.005461138724378579
2019-09-27,0.013766737223614685
2019-10-04,0.01963542682757567
2019-10-11,0.010858744602974832
2019-10-18,0.02172673988844147
2019-10-25,0.03879942940160055
2019-11-01,0.05470259784152678
2019-11-08,0.022321751351711633
2019-11-15,0.00839857507697385
2019-11-22,0.02366805269139959
2019-11-29,0.0047748247290532305
2019-12-06,0.010231231640732636
2019-12-13,0.010224728558577277
2019-12-20,0.013510707632713477
2019-12-27,0.013483324617190012
2020-01-03,0.013451065324111677
2020-01-10,0.037846260298067244
2020-01-17,0.030888095646380655
2020-01-24,0.042751865544072315
2020-01-31,0.02941533937255946
2020-02-07,0.016453416299721184
2020-02-14,0.005605198157252168
2020-02-21,0.019700869836849683
2020-02-28,0.0041081520912019266
2020-03-06,0.0014728142831296103
2020-03-13,0.007204236561919457
2020-03-20,-0.013097251229188471
2020-03-27,0.008634477495821712
2020-04-03,0.04488900411268682
2020-04-10,0.03348669197265335
2020-04-17,0.021243055329063492
2020-04-24,0.02847770172796779
2020-05-01,0.004619859801811152
2020-05-08,-0.005564379755732987
2020-05-15,-0.002903188277277633
2020-05-22,0.022617890643189528
2020-05-29,0.045970791074231146
2020-06-05,0.04151824875634112
2020-06-12,0.045730047510660676
2020-06-19,0.0219168287211676
2020-06-26,0.00971795531258154
2020-07-03,0.015043544046421458
2020-07-10,0.01231460024393103
2020-07-17,0.031316918337162485
2020-07-24,0.026957537468097682
2020-07-31,0.04093573151551562
2020-08-07,0.001121080319998389
2020-08-14,-0.011268211371628457
2020-08-21,-0.010887526251812607
2020-08-28,0.010667901301557996
2020-09-04,0.024048164689054664
2020-09-11,0.02855877905604257
2020-09-18,0.024189049233652376
2020-09-25,0.0487704059183713
2020-10-02,0.022393172382376536
2020-10-09,0.016534381730514223
2020-10-16,0.019217216835609556
2020-10-23,0.019991113826967624
2020-10-30,0.011022283370241045
2020-11-06,0.027445889336168813
2020-11-13,0.04169425373498743
2020-11-20,0.057270274456415846
2020-11-27,0.023798196560074626
2020-12-04,0.03771129882819185
2020-12-11,0.013086245873730048
2020-12-18,0.002138096539797328
2020-12-25,-0.0015575142450211322
2021-01-01,0.01185742579721216
2021-01-08,0.02780898869268766
2021-01-15,0.025276384792747422
2021-01-22,0.013011523995665769
2021-01-29,0.0012288436041978101
2021-02-05,-0.011728176093675534
2021-02-12,-0.009644158830265188
2021-02-19,0.007978259289530939
2021-02-26,0.016158131495286974
2021-03-05,0.030720778429287044
2021-03-12,0.03648664256560565
2021-03-19,0.024160450780311205
2021-03-26,0.019873542382146232
2021-04-02,0.012508136217841507
2021-04-09,0.014272888976533392
2021-04-16,-0.000637420144316966
2021-04-23,0.0033495562657570445
2021-04-30,-0.002783464159163678
2021-05-07,-0.0011641400577330767
2021-05-14,0.010534938394011312
2021-05-21,0.03517692562888787
2021-05-28,0.04765468867754044
2021-06-04,0.05179037754563297
2021-06-11,0.031702143144893016
2021-06-18,0.027971874120589255
2021-06-25,0.03025992902577699
2021-07-02,0.03537727346840979
2021-07-09,0.003451441286309083
2021-07-16,0.020006808719286256
2021-07-23,0.01204830947372248
2021-07-30,0.02773032127485624
2021-08-06,-0.004502125801298292
2021-08-13,0.014190649691885202
2021-08-20,0.02717285945495205
2021-08-27,-0.003087283143929009
2021-09-03,0.0008214095642368868
2021-09-10,0.016719208337697977
2021-09-17,0.009942512889016803
2021-09-24,0.017826466748987812
2021-10-01,0.024138265947604223
2021-10-08,-0.006465547593006192
2021-10-15,-0.015938410833014418
2021-10-22,-0.029131909578379505
2021-10-29,-0.008446770798783367
2021-11-05,0.0022169260952228506
2021-11-12,0.007973269546809169
2021-11-19,0.04087901148833918
2021-11-26,0.026972742703270765
2021-12-03,0.011015402692644576
2021-12-10,0.007262752645346327
2021-12-17,0.003163116648955076
2021-12-24,0.013284926759426819
2021-12-31,0.024833343424895283
2022-01-07,0.028702164298205518
2022-01-14,0.02951086522043469
2022-01-21,0.014499444624818626
2022-01-28,0.026664594392637807
2022-02-04,0.01968863199945523
2022-02-11,0.019705142299727044
2022-02-18,0.02242945925156877
2022-02-25,-0.015459405750489317
2022-03-04,-0.011421741693727356
2022-03-11,0.0030128514364346952
2022-03-18,0.007087941302479131
2022-03-25,0.022922511750025985
2022-04-01,0.02344146818917757
2022-04-08,0.0005617005198668836
2022-04-15,0.0030117474511639625
2022-04-22,0.00881657150613675
2022-04-29,0.006739026174389329
2022-05-06,0.0033161737968777478
2022-05-13,0.006448362816051783
2022-05-20,0.007784095628589473
2022-05-27,0.04416095207303206
2022-06-03,0.043128816722145066
2022-06-10,0.054255991674564866
2022-06-17,0.033566635829456126
2022-06-24,0.026167386188590665
2022-07-01,0.015900434805286006
2022-07-08,-0.0019609503544558943
2022-07-15,0.006962513193009332
2022-07-22,0.022133327023036522
2022-07-29,0.010030539897775132
2022-08-05,0.006038446572587719
2022-08-12,0.019111821782205843
2022-08-19,-0.0012941129723740331
2022-08-26,0.00822671332006007
2022-09-02,0.015452886595218832
2022-09-09,0.004510596542881338
2022-09-16,0.002649784963993396
2022-09-23,-0.005013971974547547
2022-09-30,-0.04992272642078364
2022-10-07,nan
2022-10-14,nan
2022-10-21,nan
