,Numerai-MLP_None_1_2000_10-random-56
2015-05-15,0.0018210460993821193
2015-05-22,0.03332245166108787
2015-05-29,0.02875465517245275
2015-06-05,0.03078209885060079
2015-06-12,0.02031814556904487
2015-06-19,0.007265551531292163
2015-06-26,0.0034757140864793397
2015-07-03,0.003753058297613882
2015-07-10,-0.007633566733447228
2015-07-17,0.010826125769539929
2015-07-24,0.030042455373418216
2015-07-31,0.012831273109641505
2015-08-07,0.04051081918669534
2015-08-14,0.03631043867493547
2015-08-21,0.031522783015109426
2015-08-28,0.018960478965562515
2015-09-04,0.006985423944273006
2015-09-11,0.012127883473456415
2015-09-18,0.0027949079668354877
2015-09-25,0.011374607298556222
2015-10-02,0.02699802134475018
2015-10-09,0.05251843525254662
2015-10-16,0.06195694257835104
2015-10-23,0.05895170272202647
2015-10-30,0.061419403674069666
2015-11-06,0.042783021348112245
2015-11-13,0.031846480787657706
2015-11-20,0.04849169718367994
2015-11-27,0.033255659077790455
2015-12-04,0.04128512412738796
2015-12-11,0.047845811614358136
2015-12-18,0.055555690518731944
2015-12-25,0.049721525081932935
2016-01-01,0.015844095831436547
2016-01-08,0.009436526010072587
2016-01-15,0.014371406892630145
2016-01-22,0.0025767414733560983
2016-01-29,-0.0036398690469408865
2016-02-05,-0.003528025072621527
2016-02-12,-0.008907705447026022
2016-02-19,-0.0011658945400264702
2016-02-26,0.023465503687838236
2016-03-04,0.04313753468552648
2016-03-11,0.018876212870080986
2016-03-18,0.03340329031552531
2016-03-25,0.026453451856392668
2016-04-01,0.03788473066413916
2016-04-08,0.029765074960942273
2016-04-15,0.03718175984226626
2016-04-22,0.012772206393434665
2016-04-29,0.03575577402965158
2016-05-06,0.045433590577336085
2016-05-13,0.027685196925003618
2016-05-20,0.023167453920283125
2016-05-27,0.016705997088769978
2016-06-03,0.0023990660203051105
2016-06-10,-0.016642146037186986
2016-06-17,-0.007555386270615421
2016-06-24,-0.010567905388690858
2016-07-01,0.012125315955703726
2016-07-08,0.01854621580709301
2016-07-15,0.005748133469743186
2016-07-22,0.0002530390598021733
2016-07-29,0.014720757900842193
2016-08-05,0.015178662844685359
2016-08-12,0.04252234841749516
2016-08-19,0.047445122615508734
2016-08-26,0.030829974479989707
2016-09-02,0.01633966864150044
2016-09-09,0.009958027594917124
2016-09-16,0.007990318114337027
2016-09-23,0.01610173003754294
2016-09-30,0.043232353031280785
2016-10-07,0.04664820212187261
2016-10-14,0.033017753085279274
2016-10-21,0.012768409696112912
2016-10-28,0.03572065725970181
2016-11-04,-0.001304068501357304
2016-11-11,0.002606423695175646
2016-11-18,0.004155348010714024
2016-11-25,-0.01042936266895961
2016-12-02,0.0027533261908685293
2016-12-09,0.016588963191664263
2016-12-16,0.019873528523344133
2016-12-23,0.022571366700974635
2016-12-30,0.03240668527188081
2017-01-06,0.016882830480027845
2017-01-13,0.011286583418830822
2017-01-20,0.016368120933729642
2017-01-27,0.015407822401091646
2017-02-03,0.019832439241893526
2017-02-10,0.045706104808946574
2017-02-17,0.033533086003788536
2017-02-24,0.0337199994705525
2017-03-03,0.024388647575523406
2017-03-10,0.004917030742667124
2017-03-17,0.02306164240159511
2017-03-24,0.043351363717588506
2017-03-31,0.037197174991747635
2017-04-07,0.022873571417600925
2017-04-14,0.01057159899538085
2017-04-21,-0.0016611386796536575
2017-04-28,-0.0024753308115135343
2017-05-05,-0.008198322550517853
2017-05-12,-0.023284124000585858
2017-05-19,0.01650110026751187
2017-05-26,0.010795514595951317
2017-06-02,0.03365138935964793
2017-06-09,0.019157288626640297
2017-06-16,0.04165382245620602
2017-06-23,0.0278197036863421
2017-06-30,0.0368554811059472
2017-07-07,0.007141652209431709
2017-07-14,-0.002509531649870267
2017-07-21,-0.0041557188238566575
2017-07-28,0.007969618098965172
2017-08-04,0.028864834071902535
2017-08-11,0.03196746763937023
2017-08-18,0.013397513490284816
2017-08-25,0.011929163241213311
2017-09-01,0.011646585208035702
2017-09-08,0.02231910427439186
2017-09-15,0.0212352971496016
2017-09-22,0.006653230747866659
2017-09-29,0.027861341946460238
2017-10-06,0.019277650943966364
2017-10-13,0.01694702140648042
2017-10-20,0.018595379493179146
2017-10-27,0.02943507469441452
2017-11-03,0.013677799105809432
2017-11-10,-0.012420667705391294
2017-11-17,-0.008535870495873793
2017-11-24,-0.016949894225461507
2017-12-01,0.0014406871566824788
2017-12-08,0.003855752758791294
2017-12-15,0.010912493199858311
2017-12-22,0.012070839606804913
2017-12-29,0.021141535241332006
2018-01-05,0.028631640752281536
2018-01-12,0.022967918906870756
2018-01-19,0.03542037384169419
2018-01-26,0.037619953619712654
2018-02-02,0.02653647387392801
2018-02-09,0.02607070812335818
2018-02-16,0.004290311903738888
2018-02-23,0.016044133817482792
2018-03-02,0.0021813336028156166
