,lightgbm-gbdt_None_1_2000_10-random-58
2015-05-08,0.0417380849740371
2015-05-15,0.05046978453914647
2015-05-22,0.050326403302780626
2015-05-29,0.048009884784714206
2015-06-05,0.04561593010295347
2015-06-12,0.04559189167144652
2015-06-19,0.04240620737300718
2015-06-26,0.03172808652714677
2015-07-03,0.02188219067648664
2015-07-10,0.01652594638258825
2015-07-17,0.02817362835966195
2015-07-24,0.03883033743737405
2015-07-31,0.03442464530836207
2015-08-07,0.04647166923521282
2015-08-14,0.03880598196041534
2015-08-21,0.04088648615555284
2015-08-28,0.028775755507922662
2015-09-04,0.011964435373405885
2015-09-11,0.022878443806081453
2015-09-18,0.014642087522614627
2015-09-25,0.01588342434966763
2015-10-02,0.0167827603268491
2015-10-09,0.059642098453539516
2015-10-16,0.07037782387882426
2015-10-23,0.06568408055391006
2015-10-30,0.07169742772626622
2015-11-06,0.057721378287624726
2015-11-13,0.05127033490930117
2015-11-20,0.04173782491588052
2015-11-27,0.02279042932860433
2015-12-04,0.023313956216998544
2015-12-11,0.0336062477800382
2015-12-18,0.07326207344332508
2015-12-25,0.0710462683553364
2016-01-01,0.03940335565607025
2016-01-08,0.0062895931020833995
2016-01-15,0.017427271653637465
2016-01-22,0.016541906054141176
2016-01-29,-0.013083488712590746
2016-02-05,-0.01308435706429156
2016-02-12,-0.0026274312754431726
2016-02-19,0.003245026682070574
2016-02-26,0.017147949512342543
2016-03-04,0.03403496399130819
2016-03-11,0.027659181585484954
2016-03-18,0.031925795687881627
2016-03-25,0.010532997056293012
2016-04-01,0.02111713078796971
2016-04-08,0.015118667564650507
2016-04-15,0.02847521373240908
2016-04-22,0.01924864737008409
2016-04-29,0.05142178820193819
2016-05-06,0.04785066690144524
2016-05-13,0.044943292236474114
2016-05-20,0.040735991905755706
2016-05-27,0.015864358797188425
2016-06-03,-0.0023856998841463783
2016-06-10,-0.01605747979351429
2016-06-17,-0.0042625171368341494
2016-06-24,0.007404143215830851
2016-07-01,0.014960803660923231
2016-07-08,0.020274247224956462
2016-07-15,0.026604197067446548
2016-07-22,0.021398088302404424
2016-07-29,0.008329041983758858
2016-08-05,0.028256130108044456
2016-08-12,0.052019435824187575
2016-08-19,0.06324462215498673
2016-08-26,0.029206254790853987
2016-09-02,0.017495412483205745
2016-09-09,0.026237988399766418
2016-09-16,0.017921517788507577
2016-09-23,0.01506600738786454
2016-09-30,0.036380585873565754
2016-10-07,0.04568834078297237
2016-10-14,0.021868177277009168
2016-10-21,0.010336309822114295
2016-10-28,0.02448805618947319
2016-11-04,-0.00650078846285331
2016-11-11,-0.012936621152281268
2016-11-18,-0.0013921431437168526
2016-11-25,-0.00886857978822881
2016-12-02,-0.002090511108184214
2016-12-09,0.029552997842773654
2016-12-16,0.027566932187325074
2016-12-23,0.020518619787149455
2016-12-30,0.037567175094209315
2017-01-06,0.011243237541565275
2017-01-13,0.017875275230817868
2017-01-20,0.027882081985696163
2017-01-27,0.027135441496098773
2017-02-03,0.017892838563086943
2017-02-10,0.037011973724677474
2017-02-17,0.023146427569794542
2017-02-24,0.030022537351143706
2017-03-03,0.04652402343396209
2017-03-10,0.02316525772827633
2017-03-17,0.023961350937899886
2017-03-24,0.04216794573373268
2017-03-31,0.03643695807567026
2017-04-07,0.020503286385791186
2017-04-14,0.020428029522932996
2017-04-21,0.0061130195223056075
2017-04-28,0.003261879094270196
2017-05-05,-0.008011590812257836
2017-05-12,0.013214724502381477
2017-05-19,0.027462550603196228
2017-05-26,0.006322940598477061
2017-06-02,0.02672237384692588
2017-06-09,0.01411763811231792
2017-06-16,0.021204426065518853
2017-06-23,0.029134618999316905
2017-06-30,0.030955406944973365
2017-07-07,0.012840165161277358
2017-07-14,0.025517566548111815
2017-07-21,0.021368390829822358
2017-07-28,0.01053751831247429
2017-08-04,0.021207527688415734
2017-08-11,0.019215874498779723
2017-08-18,0.008921989003625523
2017-08-25,0.0018250575377060554
2017-09-01,0.014117230817909705
2017-09-08,0.01356027951705377
2017-09-15,0.015962581892802287
2017-09-22,0.005936755963851933
2017-09-29,0.015578711022888662
2017-10-06,0.018699341871248727
2017-10-13,0.011621501104547082
2017-10-20,0.02102113882580778
2017-10-27,0.034541055265060364
2017-11-03,0.015449019684412738
2017-11-10,0.00044419470033491666
2017-11-17,0.011037925739125138
2017-11-24,-0.01234973220217145
2017-12-01,0.011944141287621427
2017-12-08,-0.010248377029852694
2017-12-15,0.006094047185645068
2017-12-22,-0.012475646755502848
2017-12-29,-0.0015430732193593573
2018-01-05,0.015273668584796528
