,Numerai-MLP_None_1_2000_10-random-74
2015-05-15,0.011261542439790908
2015-05-22,0.04034250574530288
2015-05-29,0.02435214384194812
2015-06-05,0.03521244380497057
2015-06-12,0.02298345421904721
2015-06-19,0.013208768562802824
2015-06-26,0.007548854642472393
2015-07-03,-0.001293920189812515
2015-07-10,0.0022155350447628304
2015-07-17,0.01892540748656531
2015-07-24,0.030075660119697704
2015-07-31,0.025065591528740282
2015-08-07,0.04218595313422842
2015-08-14,0.029924282848202442
2015-08-21,0.03963893811939351
2015-08-28,0.03518668281530967
2015-09-04,0.019347184525464696
2015-09-11,0.00977606923690754
2015-09-18,0.0012615074427159705
2015-09-25,0.01354337069839571
2015-10-02,0.022724497064251916
2015-10-09,0.06028222593802714
2015-10-16,0.07014233990227736
2015-10-23,0.058945611958090297
2015-10-30,0.052816676246916085
2015-11-06,0.0462741291325805
2015-11-13,0.03730498124091335
2015-11-20,0.054065890751884754
2015-11-27,0.044327814563271443
2015-12-04,0.04974776894291365
2015-12-11,0.039001567575789924
2015-12-18,0.0445767915244617
2015-12-25,0.03332107551930222
2016-01-01,0.010947331775323192
2016-01-08,0.009591767948257114
2016-01-15,0.01459398884790838
2016-01-22,0.014151427243074315
2016-01-29,-0.008471068517968782
2016-02-05,-0.014903500089485636
2016-02-12,-0.002591884113487381
2016-02-19,0.012017354268848243
2016-02-26,0.02600571746652363
2016-03-04,0.037948418838137855
2016-03-11,0.017939903072950004
2016-03-18,0.01784795281159661
2016-03-25,0.02077525385036544
2016-04-01,0.03639112429315292
2016-04-08,0.020457543244550108
2016-04-15,0.03364617579754953
2016-04-22,0.010643685027907562
2016-04-29,0.032260321697196205
2016-05-06,0.042068294513374266
2016-05-13,0.020429622512622116
2016-05-20,0.02374879628134655
2016-05-27,0.021116675073144315
2016-06-03,0.00586322658823595
2016-06-10,-0.01623139653462282
2016-06-17,0.002729010944016024
2016-06-24,0.006621033767103129
2016-07-01,0.016576547738791823
2016-07-08,0.020680191021728776
2016-07-15,0.027053915169359777
2016-07-22,0.007740000136743196
2016-07-29,0.01703432944242623
2016-08-05,0.018442758336531844
2016-08-12,0.042342553737200486
2016-08-19,0.042391322751356215
2016-08-26,0.03442795731447456
2016-09-02,0.015419011725068515
2016-09-09,0.018436072445670287
2016-09-16,0.010107643452337223
2016-09-23,0.020305273080475337
2016-09-30,0.03721259155239811
2016-10-07,0.04204495221148715
2016-10-14,0.0339263182888717
2016-10-21,0.009149837619111503
2016-10-28,0.020504118154924065
2016-11-04,-0.001890534628529668
2016-11-11,0.0018740183257650962
2016-11-18,0.005418848326073714
2016-11-25,-0.005866708319065905
2016-12-02,0.008697972909325068
2016-12-09,0.02651742667111965
2016-12-16,0.030865510990300805
2016-12-23,0.02058079215130438
2016-12-30,0.03352280671281483
2017-01-06,0.015864218948112876
2017-01-13,0.013753393965727112
2017-01-20,0.027658243403117826
2017-01-27,0.020948769046783177
2017-02-03,0.027734609691015745
2017-02-10,0.05332993117100001
2017-02-17,0.02764181793221224
2017-02-24,0.031819343580732365
2017-03-03,0.023003924159514768
2017-03-10,0.005065214418836946
2017-03-17,0.017248106997304485
2017-03-24,0.05152585493833265
2017-03-31,0.04143936405127645
2017-04-07,0.024911911536021618
2017-04-14,0.030179146643637845
2017-04-21,0.007946327164804347
2017-04-28,0.006855410661055289
2017-05-05,0.003206845136126131
2017-05-12,-0.002833520790627959
2017-05-19,0.03100352453307988
2017-05-26,0.015495899361618364
2017-06-02,0.03368784572791977
2017-06-09,0.017743805636383156
2017-06-16,0.04843373397605854
2017-06-23,0.027709085672504626
2017-06-30,0.03744817207903079
2017-07-07,0.016951916391989983
2017-07-14,0.004742490952625872
2017-07-21,-0.002089204418047782
2017-07-28,0.01380370339792446
2017-08-04,0.023056835616942727
2017-08-11,0.03292857070137259
2017-08-18,0.01696191395204014
2017-08-25,0.007081054984755718
2017-09-01,0.010514422998076457
2017-09-08,0.027036728698146235
2017-09-15,0.018950251052626783
2017-09-22,0.000511955660807918
2017-09-29,0.031239533404758973
