,numerai_models_v4/lightgbm-dart_None_1_2000.parameters-random-92
2015-05-08,0.046133266403345134
2015-05-15,0.055648733540344296
2015-05-22,0.04753769188142684
2015-05-29,0.04304260869785751
2015-06-05,0.038033470216954524
2015-06-12,0.041568484404818404
2015-06-19,0.0362296147484722
2015-06-26,0.03442344182377138
2015-07-03,0.014376832045168314
2015-07-10,0.003700308221880636
2015-07-17,0.026369502724514916
2015-07-24,0.03724173628898305
2015-07-31,0.038370370214144384
2015-08-07,0.038965153641848965
2015-08-14,0.04527998015380739
2015-08-21,0.03416929989161243
2015-08-28,0.01759816092901057
2015-09-04,0.023753185986260687
2015-09-11,0.02324805095086827
2015-09-18,0.002729761938543718
2015-09-25,0.00859238953634296
2015-10-02,0.02128405633058324
2015-10-09,0.04663606134449435
2015-10-16,0.056863999222010325
2015-10-23,0.05665452301851591
2015-10-30,0.041355232778137976
2015-11-06,0.045220621225887915
2015-11-13,0.03928217494359934
2015-11-20,0.05045047832662042
2015-11-27,0.03465859495214632
2015-12-04,0.04082705186415569
2015-12-11,0.03679765534479638
2015-12-18,0.06966462335576633
2015-12-25,0.06981290676168703
2016-01-01,0.037203266622814556
2016-01-08,-0.0007857046106892478
2016-01-15,-0.0023012927445145302
2016-01-22,-0.0010599155321919815
2016-01-29,-0.0031377340088255623
2016-02-05,-0.0063719753808152
2016-02-12,0.007076778602847831
2016-02-19,0.011937343505870756
2016-02-26,0.01998995313086276
2016-03-04,0.02911331506160809
2016-03-11,0.021882134186423843
2016-03-18,0.03364812509853626
2016-03-25,0.01720875651100498
2016-04-01,0.036031996520744444
2016-04-08,0.02287453149564912
2016-04-15,0.032610451701445275
2016-04-22,0.027696654558380312
2016-04-29,0.01983691249310659
2016-05-06,0.04301915078178061
2016-05-13,0.024022758050334832
2016-05-20,0.04219989352445079
2016-05-27,0.018006625656227945
2016-06-03,0.0028059560722070707
2016-06-10,0.00030412011820411567
2016-06-17,0.004581161667700792
2016-06-24,0.014610003119243854
2016-07-01,0.022869765114504028
2016-07-08,0.03610199742183039
2016-07-15,0.033781438164349364
2016-07-22,0.023707243407627802
2016-07-29,0.017235208868776483
2016-08-05,0.01829103588072491
2016-08-12,0.04786164607038111
2016-08-19,0.047604458993861426
2016-08-26,0.0371984055969999
2016-09-02,0.029590965473455
2016-09-09,0.03445983025359072
2016-09-16,0.025855626385779595
2016-09-23,0.03279295402801114
2016-09-30,0.03822103306062434
2016-10-07,0.03485196766585605
2016-10-14,0.03919901283305981
