,numerai_models_v4/lightgbm-dart_None_1_2000.parameters-random-70
2015-05-08,0.05725246032551582
2015-05-15,0.05415094421547996
2015-05-22,0.058780255881537194
2015-05-29,0.03846607722503646
2015-06-05,0.03956119637013126
2015-06-12,0.03361244410114188
2015-06-19,0.03383358462466889
2015-06-26,0.0340136734262075
2015-07-03,0.025458264401245254
2015-07-10,0.012276313113600775
2015-07-17,0.03071906898963107
2015-07-24,0.03980142254037247
2015-07-31,0.032652213413219285
2015-08-07,0.04628744973693209
2015-08-14,0.05616849096393055
2015-08-21,0.03148197909313973
2015-08-28,0.017679932141346045
2015-09-04,0.015401378204931496
2015-09-11,0.0108324303023305
2015-09-18,0.001379694124849196
2015-09-25,0.00581323340609322
2015-10-02,0.02218847752712937
2015-10-09,0.05782963328390932
2015-10-16,0.08287919594070298
2015-10-23,0.07012360633034294
2015-10-30,0.05027210834428943
2015-11-06,0.04382363695378625
2015-11-13,0.03695737603410307
2015-11-20,0.044531632590594214
2015-11-27,0.030822517156587122
2015-12-04,0.032254213441251026
2015-12-11,0.029819965443695428
2015-12-18,0.0605388393670709
2015-12-25,0.06350704253252354
2016-01-01,0.028835566683593005
2016-01-08,0.009579108055234927
2016-01-15,0.009100915636936442
2016-01-22,0.013021055834277276
2016-01-29,-0.002679029503647337
2016-02-05,-0.011069158276855642
2016-02-12,0.0029585985563614354
2016-02-19,0.00529595830929474
2016-02-26,0.01464307755515966
2016-03-04,0.036932173373037176
2016-03-11,0.027300289414523327
2016-03-18,0.02708645862573664
2016-03-25,0.015214259534544458
2016-04-01,0.030460023141941517
2016-04-08,0.017542462054664622
2016-04-15,0.0364664638456962
2016-04-22,0.02368112868825281
2016-04-29,0.02805599924499324
2016-05-06,0.03393506919486712
2016-05-13,0.015342163104470851
2016-05-20,0.03649739522323735
2016-05-27,0.006998040515700834
2016-06-03,-0.007461723220707975
2016-06-10,-0.0151092120327485
2016-06-17,0.011017530413415856
2016-06-24,0.012640012990024393
2016-07-01,0.023000001804910037
2016-07-08,0.03349824487990335
2016-07-15,0.027716584380741583
2016-07-22,0.014411184281411683
2016-07-29,0.020892843595848615
2016-08-05,0.02263032867520322
2016-08-12,0.048120459757225495
2016-08-19,0.052713785171682334
2016-08-26,0.03283693701492142
2016-09-02,0.0396286059995623
2016-09-09,0.03968600990522933
2016-09-16,0.02345304526331571
2016-09-23,0.03746632942825475
2016-09-30,0.03690356517657681
2016-10-07,0.04232496849805993
2016-10-14,0.03730632100049232
2016-10-21,0.01633730340852065
2016-10-28,0.04026714958811376
2016-11-04,0.016312417983418974
2016-11-11,0.0019217669875635692
2016-11-18,0.008587832066728623
2016-11-25,-0.006935056604942204
2016-12-02,-0.002822596113960622
2016-12-09,0.03503265077501942
2016-12-16,0.03926244392256832
2016-12-23,0.025351424385740968
2016-12-30,0.03393383392460439
2017-01-06,0.017600591373040413
2017-01-13,0.02416821454035351
2017-01-20,0.0386382498847829
2017-01-27,0.02415436313931679
2017-02-03,0.021966208132145875
2017-02-10,0.046047647246976575
2017-02-17,0.03337831791454029
2017-02-24,0.04344458816709807
2017-03-03,0.04190881931435834
2017-03-10,0.026801981508836184
2017-03-17,0.023152499667576616
2017-03-24,0.03497338554715686
2017-03-31,0.02082637014418231
2017-04-07,0.019108125998497785
2017-04-14,0.013514393985885404
2017-04-21,0.0020350955031892127
2017-04-28,0.00857703870198939
2017-05-05,0.001067495213430429
2017-05-12,-0.00896249454010486
2017-05-19,0.03606267767623282
2017-05-26,0.02170038413896791
2017-06-02,0.04425197903666225
2017-06-09,0.03578420577184624
2017-06-16,0.03352885135638193
2017-06-23,0.027121836295496197
2017-06-30,0.03311292905098409
2017-07-07,0.019876657492685725
2017-07-14,0.012312851627722082
2017-07-21,0.03129512757666968
2017-07-28,0.03581203843240647
2017-08-04,0.03785892713452072
2017-08-11,0.04842606982075279
2017-08-18,0.03536959754055119
2017-08-25,0.0225667740809217
2017-09-01,0.024353568733872233
2017-09-08,0.02111324825210685
2017-09-15,0.019551319730516114
2017-09-22,0.015392293411326514
2017-09-29,0.026033249161723965
2017-10-06,0.010005857404945966
2017-10-13,0.00634694271937865
2017-10-20,0.0038833236558463062
2017-10-27,0.011908819276906655
2017-11-03,0.006371098218812366
2017-11-10,7.205503608038271e-05
2017-11-17,0.031072310826085754
2017-11-24,0.011631591397346043
2017-12-01,0.026502006292985596
2017-12-08,0.006366435548392851
2017-12-15,0.018046151771106782
2017-12-22,-0.006851474861515115
2017-12-29,-0.0020304269996806287
2018-01-05,0.018467684196838082
2018-01-12,0.026168488448555155
2018-01-19,0.045554845802856944
2018-01-26,0.05470485727046447
2018-02-02,0.042130646376161617
2018-02-09,0.03473157074450322
2018-02-16,0.019770246575171364
2018-02-23,0.022271079714994594
2018-03-02,0.025125840696034935
2018-03-09,0.028916850583183457
2018-03-16,0.029402727027410813
2018-03-23,0.005943709435071608
2018-03-30,0.027262816981842103
2018-04-06,0.01724389946065041
2018-04-13,0.010766261969694164
2018-04-20,0.019759943728407538
2018-04-27,0.023160047129324703
2018-05-04,0.007878365404710208
2018-05-11,0.02522014543823497
2018-05-18,0.029146254462659848
2018-05-25,0.05073046815122775
2018-06-01,0.03766977035215828
2018-06-08,0.03620504641113639
2018-06-15,0.01506404049451244
2018-06-22,0.009119286108941135
2018-06-29,0.02225143971002242
2018-07-06,0.03357989837252743
2018-07-13,0.048954274462342295
2018-07-20,0.04253840644898996
2018-07-27,0.040860691216211525
2018-08-03,0.02314249910442241
2018-08-10,0.014289668842116472
2018-08-17,0.023026137062169674
2018-08-24,0.021130386985637583
2018-08-31,0.009646521333945833
2018-09-07,-0.01267593172896762
2018-09-14,0.010225400779809289
2018-09-21,0.012196541573664888
2018-09-28,0.026070410205170803
2018-10-05,0.03140425288725404
2018-10-12,0.03163579672535955
2018-10-19,0.0196314963032774
2018-10-26,0.01370016455475628
2018-11-02,0.01727299834925599
2018-11-09,0.018700196613446105
2018-11-16,0.052036588524583344
2018-11-23,0.04294731941401203
2018-11-30,0.06192044683000897
2018-12-07,0.04307932371798029
2018-12-14,0.04052121880896668
2018-12-21,0.03997878100476777
2018-12-28,0.044300657000999395
2019-01-04,0.05309166507342111
2019-01-11,0.04319461496913308
2019-01-18,0.024555816377520672
2019-01-25,0.005304476541908174
2019-02-01,0.007490677053268057
2019-02-08,0.012304906000904838
2019-02-15,0.04322443090746032
2019-02-22,0.038405444043781996
2019-03-01,0.03710293951838291
2019-03-08,0.02098468747704894
2019-03-15,0.007977493587705786
2019-03-22,0.006429530686871813
2019-03-29,0.003991449704905647
2019-04-05,0.015473996079036352
2019-04-12,0.019514191577086264
2019-04-19,0.01970027431138876
2019-04-26,0.013559072622440809
2019-05-03,0.018858439984567158
2019-05-10,-0.0004770387065898562
2019-05-17,0.016004133833622366
2019-05-24,0.015427807856021278
2019-05-31,0.024647955505780608
2019-06-07,0.02667974969693653
2019-06-14,0.022309041514908937
2019-06-21,0.030145065541851614
2019-06-28,0.024624721581081855
2019-07-05,0.013702584465763635
2019-07-12,0.026161878888615573
2019-07-19,0.005784654617902166
2019-07-26,0.01590604217793059
2019-08-02,0.0023235772279731563
2019-08-09,-0.005757210066072923
2019-08-16,0.009254050202330555
2019-08-23,0.008000361772849685
2019-08-30,0.006802896891218164
2019-09-06,0.021511270700199526
2019-09-13,0.036076353525389376
2019-09-20,0.019410625638303418
2019-09-27,0.0243071637800102
2019-10-04,0.01683835877663637
2019-10-11,0.017020277130513246
2019-10-18,0.026064847357826906
2019-10-25,0.03300669765213139
2019-11-01,0.02541607564745893
2019-11-08,0.00023389124087677327
2019-11-15,0.01305644121910139
2019-11-22,0.019486369531867432
2019-11-29,0.019343769345160754
2019-12-06,0.03385967450308595
2019-12-13,0.015327298822543913
2019-12-20,0.010858843038035368
2019-12-27,0.011889572218116718
2020-01-03,0.0029244460145586835
2020-01-10,0.025644452897265798
2020-01-17,0.0044580228217208934
2020-01-24,0.021021746026399772
2020-01-31,0.014911273368762398
2020-02-07,0.015952657288389037
2020-02-14,-0.004079564440464221
2020-02-21,0.021483343046698238
2020-02-28,0.006477159862335344
2020-03-06,0.0015876332563006077
2020-03-13,0.012975045977967102
2020-03-20,0.012484452559445558
2020-03-27,0.014999760460447518
2020-04-03,0.01991446671419068
2020-04-10,0.0253378491747678
2020-04-17,0.019651400205415816
2020-04-24,0.021177612087310504
2020-05-01,0.021082540646345377
2020-05-08,0.008965785379651427
2020-05-15,0.0012654083372779436
2020-05-22,0.023494740866928206
2020-05-29,0.043543123213410945
2020-06-05,0.037991606047452525
2020-06-12,0.02838409812752479
2020-06-19,0.005466745542556833
2020-06-26,-0.00018422225360358537
2020-07-03,0.0034316514590436815
2020-07-10,0.003482928843972752
2020-07-17,0.012392260313595142
2020-07-24,0.021767397179404326
2020-07-31,0.03901084387902863
2020-08-07,0.012648160646910284
2020-08-14,0.003092774625819858
2020-08-21,0.012578834808315145
2020-08-28,0.009429227830144217
2020-09-04,0.03662328987320957
2020-09-11,0.022766352054510806
2020-09-18,0.010938199791670827
2020-09-25,0.035570164566186495
2020-10-02,0.015342882623549213
2020-10-09,0.012972795081353131
2020-10-16,0.01555810105325329
2020-10-23,0.018870234976532653
2020-10-30,0.020964033209066493
2020-11-06,0.007057126683796205
