,numerai_models_v4/lightgbm-dart_None_1_2000.parameters-random-78
2015-05-08,0.04455746871062868
2015-05-15,0.046873600426864434
2015-05-22,0.042437541952356383
2015-05-29,0.03950486003775965
2015-06-05,0.03858893780692479
2015-06-12,0.041226629267495124
2015-06-19,0.0326213747098233
2015-06-26,0.01888593275200671
2015-07-03,0.007957332510520025
2015-07-10,-0.004344150607659784
2015-07-17,0.01998212053285506
2015-07-24,0.04118141794477601
2015-07-31,0.03566781042156804
2015-08-07,0.05223722477750892
2015-08-14,0.05037641448226849
2015-08-21,0.03730642017367292
2015-08-28,0.019939323752910507
2015-09-04,0.01879172707634725
2015-09-11,0.008806506236453867
2015-09-18,0.003841863575544076
2015-09-25,0.019301172452096862
2015-10-02,0.025402968970255454
2015-10-09,0.05069699033864504
2015-10-16,0.06508987537410163
2015-10-23,0.05359487584015185
2015-10-30,0.037650302203076434
2015-11-06,0.03863902197378859
2015-11-13,0.042131327470148444
2015-11-20,0.04925386261738791
2015-11-27,0.040069736216224124
2015-12-04,0.047654410732967584
2015-12-11,0.03182869192057735
2015-12-18,0.05691150291941176
2015-12-25,0.06150341202014793
2016-01-01,0.02794523126985618
2016-01-08,0.0025501772006560307
2016-01-15,0.008336269868157364
2016-01-22,0.020982083988051795
2016-01-29,0.0008712132374945449
2016-02-05,0.003397049384534846
2016-02-12,0.006919213740783381
2016-02-19,0.0048968882332963695
2016-02-26,0.02605750870725082
2016-03-04,0.04601010683763091
2016-03-11,0.032697708650522864
2016-03-18,0.01760453235018202
2016-03-25,0.004116838298579942
2016-04-01,0.02461355916932014
2016-04-08,0.014975581860185442
2016-04-15,0.029958342455061793
2016-04-22,0.020394620230603785
2016-04-29,0.03372061580766506
2016-05-06,0.03772112419802101
2016-05-13,0.030379735696405733
2016-05-20,0.04597135404476013
2016-05-27,0.01614318758382628
2016-06-03,0.002069575221973486
2016-06-10,-0.0035659176693532526
2016-06-17,-0.0009456673767751703
2016-06-24,0.009412662329927716
2016-07-01,0.02220924569900402
2016-07-08,0.03050353147257274
2016-07-15,0.034876504835479945
2016-07-22,0.030857488078572182
2016-07-29,0.0145406273058288
2016-08-05,0.026116736526766816
2016-08-12,0.04053251989692282
2016-08-19,0.0568198655354246
2016-08-26,0.03691026097595326
2016-09-02,0.03640367634371792
2016-09-09,0.03425303030368874
2016-09-16,0.022736899945628965
2016-09-23,0.034540521250849436
2016-09-30,0.03366624644868971
2016-10-07,0.039839615946950034
2016-10-14,0.03042139547883632
2016-10-21,0.01275694545812976
2016-10-28,0.02798445743867849
2016-11-04,0.004996989369892196
2016-11-11,-0.0012427094715630382
2016-11-18,0.0025310014842328636
2016-11-25,-0.011697968713104877
2016-12-02,-0.005349875542526403
2016-12-09,0.025047079023383746
2016-12-16,0.03301758083077719
2016-12-23,0.04094398102806652
