,lightgbm-dart_None_1_2002_1-all,lightgbm-dart_None_1_2002_1-baseline,lightgbm-dart_None_1_2002_1-high_autocorrelation_small,lightgbm-dart_None_1_2002_1-high_autocorrelation_standard,lightgbm-dart_None_1_2002_1-high_calmar_small,lightgbm-dart_None_1_2002_1-high_calmar_standard,lightgbm-dart_None_1_2002_1-high_drawdown_small,lightgbm-dart_None_1_2002_1-high_drawdown_standard,lightgbm-dart_None_1_2002_1-high_kurt_small,lightgbm-dart_None_1_2002_1-high_kurt_standard,lightgbm-dart_None_1_2002_1-high_mean_small,lightgbm-dart_None_1_2002_1-high_mean_standard,lightgbm-dart_None_1_2002_1-high_sharpe_small,lightgbm-dart_None_1_2002_1-high_sharpe_standard,lightgbm-dart_None_1_2002_1-high_skew_small,lightgbm-dart_None_1_2002_1-high_skew_standard,lightgbm-dart_None_1_2002_1-high_volatility_small,lightgbm-dart_None_1_2002_1-high_volatility_standard,lightgbm-dart_None_1_2002_1-low_autocorrelation_small,lightgbm-dart_None_1_2002_1-low_autocorrelation_standard,lightgbm-dart_None_1_2002_1-low_calmar_small,lightgbm-dart_None_1_2002_1-low_calmar_standard,lightgbm-dart_None_1_2002_1-low_drawdown_small,lightgbm-dart_None_1_2002_1-low_drawdown_standard,lightgbm-dart_None_1_2002_1-low_kurt_small,lightgbm-dart_None_1_2002_1-low_kurt_standard,lightgbm-dart_None_1_2002_1-low_mean_small,lightgbm-dart_None_1_2002_1-low_mean_standard,lightgbm-dart_None_1_2002_1-low_sharpe_small,lightgbm-dart_None_1_2002_1-low_sharpe_standard,lightgbm-dart_None_1_2002_1-low_skew_small,lightgbm-dart_None_1_2002_1-low_skew_standard,lightgbm-dart_None_1_2002_1-low_volatility_small,lightgbm-dart_None_1_2002_1-low_volatility_standard,lightgbm-dart_None_1_2002_1-optimizer
2015-02-20,0.028378883643755664,0.06272886800562574,0.05583280102242409,0.03936634250362394,0.054669624267150066,0.03775794654095942,0.04996512547059422,0.04903398220476416,0.04935391916631828,0.037817182394237286,0.05682080437201553,0.03567091221303919,0.05579098747893386,0.03575691506953614,0.05740065051867382,0.03394895446748637,0.0582877628561316,0.03603392979515901,0.05076908587497487,0.04076076082516981,0.06674249302678589,0.05532501988443274,0.05450427070880226,0.04155268399733353,0.04618179170789932,0.04747009232437526,0.05242943199773332,0.057575665539722015,0.05443220570013535,0.05832498324522334,0.05913448711180906,0.04293268931714602,0.05766246031939113,0.060549495435831234,0.04322744312182537
2015-02-27,0.015577927324574681,0.04655516864624095,0.031664349405355674,0.028918604173754858,0.04602407061053898,0.03452232070997684,0.042416397525163525,0.03905388308662549,0.04834778258162663,0.031750336706374095,0.04423208893471962,0.03395629033323616,0.03791344489389049,0.03814611641429324,0.04578476036468995,0.03298371705535695,0.0414379758462959,0.023130109779278228,0.05596903939394979,0.04099239091693765,0.04667340118514129,0.03879845022183552,0.041487608222251414,0.035634149157336224,0.041111255715404284,0.029054698045403476,0.0390115216956826,0.04187549946618376,0.040014443432744816,0.04117037198485445,0.04506493284844389,0.029280256645685242,0.04517494601298216,0.032986720288296925,0.03944509369328096
2015-03-06,0.029344525408186654,0.06188505764582967,0.04955648093269343,0.04553453798942326,0.059614714907420756,0.05635588730490386,0.06784784837280598,0.0602556438445712,0.06551735474419158,0.05076562376217667,0.0667128340555342,0.058103404159516175,0.06494332993035064,0.05764763945096175,0.06495479472143426,0.03907938945358474,0.060347990380970204,0.04905454295593952,0.0652798922220227,0.05695095707772008,0.062263866907384904,0.05591174443936564,0.0595451409012562,0.05885662522851237,0.05247639046454855,0.03853489040308227,0.05240037732914526,0.06018135828042706,0.05712465651523256,0.06106383308999539,0.0633275796472329,0.04910197263960021,0.06388684157940465,0.042891196910967266,0.046015116903336616
2015-03-13,0.03012133856489807,0.045747281346816535,0.03626509702705739,0.034818869659489465,0.0388534876776411,0.035134707004930314,0.05627226262769086,0.04485172863521606,0.0541530756677248,0.04767291589777237,0.04611758964596913,0.04480777512789827,0.04106497700297455,0.0393027553131539,0.03895756330389721,0.031494728691767906,0.04980450402587449,0.038153999004040436,0.04043659882514165,0.05057573110249031,0.047490822796027114,0.049100463024730236,0.0405003314107525,0.047797555486380726,0.03865522596427536,0.03779059768460923,0.04017240685079922,0.050853423082651755,0.044329780735817045,0.050254242591822866,0.04535735094618281,0.04330205354863942,0.04485047282072131,0.0371623764835882,0.036921574054211335
2015-03-20,0.02638952382775252,0.07373946187002299,0.06788443852942345,0.05306239055565989,0.06666003432163324,0.06108999622203955,0.07739202792269527,0.05129663952069001,0.05987372551179718,0.049442671320008076,0.0701381994172684,0.060134153846744906,0.06394297690038579,0.058169132121851055,0.05889942635360539,0.04076641922418206,0.06922396301019967,0.036834185986592966,0.0714755341102432,0.056562297115894306,0.07182339754383105,0.04827614007553952,0.0629475619312523,0.057673770838500046,0.05965193129020208,0.056087582403241854,0.07117162284609702,0.050215979240717724,0.07071583415658488,0.04939496522862126,0.06400241399785137,0.055184451348594295,0.06344401810850396,0.0519194777367632,0.03997606224130466
2015-03-27,0.017291105888849582,0.0691164395955701,0.06009060986201804,0.03707237610337758,0.05731957525682393,0.05068809822883723,0.060597176682224155,0.04313210940155431,0.05758966086784408,0.04572277433364822,0.06054544153335404,0.04557866615462014,0.05519859045269036,0.047213715678278284,0.04812134712688584,0.031494670597090865,0.0537836106861597,0.041715879238676326,0.06038961088856984,0.03788732192274032,0.06397262162180178,0.0429087573540151,0.05604479618073598,0.0476290035651304,0.05128266169198568,0.03181320906656945,0.06182959858204682,0.038913428425255955,0.062125786216817094,0.03811723855110293,0.05462559632653307,0.046986925040783986,0.06096494950787831,0.04472151945853551,0.031034524741278845
2015-04-03,0.03758536527837204,0.08972434516908821,0.07003502395498101,0.05630315656397404,0.07871108438428502,0.06422354809428414,0.07950806194072502,0.06409698209496638,0.07094598855865929,0.0569161087103631,0.07952825038233396,0.06414807438180753,0.0748244987831504,0.06388546934518634,0.06354521645622296,0.05220847471856235,0.07760848488102629,0.06944754030416021,0.0784688230849775,0.05945628055188463,0.08043440081916704,0.06239276703176055,0.07235840299276323,0.056874644757212364,0.08295904309022015,0.05589581593058707,0.08019928312227495,0.057930034366247045,0.0814026695378738,0.05773203234277455,0.07461624724316866,0.06070827452304967,0.07917433147135841,0.06501477970965082,0.04670184432616082
2015-04-10,0.02714654314850622,0.045878639438101526,0.03513314723190382,0.02394277255774572,0.03493653539597678,0.02947720298238927,0.04498054741265923,0.03341329483496734,0.03961589709103971,0.03229607699081736,0.03524525452972256,0.03237981050211805,0.030662271185604262,0.03566423049694902,0.03395625191284892,0.025905498399062612,0.04655822246628221,0.04493844934896663,0.043245737095656184,0.04259560729152418,0.038215403997793336,0.024597836933446082,0.03110160226055019,0.035553973663468366,0.03423520941182301,0.03324922033031924,0.0359229870935651,0.021729308798611322,0.03698870034697026,0.022265172429863377,0.04020341951839809,0.030423561285984644,0.032878664846607376,0.035163217277398524,0.019196023119702307
2015-04-17,0.02424817779556712,0.044267684613971084,0.027144775631910242,0.02135019996978314,0.029158793554750078,0.02568030017084872,0.03627846574441294,0.031771113566278215,0.03913397056185078,0.032917731459464056,0.03056898943113818,0.03444737308856574,0.02581737912197311,0.031015799345653246,0.031424582884464904,0.02150138547963621,0.04692876425240922,0.031235984327548795,0.04421432502225823,0.03486213658162104,0.03957142721460009,0.020282548139045876,0.02832282661791546,0.0351395144592318,0.030438657095057952,0.027857003515548717,0.031218351129137935,0.019301068982281688,0.03615764000225855,0.02009655622885139,0.03906681107572945,0.03180760662038069,0.03565793049251091,0.03424313465131999,0.030693188480814662
2015-04-24,0.03886216535571995,0.0339880292864995,0.025696430673954662,0.023757207276764822,0.019545028685503014,0.021026479732524157,0.042871382400481946,0.04802342437022243,0.03822911498574055,0.033433288119088224,0.01863667252524508,0.032560262868582705,0.016722532544502837,0.027855439860383562,0.02843725276383889,0.022908347756739306,0.04584055534863608,0.037841851507415376,0.04218801224994607,0.03428490069701652,0.028824210346841506,0.028689463457266286,0.024169401223876317,0.03250443697222066,0.030314073515232257,0.03189509348973748,0.025489033645278172,0.03425584064137602,0.029548264575274104,0.03411879953688182,0.039231533957677006,0.030805647298540746,0.028737489022903778,0.02101149086172009,0.027519566796243733
2015-05-01,0.03406569176153133,0.020104735433149487,0.01324755707563631,0.02948772864230853,0.004968463373292506,0.01873226209000651,0.022870588151013255,0.02783096378946182,0.03072667806114084,0.029614080424399093,0.0010083726763941473,0.027041722947707784,0.008100858338235383,0.021758295711812748,0.02344939528805367,0.023328537061706178,0.03441132797703266,0.025583336496694052,0.02062708102505281,0.021289054492092417,0.018319177217881965,0.024204301406413508,0.014156130156031382,0.02343810297902624,0.021023990427489432,0.029119660407523017,0.011606967692477486,0.02689477033158074,0.015289786423121586,0.026336258831035565,0.02844334265604317,0.034302372454795144,0.019378975679982032,0.016404367843881704,0.02624256318586214
