,Numerai-MLP_None_1_2009_1-baseline,Numerai-MLP_None_1_2009_1-high_autocorrelation_small,Numerai-MLP_None_1_2009_1-high_autocorrelation_standard,Numerai-MLP_None_1_2009_1-high_calmar_small,Numerai-MLP_None_1_2009_1-high_calmar_standard,Numerai-MLP_None_1_2009_1-high_drawdown_small,Numerai-MLP_None_1_2009_1-high_drawdown_standard,Numerai-MLP_None_1_2009_1-high_kurt_small,Numerai-MLP_None_1_2009_1-high_kurt_standard,Numerai-MLP_None_1_2009_1-high_mean_small,Numerai-MLP_None_1_2009_1-high_mean_standard,Numerai-MLP_None_1_2009_1-high_sharpe_small,Numerai-MLP_None_1_2009_1-high_sharpe_standard,Numerai-MLP_None_1_2009_1-high_skew_small,Numerai-MLP_None_1_2009_1-high_skew_standard,Numerai-MLP_None_1_2009_1-high_volatility_small,Numerai-MLP_None_1_2009_1-high_volatility_standard,Numerai-MLP_None_1_2009_1-low_autocorrelation_small,Numerai-MLP_None_1_2009_1-low_autocorrelation_standard,Numerai-MLP_None_1_2009_1-low_calmar_small,Numerai-MLP_None_1_2009_1-low_calmar_standard,Numerai-MLP_None_1_2009_1-low_drawdown_small,Numerai-MLP_None_1_2009_1-low_drawdown_standard,Numerai-MLP_None_1_2009_1-low_kurt_small,Numerai-MLP_None_1_2009_1-low_kurt_standard,Numerai-MLP_None_1_2009_1-low_mean_small,Numerai-MLP_None_1_2009_1-low_mean_standard,Numerai-MLP_None_1_2009_1-low_sharpe_small,Numerai-MLP_None_1_2009_1-low_sharpe_standard,Numerai-MLP_None_1_2009_1-low_skew_small,Numerai-MLP_None_1_2009_1-low_skew_standard,Numerai-MLP_None_1_2009_1-low_volatility_small,Numerai-MLP_None_1_2009_1-low_volatility_standard,Numerai-MLP_None_1_2009_1-optimizer
2015-05-15,0.01255054117957279,0.005821738218714169,0.022570437094612282,0.005778566375797145,0.0039797902587648416,0.01398790512541369,0.012833058327383224,0.0354047875370124,0.005394884222548645,0.006005218551111521,0.015459092082283346,0.007374252414881741,0.007466980669034507,0.0114795298438156,-4.94804044700394e-05,0.019583827243236172,0.010491137862665947,0.012100505119576364,0.002044353977005748,0.003701757509837922,0.0021741735328196193,0.00852666699640984,0.0033355569127001988,0.018984741915996722,0.011990599336375616,0.007870880621958952,0.005081736347868794,0.005103322269327308,0.0038057347653141452,0.024928927034251955,0.01508726698448389,0.0017027795719544922,-0.004269224022546594,0.0001689630401488661
2015-05-22,0.042031692458149965,0.03779090789335972,0.03718312352886526,0.035845266941021615,0.03765795982264972,0.03310285129686812,0.025032918633644118,0.05059884786005461,0.025423691542512276,0.04142116689632126,0.046321666286215486,0.04193940548123099,0.0410127284935214,0.0363703585192669,0.03661767543431052,0.0398804617057448,0.02873810369707451,0.03850773099626014,0.030306830015956392,0.031358383771114114,0.02196262533056891,0.04217453929701134,0.037878626208055,0.04857614880487655,0.04794232306570692,0.03329519197648639,0.023384545303328837,0.024292338487180414,0.024411428282478508,0.03877240882775386,0.03318691468178442,0.03532337342633292,0.02643960973232503,0.036902912245810916
2015-05-29,0.03657275027787079,0.026388377777151018,0.03295782879392356,0.026511305239646225,0.020231328570039814,0.03134192747241395,0.03448267838452792,0.034503420487380705,0.02202399531218461,0.030267913587933466,0.033357419304764054,0.03189876142473406,0.024144265267033765,0.03986296634289458,0.03315442122463861,0.04143097780928819,0.029030403128025118,0.03614997741678306,0.020875248851249213,0.02597109547270079,0.02228586436070108,0.02728669384923141,0.020028483005376515,0.043218611541181916,0.0315870198200936,0.026831282679242955,0.024038724567223974,0.02596316466866884,0.02411894770031637,0.026342470623043006,0.035256541839491576,0.03063913622281356,0.019117203119013135,0.02348219564582815
2015-06-05,0.030759874058017726,0.02147767421323328,0.025995700541081523,0.025459413251559634,0.012358506922260343,0.019227490076499702,0.028253495908151766,0.026045325762876617,0.0170823409184122,0.025205959281348483,0.005809347666767929,0.027043462509227734,0.01133129527602315,0.030551174122186185,0.031239229344621304,0.028583214406336377,0.02524523322988571,0.02175807193883626,0.021465952918514802,0.025056474717536262,0.013179302001767005,0.023124896682695743,0.018106812521728174,0.020208273217683193,0.019198110727400144,0.01967685711557679,0.013504758210963086,0.01900539437527563,0.01218436197215731,0.01562798702568098,0.019925287673765748,0.026418884947800456,0.021489699957165227,0.013871923962404116
2015-06-12,0.030065830767660194,0.0250633149338303,-0.0026989287350318927,0.020993145185297397,0.005629530419631108,0.03245667726896667,0.022964963172280948,0.016742955163288047,0.011347389971748991,0.024225869179457682,0.003980770886067951,0.020789590852300262,0.008032602406402916,0.024342164109946284,0.024249403238978368,0.027379738792366826,0.020011744339570942,0.020607583937435697,0.023014323569847082,0.02389593389046308,0.017730927207452087,0.01720263341678308,0.008398297240383507,0.0263738869757098,0.01670077723843278,0.023985638390064658,0.01605099268595241,0.02169458241386861,0.016963319538799954,0.010848590164764988,0.021139545373744288,0.023098068145284353,0.01886560507719965,0.018985567653327862
2015-06-19,0.01911749057533148,0.011852778524589757,0.0062444379162938,0.008168832603573227,0.002971074300859594,0.014484626366655063,0.010255933884812059,0.017818890480203516,0.006757894747512705,0.016608206893631454,-0.002460975391842478,0.015668293942785436,0.003182776032399608,0.021714232867105325,0.024049973024103825,0.01576201049878079,-0.0016216474742227383,0.0120766908823181,0.00693693305399897,0.020636339840331298,0.018146745793359932,0.007282035876646407,0.014681980612423796,0.008926196692903876,0.011458680564361697,0.008388165976480956,0.01826640993000548,0.006791779235185296,0.018146745793359932,0.00595947242762385,0.01293464000487503,0.007820219225896659,0.017480045603477597,0.012564200132886819
2015-06-26,0.015971516003269886,0.003392632324324463,-0.0007364550329728868,0.00834186625115071,-0.0038522497791812723,0.0051937534616820664,-0.004391595236986711,0.01751653189065392,0.01042577026703548,0.016286769367161412,-0.011678399330570605,0.00851885327108065,-0.00964358215397734,0.02336045730754801,0.012083289532925392,0.015335368857787848,-0.009790842671851856,0.010745596940431696,0.009322688375379154,0.026090417301437147,0.012082679758524255,0.006021827098425748,0.00933991450221126,0.0018970081619363527,-0.007060882677962731,0.007308451084824235,0.012266984071267834,0.006367111853069422,0.012266984071267834,0.0007690779634336971,0.0033743390922903573,0.001923380904785525,0.016962704290821473,-0.0003573277990661162
2015-07-03,0.013162573862238411,-0.00021670188171016557,-0.006074550159460151,0.008138485884877221,-0.0031425941649473816,0.005731950472391291,-0.00021973373734792578,0.01887595421884832,-0.004227695297707965,0.012430683911278903,-0.009604691271306452,0.01149975263769931,-0.006465356351169687,0.01577770094260343,0.0015772470991628246,0.004518601846152716,-0.011933004808337718,0.004538915278925822,0.018491818109541883,0.01316515093953051,0.007016092927771976,0.0072939624969742866,0.010717837068716478,-0.0006164520475511216,0.0029098992447479555,0.006167476534758043,0.005595062190345643,0.00138578541563718,0.006659698297551221,0.008977551932632164,0.00043393433815691444,0.005820480657014395,0.012585763327151224,0.008916611634312835
2015-07-10,-0.002652715725406355,0.0006564548280778753,-0.00963529808767636,-0.0005751577602487851,-0.003759571504970995,-0.00972328126949515,-0.013075303735367793,0.012179212503614265,-0.015643531293086346,0.006610895207298141,-0.006689153132404642,0.0032389663565925726,-0.0067668032289666296,0.005401924232254722,0.00016684893546978913,-0.005898672110260869,-0.0068260665120569945,-0.008003430402785556,-0.008288501990163817,-0.0011737169194614486,-0.005359680148410811,-0.0024620095195642963,-0.001021911740468451,-0.014461912602546164,-0.010936051172941788,-0.011150918563428381,-0.011463038521037626,-0.012894322786237993,-0.011024338269032803,0.005056525661833184,-0.009620254331199582,-0.0065248874682490516,-0.005863873926087296,-0.008553059364164643
2015-07-17,0.01504032544707596,0.018500100302614324,0.005487987071476741,0.01677874950649433,0.011608294644397495,0.016089721380523534,0.021226791915277987,0.0271559399151971,0.005931282157831406,0.01376105021850363,0.005859330548216767,0.01519078357989303,0.008034189900700274,0.032831123123552616,0.007677328209793711,0.014348096084236713,0.007971232242287444,0.014644134274642747,0.010030389747954182,0.01695131141768879,0.01818394005189231,0.010001426176287274,0.012410128260018385,0.013663488713941387,-0.005646372076539508,0.016495516263562087,0.012165157419656637,0.018984401708855295,0.013072631851936328,0.01749171068905307,0.007019245373551245,0.019633643033746814,0.01330205382750847,0.005223351490351676
