,Numerai-MLP_None_1_2005_1-baseline,Numerai-MLP_None_1_2005_1-high_autocorrelation_small,Numerai-MLP_None_1_2005_1-high_autocorrelation_standard,Numerai-MLP_None_1_2005_1-high_calmar_small,Numerai-MLP_None_1_2005_1-high_calmar_standard,Numerai-MLP_None_1_2005_1-high_drawdown_small,Numerai-MLP_None_1_2005_1-high_drawdown_standard,Numerai-MLP_None_1_2005_1-high_kurt_small,Numerai-MLP_None_1_2005_1-high_kurt_standard,Numerai-MLP_None_1_2005_1-high_mean_small,Numerai-MLP_None_1_2005_1-high_mean_standard,Numerai-MLP_None_1_2005_1-high_sharpe_small,Numerai-MLP_None_1_2005_1-high_sharpe_standard,Numerai-MLP_None_1_2005_1-high_skew_small,Numerai-MLP_None_1_2005_1-high_skew_standard,Numerai-MLP_None_1_2005_1-high_volatility_small,Numerai-MLP_None_1_2005_1-high_volatility_standard,Numerai-MLP_None_1_2005_1-low_autocorrelation_small,Numerai-MLP_None_1_2005_1-low_autocorrelation_standard,Numerai-MLP_None_1_2005_1-low_calmar_small,Numerai-MLP_None_1_2005_1-low_calmar_standard,Numerai-MLP_None_1_2005_1-low_drawdown_small,Numerai-MLP_None_1_2005_1-low_drawdown_standard,Numerai-MLP_None_1_2005_1-low_kurt_small,Numerai-MLP_None_1_2005_1-low_kurt_standard,Numerai-MLP_None_1_2005_1-low_mean_small,Numerai-MLP_None_1_2005_1-low_mean_standard,Numerai-MLP_None_1_2005_1-low_sharpe_small,Numerai-MLP_None_1_2005_1-low_sharpe_standard,Numerai-MLP_None_1_2005_1-low_skew_small,Numerai-MLP_None_1_2005_1-low_skew_standard,Numerai-MLP_None_1_2005_1-low_volatility_small,Numerai-MLP_None_1_2005_1-low_volatility_standard,Numerai-MLP_None_1_2005_1-optimizer
2015-05-15,0.03044747426459284,0.024499336794521268,0.03184812694289384,0.0236378761120889,0.014769406690330715,0.0321372566796128,0.018354037774226502,0.047146616729255235,0.017471599224461228,0.021799728490424528,0.0229384618541268,0.024463157574048544,0.019163357815389345,0.026557600009649934,0.015556988796503638,0.03880928258620157,0.01920166522530163,0.02727692804022517,0.01610879791547832,0.023428249452291102,0.019069261439453984,0.028915481895164012,0.018432780783490633,0.03545191173174578,0.02618303866828529,0.024034631429037622,0.021428511446750655,0.022906082971939013,0.019097535956294015,0.038764134567376395,0.023747021827632657,0.019851675085559402,0.014796465098919558,0.013839691932300656
2015-05-22,0.05371391405543361,0.05164080742454252,0.04392860101343515,0.04693645593278634,0.042077379080387084,0.04538021729064924,0.026828555176303698,0.062016391623333125,0.029909965557456623,0.049152561688768207,0.04780176055795737,0.05090296847541306,0.043050808711519326,0.051756699156284,0.04800719806928361,0.05375503201293564,0.03688220097706343,0.050054263322988145,0.037080480917572524,0.04448658695969119,0.030075960284918168,0.05426687447073216,0.0433619346089541,0.05720406741435653,0.054916995105166386,0.04212184739269789,0.03200012852480485,0.0334931673395139,0.032312168154684365,0.04725504397851983,0.03682356981185912,0.04889047276586793,0.03640142542238813,0.048897021181721935
2015-05-29,0.04233859732455991,0.035461217589700694,0.03341537518038217,0.034398947395806,0.026052233698566095,0.03931116540082551,0.03270861852876578,0.04497940255173679,0.025343189315017434,0.03521139726269434,0.03712256851893185,0.04021161668937601,0.030355609978671382,0.047347815163508625,0.03776420106820898,0.04829173335877269,0.036124202303679215,0.03817446766140018,0.024713300456326078,0.03275544077564671,0.022374323328749737,0.037739646078802376,0.030362930720854706,0.0478613347245773,0.04092523653678928,0.02827377392028474,0.02382413531197489,0.028266910724487868,0.023627085334873402,0.032264340987514475,0.028287652827340644,0.035485925094569465,0.024844768784701855,0.029985149921102055
2015-06-05,0.03661854249736729,0.034988369183858996,0.03232778750737206,0.03612198583020281,0.02272667711148107,0.02552426093402809,0.03212426320816946,0.0336306779164035,0.02655588709386054,0.03375291427561044,0.01868739717180948,0.0378240091580893,0.025852000512325158,0.03617815671008746,0.039132836326783375,0.03317689636373115,0.035805206423590565,0.028516083354766943,0.03168159405178866,0.03226111312962281,0.02705685827462027,0.033513160520005296,0.027668192295261733,0.031648865761340954,0.0325392274861248,0.024137038092866332,0.026817865642048796,0.02595612214333082,0.025328043415948683,0.02141495767525911,0.029964196038622062,0.03326990559844528,0.03471771383308692,0.026973286965523622
2015-06-12,0.02696728147648147,0.029098030774513853,-0.0009963770654214479,0.022179934186840795,0.009139772933853577,0.026904473044903517,0.017589264394623008,0.0173965601799763,0.014872608705666417,0.02352901650793592,0.005328783477184897,0.024059755395698015,0.007532885688009032,0.02112242969409289,0.02605785817643194,0.023576390264113966,0.022852488706000273,0.020141945759776306,0.02770524234288029,0.020529646467594448,0.015945242236677634,0.0225486853921877,0.010492370082019989,0.022530805619694703,0.022929662082999926,0.018929483238755842,0.013830080432613497,0.01940276234483099,0.014323225952569792,0.006994505871831148,0.01979000459694418,0.01923863520245943,0.01971588759131084,0.02545942066290584
2015-06-19,0.012741254212617492,0.011738303904074243,0.004693077859067591,0.003970361421546323,0.004382927953884241,0.007930114861591552,0.003351893205107854,0.012699738083577184,-0.0010230215253402856,0.010040874231070227,-0.002499591497163043,0.012500094345398135,0.0018098437503502357,0.013498007770638676,0.01614038727779141,0.006769647475218989,-0.007038586517016742,0.006039299396330007,0.001139175106956692,0.012404546195474528,0.011957942542636667,0.004037519865582099,0.005804550107859543,0.0028306520996938906,0.008126705943223539,-0.00017026191891339343,0.011526602172534218,-0.00012660893029015421,0.011957942542636667,-0.0002958787358257602,0.010095211517608258,0.003155607389130582,0.011714951081489075,0.011534386446729284
2015-06-26,0.014023896564543024,0.005176374891249679,-0.0005882798534966603,0.006219394004394042,-0.004408364033017964,0.002466080121797201,-0.0063550688086469785,0.011887094619359644,0.007381928900161209,0.012890325952829835,-0.011717882223044195,0.010177744529373117,-0.00720997251904067,0.020528512545068774,0.0056143453548661276,0.012309973166547963,-0.013237592474277218,0.00797737360287123,0.0034709883348705353,0.018296433349707788,0.007424003333839654,0.004360039411727886,0.0049406970852103275,-0.0007225826653470166,-0.008596142176424725,0.004362173622131855,0.007477511037539412,0.003561997164240192,0.007477511037539412,-0.0008721298372258118,0.00018354209474215062,-0.0027944436368093285,0.008711237094639288,-0.0034424813816173877
2015-07-03,0.013578089677395816,0.004658521983836147,-0.005486370165731316,0.011994096699438942,-0.005192431761648782,0.008245661981672656,-4.6311594867059146e-05,0.015668099361297774,-0.002468157878323763,0.013285667201132183,-0.007084764457967629,0.01564702796461521,-0.0062637379512574705,0.01568159111888589,-0.002447692852768766,0.00830341883157233,-0.015023072074360603,0.0045066260163835,0.006088648288175805,0.011584644595557088,0.0036805969478710043,0.009779174563260542,0.007470113309529157,0.00025323574214536874,0.0015414712026370566,0.009270883965587137,0.003336936111328915,0.0025915544027813008,0.004132343437899859,0.009358504593518908,-0.0023167166892167777,0.003757606081070556,0.005241547822980771,0.008287198403910212
2015-07-10,-0.0013460363118319033,0.00505272673342996,-0.004106641603889946,0.0063853908172825085,0.0029535908549420437,-0.005313029307619178,-0.009207842663745105,0.011896724187550205,-0.014702764663310858,0.0068959667946764044,0.002657730310898622,0.009927663617588824,0.005247231867675256,0.0077710879416441085,-0.00035694731276733843,-0.002597251370719219,-0.006485226655719332,-0.008799533838966115,-0.011008382769739252,0.0022495734432557545,-0.014673892807446322,0.0034571768040740124,0.004821751886513666,-0.011832294361831442,-0.010598402416462841,-0.00818061242351214,-0.019429847254016083,-0.010681826884197729,-0.018805151467389192,0.00919735762135219,-0.012560776872434516,-0.006560749352375523,-0.0042613339684694045,-0.010800505407514585
2015-07-17,0.02085651551847216,0.025609742507736493,0.014464102810755228,0.024763091575957345,0.018385008215201035,0.02104127261675884,0.026630632189069792,0.03341313847420672,0.005569847271398499,0.02193609454141562,0.013042601201313259,0.026059744947529828,0.016414265823043842,0.03724867756216057,0.008725657064285136,0.020682734087492622,0.011731466043907322,0.021397524548261895,0.011180700862683302,0.024734128004290423,0.014307851963604791,0.019589740356693797,0.018341410417849792,0.02106048003796952,0.0023823299895291412,0.024802116177782236,0.01065813705387181,0.02786615718044001,0.011789698066942907,0.024947238915818543,0.005743018941996472,0.028064633866283814,0.017396893101806643,0.006424272635572475
